"ï..CASE","STARTED","self","Geschlecht","Alter","Orientierung","IN03_41","IN03_42","IN03_43","IN03_44","IN03_45","IN03_46","IN03_47","IN03_48","IN03_49","IN03_50","IN03_51","IN03_52","IN03_53","IN03_54","IN03_55","IN03_56","IN03_57","IN01_01","IN01_02","IN01_03","IN01_04","IN01_05","IN01_06","IN01_07","IN01_08","IN01_09","IN01_10","IN01_11","IN01_12","IN01_13","IN01_14","IN01_15","IN01_16","IN01_17","IN01_18","IN01_19","IN01_20","IN04_21","IN04_22","IN04_23","IN04_24","IN04_25","IN04_26","IN04_27","IN04_28","IN04_29","IN04_30","IN04_31","IN04_32","IN04_33","IN04_34","IN04_35","IN04_36","IN04_37","IN04_38","IN04_39","IN04_40","IN02_21","IN02_22","IN02_23","IN02_24","IN02_25","IN02_26","IN02_27","IN02_28","IN02_29","IN02_30","IN02_31","IN02_32","IN02_33","IN02_34","IN02_35","IN02_36","IN02_37","IN05_01","IN05_02","IN05_03","IN05_04","IN05_05","IN05_06","IN05_07","IN05_08","IN05_09","IN05_10","IN05_11","IN05_12","IN05_13","IN05_14","IN05_15","IN05_16","IN05_17","IN05_18","IN05_19","IN05_20","Ziele","IntimitÃ.t_Bindung","Geselligkeit","Anderen_helfen","Hilfe_bekommen","Anerkennung_WertschÃ.tzung","Ãœberlegensein_Imponieren","Autonomie","Leistung","Kontrolle","Bildung_Verstehen","Glauben_Sinn","Leben_auskosten","Selbstvertauen_Selbstwert","Selbstbelohnung","Alleinsein_Trennung","GeringschÃ.tzung","Erniedrigung_Blamage","VorwÃ.rfe_Kritik","AbhÃ.ngigkeit_Autonomieverlust","Spannungen","sich_verletzbar_machen","Hilflosigkeit_Ohnmacht","Versagen","INK_AnnÃ.herung","INK_Vermeidung","INK_GES","IAT","Ink_hoch","BF"
351,"12/4/2017 16:24:39",3,2,18,1,3,3,4,4,5,5,4,5,4,5,4,5,4,3,5,4,5,5,4,4,5,5,5,5,4,5,4,5,5,3,5,5,4,3,5,5,1,4,1,5,4,4,5,5,4,5,5,5,5,4,5,5,2,5,3,5,5,1,1,3,2,1,1,1,2,1,1,1,2,1,2,3,1,1,2,1,2,1,1,1,3,3,1,1,2,1,2,1,4,1,3,1,1,1,"Ich habe keine Ahnung.",2.2,1.5,2,2,1.25,1.5,2.25,3.5,1.5,1,1.25,1,1.75,1,1.6,1,2,1.66666666666667,1.4,1.5,2.33333333333333,1.75,1.25,1.69285714285714,1.61111111111111,1.65198412698413,NA,0,0.6099555809224583
352,"12/4/2017 16:27:07",6,1,31,1,5,5,4,4,4,3,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,3,3,4,3,4,4,3,4,3,3,4,3,4,4,5,4,4,3,4,4,3,5,4,4,4,3,4,5,4,4,3,3,4,4,4,1,1,1,2,1,1,1,1,1,1,1,2,1,3,1,2,1,2,1,2,1,1,2,1,2,1,1,2,1,1,1,2,1,1,1,1,2,"Assoziationen zwischen positiven bzw. negativen und neutralen Begriffen / Konzepten herzustellen und so zu zeigen, dass neutrale Konzepte wertend respiziert werden kÃ¶nnen, wenn die entsprechende Verbindung konditioniert wurde?",1.6,2.25,1.75,2,2,2,2.5,2,2,2.25,2.5,3,2,3,1.4,1,1.25,1.33333333333333,1.8,1,1.66666666666667,1.5,1,2.20357142857143,1.32777777777778,1.7656746031746,NA,0,0.6255927585856059
355,"12/4/2017 17:10:56",9,1,22,1,4,5,5,4,3,3,5,5,4,4,3,3,4,3,3,5,4,4,3,4,5,3,3,4,3,4,3,4,5,4,2,4,3,3,4,5,5,4,4,4,4,5,3,5,4,4,4,3,3,5,4,4,3,3,5,4,5,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,3,1,2,1,2,2,1,1,3,1,2,1,3,1,3,1,1,1," ",1.2,1.75,1.75,1.75,1.5,3,2,2.5,2.25,2.5,2,2.6,2,3,1.6,1,1.5,1.66666666666667,1.6,1.25,2.33333333333333,1.25,1.25,2.12857142857143,1.49444444444444,1.81150793650794,NA,0,0.7018457848778431
358,"12/4/2017 17:11:36",3,1,20,1,4,4,3,4,3,3,4,3,3,4,4,2,4,2,2,4,4,4,5,4,4,3,2,1,3,2,3,4,2,3,2,4,5,3,4,3,5,4,5,2,4,4,3,4,4,3,3,2,3,4,4,3,5,2,4,4,5,1,1,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,1,2,3,4,1,1,1,1,2,"SelbsteinschÃ¤tzung der eigenen Person<br>Reaktionsgeschwindigkeit",1.6,3,2,3.25,2,3,2.75,1.25,1.75,2.75,3.25,3.8,2,4,1.8,1,1.25,1.33333333333333,2.2,1.25,1.66666666666667,1.25,1.25,2.6,1.44444444444444,2.02222222222222,NA,0,0.6513715875716154
359,"12/4/2017 17:11:46",5,1,23,1,4,5,5,5,4,5,5,5,5,5,4,4,4,4,5,4,4,4,3,3,5,4,5,5,5,5,4,4,5,5,4,5,4,5,5,5,5,3,4,5,4,4,5,5,5,5,5,5,4,3,4,5,3,5,5,4,5,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1,2,1,3,1,1,1,2,3,2,2,1,1,1,1,3,2,4,1,1,1,"ich weiÃŸ es nicht",1,1,2.5,1.25,1.5,1.75,1,2.5,2,1.25,1.5,1,2,1.33333333333333,1.4,1,1.5,1.66666666666667,1,1.75,3.33333333333333,1.25,1.25,1.54166666666667,1.57222222222222,1.55694444444444,NA,0,0.6501428447810055
360,"12/4/2017 17:11:58",8,1,20,1,4,5,5,4,3,4,5,5,4,4,4,3,3,3,4,4,5,5,4,4,4,3,3,2,3,4,4,4,5,5,4,5,5,5,4,4,5,4,4,3,4,5,4,5,5,5,5,4,4,4,4,5,3,4,4,5,5,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,3,1,1,2,1,1,1,2,1,1,1,1,1,"wie realistisch man sich selber einschÃ¤tzt",1,1,2,2,1.75,2.5,1.75,2.25,1.5,2,2.5,2,1.5,2.33333333333333,1.4,1,1.75,1,1.2,1.25,1.33333333333333,1.25,1,1.86309523809524,1.24259259259259,1.55284391534392,NA,0,0.7134885999183663
364,"12/4/2017 17:40:48",6,1,23,1,4,5,5,5,3,3,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,4,3,2,4,4,3,5,4,4,4,4,4,5,2,5,4,4,4,3,4,4,5,3,4,4,4,3,4,4,4,3,3,5,4,5,2,1,1,1,1,1,1,3,1,1,2,3,3,2,2,1,1,2,1,2,1,1,1,3,2,2,2,3,2,2,2,5,2,3,2,2,1,"Das Ziel der Studie kÃ¶nnte sein, dass man zuerst WÃ¶rter liest, die man auf den unangenehmen Bildern wiedererkennt und deswegen als schlechter empfindet. Wie vertikal, unterlegen,...",1.2,1.75,2,2,2,3,1.5,2.25,2,2.25,2,1.8,2.5,2.33333333333333,1.8,1.4,1.5,2,1.6,2.25,2.66666666666667,1.5,2.25,2.04166666666667,1.88518518518519,1.96342592592593,NA,0,0.7396512221090146
365,"12/4/2017 17:41:42",5,1,19,1,4,3,5,5,4,4,5,5,4,5,4,4,4,3,5,3,5,4,4,5,5,5,5,3,4,4,4,4,5,5,3,2,4,5,5,5,3,4,3,4,4,5,5,3,5,5,3,5,4,4,4,5,4,3,5,4,3,1,1,1,1,1,1,1,2,1,1,2,1,1,1,3,3,1,1,3,3,1,2,1,1,2,1,1,1,1,1,1,3,1,5,1,1,1,"Zusammenhang zwischen sozialer/emotionaler StabilitÃ¤t und verbalen/visuellen Assoziationen untersuchen.",3.2,1,2.25,1.75,1.5,2,1.25,2.25,2,1.75,1.75,1,1.25,2.66666666666667,2.4,1,1.25,1,1,1,3,1.5,1.5,1.8297619047619,1.51666666666667,1.67321428571429,NA,0,0.7385200911766011
372,"12/4/2017 17:59:35",3,2,22,1,5,5,4,5,5,5,5,4,4,3,3,2,5,4,4,4,4,4,5,4,4,5,3,5,4,4,3,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,5,4,4,5,5,5,4,5,2,1,1,1,1,1,2,2,1,1,2,3,2,1,2,1,2,4,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,1,1,"wertvolle lebenszeit von studenten vergeuden",1.4,1.75,1.75,1.75,2,2,1.25,1,1.5,1,2.25,2,1.75,1.33333333333333,1.2,1.4,1,2.33333333333333,1,1.5,2.66666666666667,1.25,1.5,1.62380952380952,1.53888888888889,1.58134920634921,NA,0,0.6806542400335109
374,"12/4/2017 18:11:19",8,2,43,1,4,4,3,4,3,5,4,3,2,3,4,2,5,2,4,5,4,5,4,4,4,4,3,3,4,4,4,4,4,3,2,3,4,4,5,3,5,4,4,5,4,5,4,4,4,4,4,3,4,4,4,4,4,4,5,5,4,1,2,1,1,1,1,1,1,1,2,1,3,2,2,2,1,1,3,2,2,1,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,"Es ging darum, etwas Ã¼ber SelbsteinschÃ¤tzung und Konsistenz herauszufinden.",2,2.5,1.75,3.5,2,2.25,1.75,2,1.25,1.5,2.75,2.4,2,2.33333333333333,1.4,1.2,1,2.33333333333333,1.2,1.5,2,1.75,1,2.14166666666667,1.48703703703704,1.81435185185185,NA,0,0.7528802084142101
376,"12/4/2017 18:12:04",5,2,36,1,3,5,5,5,3,3,5,5,4,4,4,4,4,3,4,4,4,4,3,2,4,4,2,3,2,3,2,5,3,5,1,3,2,2,4,4,1,4,4,2,2,5,3,2,4,5,2,4,2,4,5,5,2,2,5,2,2,1,2,1,1,1,1,3,1,1,1,1,2,1,3,1,1,1,2,4,4,3,1,1,3,1,1,3,1,1,1,1,1,1,4,2,1,5,"Umgang mit Stresssituationen.",3.4,1,2,2,1.25,3.75,2.25,3,3,2.75,2,2.8,3,4.33333333333333,1.6,1,1.25,1.33333333333333,1.8,2.5,3.33333333333333,2.25,1,2.60952380952381,1.78518518518519,2.1973544973545,NA,0,0.7517835886251628
383,"12/6/2017 14:44:15",5,1,23,1,3,4,4,4,3,4,4,3,3,5,5,5,4,4,4,4,5,4,4,4,4,4,5,5,3,5,3,3,4,4,4,4,4,4,5,4,5,4,4,4,5,4,4,4,4,5,5,4,2,5,3,5,3,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,4,3,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,2,5,"Die GefÃ¼hle in Bezug auf meine aktuelle Situation einzuschÃ¤tzen.",1.6,1.75,1.5,2.25,2.5,3.25,1.5,2.5,1.75,1.5,1.25,1.8,1.5,1.66666666666667,1.6,1.2,1,1.66666666666667,2,1.25,2.33333333333333,1.25,1,1.87976190476191,1.47777777777778,1.67876984126984,NA,0,0.7506935597695665
393,"12/6/2017 15:37:50",7,2,20,1,3,5,3,5,3,5,4,5,4,3,4,1,5,4,3,4,4,5,4,4,5,4,5,5,4,3,4,5,5,4,3,4,5,5,3,5,1,4,3,5,4,4,5,2,5,4,5,5,3,4,4,5,2,5,5,5,2,1,2,2,1,1,1,2,3,2,2,1,3,1,2,4,1,1,2,2,1,2,3,3,1,3,1,1,1,2,3,1,3,1,3,1,1,3,"Ob unangenehme Bilder durch das Zeigen von schÃ¶nen Bildern ""Ã¼berspielt"" werden kÃ¶nnen",3.2,1.5,2,2,1.5,2.5,1.5,3,1,1.75,2.75,1.4,1.75,1.66666666666667,2.2,1.2,1.75,2,1.8,1.25,2.33333333333333,2.5,1.75,1.96547619047619,1.86481481481481,1.9151455026455,NA,0,0.8119902131312728
395,"12/6/2017 15:39:18",8,1,21,1,3,5,5,5,4,4,4,4,5,5,5,3,4,3,3,4,5,4,2,5,5,3,4,5,4,5,2,3,4,3,5,5,4,4,3,5,5,4,2,4,4,5,4,5,5,3,5,4,4,5,4,5,5,5,5,4,5,1,1,1,1,1,1,1,2,2,1,2,3,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,1,2,1,3,1,1,1,1,1,"Ich glaube, das Ziel der Studie war, herauszufinden, wie ich mich selbst sehe und wie ich auf bestimmte Inhalte reagiere.",1,2.25,1.5,1.5,2,2.5,1.25,3,2,2.25,1.5,2.2,1.25,1.33333333333333,1.8,1,1,1.66666666666667,1.4,1,1.66666666666667,1,1.5,1.82380952380952,1.33703703703704,1.58042328042328,NA,0,0.9210134840368182
398,"12/6/2017 16:13:22",5,1,23,1,4,5,3,5,4,4,4,4,4,5,4,4,5,4,2,5,5,3,4,4,4,3,3,3,2,5,4,4,4,2,3,4,4,3,5,4,5,3,4,5,4,4,2,5,4,3,4,3,3,4,5,4,5,5,5,4,5,2,3,2,1,2,1,2,3,2,3,1,3,3,5,2,1,1,2,2,4,2,2,2,2,3,2,2,4,1,3,1,4,1,4,1,1,1,"Erfassung des Zusammenhangs zwischen selbst wahrgenommenen PersÃ¶nlichkeitsmerkmalen und der emotionalen Reaktion auf unangenehme Bilder/WÃ¶rter",1.2,2.75,2,2.25,1.75,2.75,1.5,1.75,2,2,2,3.2,1.75,1.66666666666667,2.2,1.6,2,2,1.8,2.25,3.66666666666667,3,1.75,2.04047619047619,2.25185185185185,2.14616402116402,NA,0,0.9200903781272444
402,"12/6/2017 17:06:42",3,1,22,1,4,5,5,5,3,3,4,5,5,4,4,3,4,5,5,5,4,4,4,4,4,4,3,3,3,4,3,4,4,5,3,4,4,4,4,4,5,4,4,3,3,3,4,5,4,5,4,3,4,5,4,5,4,5,4,4,5,2,2,2,1,1,1,1,3,1,2,2,3,2,1,2,3,1,4,2,2,2,1,1,1,1,1,1,2,2,3,3,1,2,2,1,1,1,"Zu erforschen, wie Menschen sich selbst einschÃ¤tzen wenn man ihnen Fragen Ã¼ber sich selber stellt und dann Ã¤hnliche Fragen wieder anders fragt. Also sozusagen erst Frage wie ""hast du das GefÃ¼hlt, dass du geschÃ¤tzt wirst?"" und spater ""hast du das GefÃ¼hlt, dass du zu wenig geschÃ¤tzt wirst?""",1.2,1,1.5,1.25,2,2.75,1.75,2,2,2.25,2.75,2.2,2.25,2.33333333333333,1.6,1.4,1.25,3,1.6,1.25,2.33333333333333,1.75,2,1.9452380952381,1.79814814814815,1.87169312169312,NA,0,0.8279451224901969
408,"12/7/2017 8:45:19",6,2,19,1,3,3,4,5,4,5,5,5,3,5,5,4,5,3,5,5,5,4,4,5,5,5,5,3,3,5,4,5,5,4,5,3,5,4,5,4,1,5,3,5,5,5,5,2,5,5,4,4,4,5,5,5,3,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,"Einfluss von verschiedenen kontrÃ¤ren optischen Reizen auf verschiedene PersÃ¶nlichkeiten unter berÃ¼cksichtigung deren jeweiliger Lebenssituation.",4,1.25,1,2.5,1,2.25,1.5,2.75,1.5,1.25,1.75,1.2,1,1,1.2,1,1,1.33333333333333,1,1,1,1,1,1.71071428571429,1.05925925925926,1.38498677248677,NA,0,0.8650720995613257
409,"12/7/2017 8:45:26",5,2,24,1,3,4,3,5,4,1,4,2,3,1,2,1,3,2,1,4,4,3,4,4,4,4,2,5,3,1,3,4,1,1,4,4,3,4,5,5,5,3,4,5,5,3,2,5,5,5,5,1,4,3,4,4,3,2,5,4,5,2,1,1,4,1,2,1,3,2,1,2,1,2,5,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,"Testen wie lange ich die letzten Bilder anschaue",1.4,3,3,2.75,2,2.5,2.25,2.5,2.75,2.25,3.5,4.6,1.5,2.33333333333333,1.4,1.4,1,1,2,1.5,1,2,1.75,2.5952380952381,1.45,2.02261904761905,NA,0,0.8641124623790859
413,"12/7/2017 8:46:53",5,1,20,1,3,5,5,4,2,2,4,3,4,4,3,1,3,2,2,3,3,4,4,4,5,3,3,5,3,4,3,4,3,2,2,4,4,4,4,4,5,3,4,3,3,2,2,5,3,3,4,3,2,4,5,4,3,3,4,4,5,1,1,2,1,2,1,1,2,1,2,2,2,2,1,3,1,1,3,1,2,2,1,1,2,2,2,1,2,2,1,1,2,1,3,1,1,1,"Die verschiedenen Emotionen und GefÃ¼hle im Bezug auf unterschiedliche Bilder und auch wie sich Studenten selber einschÃ¤tzen und wahrnehmen.",1.2,3,2.75,2.25,1.5,3.5,2,2.5,2.25,2.75,3,3.4,2.75,3.33333333333333,1.2,1.2,1.75,1.66666666666667,1.2,1.5,2.33333333333333,1.75,2,2.58452380952381,1.62222222222222,2.10337301587302,NA,0,0.8631569746482122
415,"12/7/2017 8:47:17",7,2,21,1,4,4,5,4,3,4,5,4,5,4,3,3,4,5,3,3,3,3,4,4,5,4,3,2,3,4,3,4,4,5,4,3,4,4,3,5,1,4,4,4,4,3,3,1,3,5,4,4,3,4,4,5,4,5,4,4,1,1,4,3,1,1,1,1,2,2,1,2,3,1,2,1,5,1,1,2,4,3,3,1,1,2,3,1,1,2,1,1,4,1,4,1,1,1,"Herauszufinden, wie lange man es in Hinblick auf Emotionen aushÃ¤lt, solche Bilder wie die im letzten Teil anzusehen und inwiefern dies mit PersÃ¶nlichkeitsmerkmalen zusammenhÃ¤ngt.",4,1.25,2.5,1,1.5,3,2,2,2.25,2.25,3,2.6,2.5,1.66666666666667,3.2,1,1.75,1,1,1,3.66666666666667,2.5,2.25,2.25119047619048,1.92962962962963,2.09041005291005,NA,0,0.9457475046588886
416,"12/7/2017 8:47:33",5,1,18,1,4,5,5,4,2,3,4,3,4,4,4,2,4,4,3,4,5,4,4,4,4,3,4,5,4,4,3,4,3,3,3,2,4,4,4,4,1,4,4,4,4,4,3,4,4,4,4,3,3,4,4,3,4,3,4,4,3,1,1,1,1,1,1,1,3,1,1,3,2,1,1,1,1,1,3,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,"Emotionen zu testen",3,2.75,2,1.75,2,3,2,2,2,2.5,2.25,2.8,1.75,2.66666666666667,1,1,1,2,1,1.25,1.66666666666667,1,2.25,2.31904761904762,1.35185185185185,1.83544973544974,NA,0,0.9448703997071466
417,"12/7/2017 9:17:38",6,1,21,1,4,4,4,5,3,3,4,5,4,4,4,3,4,3,3,5,5,4,4,5,5,4,5,5,3,5,3,4,3,3,5,3,5,4,5,4,1,4,4,5,5,4,4,2,5,4,3,4,4,5,5,3,3,4,4,5,2,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,4,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,3,1,2,1,1,1,"PrÃ¼fen der SelbsteinschÃ¤tzung und emotionale Reaktion auf negativ konditionierte Bilder",3.6,2.25,1.5,2.25,1.5,2.75,1.5,2.25,1.5,2.25,2,2.2,1,1.33333333333333,2.2,1,1.25,1,1.2,1,2,1,1,1.99166666666667,1.29444444444444,1.64305555555556,NA,0,0.9938351790135832
419,"12/7/2017 9:17:53",7,1,23,1,5,5,5,4,4,5,5,5,5,5,5,3,4,4,4,5,4,5,5,4,5,4,3,4,3,3,2,4,4,5,2,5,5,5,5,5,5,5,5,3,3,4,3,5,3,5,5,4,4,5,5,5,4,3,5,5,5,1,2,1,2,1,1,1,3,1,2,2,3,2,1,1,1,1,2,5,3,3,2,3,3,1,2,2,3,2,2,2,2,2,3,1,1,1," ",1,1,1,1.25,1.25,2.75,1.75,1.25,1.25,1.25,2,2.4,2.5,3.33333333333333,2.2,1.2,1,2,2.2,2,3,1.75,2.25,1.71309523809524,1.95555555555556,1.8343253968254,NA,0,1.101865305997144
421,"12/7/2017 9:32:57",6,2,23,3,1,3,3,5,4,4,4,5,1,1,1,5,4,2,3,2,5,5,1,5,5,4,4,5,5,5,3,5,4,5,3,1,4,4,4,2,1,1,1,4,4,4,4,1,3,5,4,1,4,2,5,5,1,4,4,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,4,1,1,3,3,1,1,4,3,1,1,1,1,1,2,1,1,1,"Der Zusammenhang von Paarbeziehungen und SelbstwertgefÃ¼hl.",4.6,1,4.5,4,1.25,2,1.5,5,1.75,2,2.25,2.8,1.75,2.33333333333333,1,1,1,1,1.8,2.25,2.33333333333333,1.25,1.25,2.62380952380952,1.43148148148148,2.0276455026455,NA,0,1.1665705620095608
422,"12/7/2017 9:33:42",2,1,20,1,4,5,5,4,3,5,5,5,5,5,5,4,4,3,5,5,4,5,4,4,4,3,4,5,4,3,3,4,5,5,3,5,3,5,5,5,1,5,5,3,4,5,5,5,4,5,5,5,4,5,5,5,4,4,5,5,2,1,1,3,1,3,1,1,3,3,2,3,2,3,1,3,1,1,2,2,5,1,1,2,1,3,4,2,1,4,4,1,5,1,5,1,1,2,"Die GefÃ¼hle zu verschiedenen Situationen zu beobachten. Wie reagiert man, wenn es schÃ¶ne Dinge sind? Wie reagiert man bei schlimmen oder ekligen Dingen? Und was hat man zur Zeit generell fÃ¼r GefÃ¼hle in sich?",2.4,1,1,1.5,1.5,2.5,1.75,1.75,1.75,1.5,1.25,1.2,2,2.66666666666667,2.4,1.2,2.5,2.33333333333333,1.4,1.75,4,1.5,3.5,1.69761904761905,2.28703703703704,1.99232804232804,NA,0,0.9601280524088329
427,"12/7/2017 10:20:52",5,1,21,1,3,5,5,5,4,3,4,3,4,5,3,4,4,2,2,4,4,4,3,5,5,4,3,3,4,5,4,5,4,5,2,2,3,5,4,4,2,4,4,3,4,5,4,1,4,5,5,3,4,4,5,4,4,2,5,4,1,1,2,1,1,1,1,2,2,1,2,3,1,1,1,3,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,3,1,2,1,1,1,"Zu sehen, wie man auf die abschreckenden Bilder reagiert nachdem man vorher abstoÃŸende Begriffe gelesen hat",3.8,1.75,2.25,2.25,1.25,2,1,2.5,2.25,2,1.75,2.8,1.75,3.66666666666667,1.6,1.2,1,1,1,1.5,1.33333333333333,2,2,2.21547619047619,1.4037037037037,1.80958994708995,NA,0,0.9592798189015104
428,"12/7/2017 10:20:58",5,2,19,1,3,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4,5,3,4,5,4,4,3,4,4,4,5,4,4,3,4,5,3,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,3,5,3,4,3,1,1,2,3,2,2,2,2,2,2,2,2,3,1,2,2,1,3,2,3,2,1,2,3,2,3,3,4,1,4,2,1,1,1,3,1,2," ",2.6,2,2,1.75,1.75,2.25,2.5,2.5,2.25,2,1.5,2,1.75,1,1.6,1.4,2.25,2.66666666666667,2.6,2.75,2,1.5,2,1.98928571428571,2.08518518518519,2.03723544973545,NA,0,0.9584340155838152
430,"12/7/2017 10:53:26",5,1,20,1,5,5,4,4,3,5,5,5,5,4,4,5,5,4,4,4,5,4,3,4,5,4,4,5,4,4,3,5,4,5,3,2,4,4,5,4,1,4,4,3,4,3,4,2,4,5,5,4,4,4,5,5,4,4,4,4,1,1,2,2,2,1,1,1,2,2,1,1,2,1,3,2,1,1,2,4,3,2,3,1,1,1,1,3,2,2,1,2,5,1,2,1,1,2," ",3.8,1,2,1.75,1,2.5,2,2,1.75,1.25,1.75,2,1.75,2.66666666666667,3,1,1.25,1.33333333333333,1.8,1.5,2.33333333333333,2.25,1.5,1.94404761904762,1.77407407407407,1.85906084656085,NA,0,0.9575906340206285
431,"12/7/2017 10:53:39",5,1,19,4,4,3,4,4,4,4,4,5,4,2,3,2,3,2,2,3,2,5,4,3,4,4,2,4,4,3,3,4,3,3,3,5,4,4,4,4,5,4,5,4,2,2,3,2,1,4,4,3,3,4,4,4,5,2,3,5,5,1,2,1,1,1,2,1,3,1,1,2,2,1,1,3,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,"StÃ¤rke von Unannehmlichleiten nach bestimmten Reizen (beruhigend, romantisierend, Selbstbewusstsein senkend / stÃ¤rkend)",2,2,2.5,2.5,2,2.5,2.5,1.5,1.75,2,3.5,3.4,4,3,1.4,1.4,1,1.33333333333333,1.2,1,1.66666666666667,1.75,2,2.51071428571429,1.41666666666667,1.96369047619048,NA,0,0.956749665690171
437,"12/7/2017 14:57:12",6,1,19,1,4,5,5,5,4,5,4,5,5,4,5,4,5,3,4,4,5,3,4,5,4,4,3,4,3,4,3,3,4,5,4,5,3,5,4,5,5,5,5,5,4,4,4,5,4,5,5,4,4,4,4,4,4,5,5,3,5,1,1,2,1,1,1,3,2,2,1,1,3,2,1,1,5,1,4,1,5,1,2,1,2,2,2,3,1,1,2,1,5,2,4,1,1,1,"Das durch unterschiedliche Lebenssituationen beeinflusste differente Empfinden von gleichen UmwelteindrÃ¼cken.",1,1.25,1.5,1.5,2.25,2.5,1.25,1.75,2.5,1.5,2,2.2,1.5,1.33333333333333,3,1,1.5,2.66666666666667,1,2.5,4,1,1.5,1.71666666666667,2.01851851851852,1.86759259259259,NA,0,1.0067333331524813
441,"12/7/2017 14:57:13",4,1,20,1,4,5,5,4,3,5,5,4,5,4,2,3,5,3,4,3,3,3,4,5,5,4,4,5,3,5,1,3,5,3,4,1,4,2,4,5,1,2,5,5,4,3,5,1,3,4,5,3,3,4,4,3,4,5,4,5,1,1,1,2,1,1,1,3,3,1,1,3,1,2,1,2,1,1,4,1,2,1,2,1,3,3,3,3,3,3,4,1,1,3,5,1,1,1,"Herauszufinden was die Menschen in ihrem Alltag bewegt, belastet und wovon sie berÃ¼hrt werden, bzw. was sie kalt lÃ¤sst",4.2,2.5,3.25,1.5,1.75,3.5,2.25,1.75,1.75,1.5,2.25,1.8,2.25,1.33333333333333,1.2,1,1.75,3.66666666666667,1.4,2.75,2.66666666666667,1.25,3,2.25595238095238,2.07592592592593,2.16593915343915,NA,0,0.9509009331869336
445,"12/7/2017 15:17:42",5,1,34,1,5,5,5,5,3,3,4,3,5,5,5,3,4,4,3,5,5,5,5,5,4,4,3,3,3,3,3,3,3,4,3,4,4,4,4,4,5,4,4,3,3,5,4,5,4,5,4,3,3,5,5,5,4,3,4,5,5,1,2,1,1,1,1,1,1,1,1,2,3,1,1,1,3,1,1,1,3,2,1,3,2,1,1,1,2,1,2,1,2,1,1,1,2,1,"erster Teil: inhaltlich gleiche Fragen gleich beantwortet?<br>zweiter Teil (Bilder und WÃ¶rter): keine Ahnung",1.2,1.75,1.25,1.5,2,3,2,1.5,1.5,2.25,2,2.8,1.75,3,1.6,1.2,1,1.33333333333333,1.6,1.25,2.33333333333333,1.5,1.25,1.96428571428571,1.45185185185185,1.70806878306878,NA,0,0.9500640939077766
447,"12/7/2017 15:17:57",5,1,18,1,4,5,5,5,3,4,4,5,5,3,5,3,4,4,4,4,4,4,4,4,4,3,3,2,4,4,4,3,5,5,4,4,4,4,4,5,5,4,4,5,5,5,4,5,4,4,4,4,4,5,5,5,4,4,5,5,5,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,1,2,1,1,3,2,1,2,1,1,1,2,1,2,2,1,1,"ZusammenhÃ¤nge zwischen der eigenen PersÃ¶nlichkeit und Ã„ngste festzustellen",1.2,1.25,1.5,1.25,2,2.25,1.5,2,1.75,2.25,2.75,2,1.75,1.66666666666667,1.6,1,2,1.33333333333333,1.2,1.25,2,1.5,1.25,1.79404761904762,1.45925925925926,1.62665343915344,NA,0,0.9492296862147788
