"file","language","subject","vl","time","condition","BLLS_1","BLLS_2","BLLS_3","BLLS_4","BLLS_5","BLLS_6","BLLS_7","BLLS_8","BLLS_9","BLLS_10","BLLS_11","BLLS_12","BLLS_13","BLLS_14","BLLS_15","BLLS_16","GWAL_1","GWAL_2","GWAL_3","GWAL_4","GWAL_5","GWAL_6","Gewinnen","Naturgesetze","Realitaet","age","gender","bildung","taetigkeit","hits","GeneralLuck","PersonalLuckiness","GWAL","handaufsherz","ungewoehnlich","timeChoice","timeBLLS","correct_1","correct_2","correct_3","correct_4","correct_5","correct_6","correct_7","correct_8","correct_9","correct_10","correct_11","correct_12","correct_13","correct_14","correct_15","correct_16","correct_17","correct_18","correct_19","correct_20","qbit_1","qbit_2","qbit_3","qbit_4","qbit_5","qbit_6","qbit_7","qbit_8","qbit_9","qbit_10","qbit_11","qbit_12","qbit_13","qbit_14","qbit_15","qbit_16","qbit_17","qbit_18","qbit_19","qbit_20","hits5","hits10","hits15","hits20"
656,0,"kr0y7uo49481cmp4",1,"2024-04-17T11:09:13Z","unlucky",3,4,2,2,1,3,3,3,4,3,3,3,4,3,2,3,0,1,0,3,1,1,2,4,5,69,"female","Fach- oder Hochschulreife (Abitur)","Rentner/in",8,2.666666666666667,2.833333333333333,1,"Ja","Eher nicht ",4393.05,175306,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4,93,78,23,73,68,0,6,67,8,94,5,1,78,75,19,81,67,68,55,2,3,2,1
474,1,"7162",NA,"2024-04-17T12:35:38Z","unlucky",4,4,0,3,3,1,3,1,3,3,1,1,3,1,4,1,3,4,0,2,1,1,1,5,4,20,"female","General qualification for university entrance","Student",13,3,0.833333333333333,1.833333333333333,"Yes",NA,1405.5,32529,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,11,22,29,15,28,36,51,17,17,90,45,12,40,91,20,9,73,16,88,27,5,3,2,3
657,0,"g5zxz5vtvw4pk5pj",1,"2024-04-17T12:50:42Z","lucky",2,4,2,1,1,2,1,2,4,2,2,1,4,3,3,2,1,1,2,1,1,2,2,5,5,24,"female","Fach- oder Hochschulreife (Abitur)","Student/in",11,1.666666666666667,2.166666666666667,1.333333333333333,"Ja",NA,1743.55,87346,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,67,42,62,58,14,39,84,78,93,65,79,41,98,7,38,87,29,2,7,53,3,1,3,4
475,0,"bjos52grql42dbp8",NA,"2024-04-17T12:51:39Z","unlucky",3,4,2,3,0,2,2,3,3,3,4,2,3,2,3,3,1,1,1,1,3,2,1,4,3,27,"female","Fach- oder Hochschulreife (Abitur)","Berufstätig",5,2.666666666666667,2.666666666666667,1.5,"Ja",NA,916.4,54349,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,75,43,59,65,29,84,99,47,61,78,9,14,40,14,48,65,88,69,55,36,1,0,3,1
476,0,"4504",NA,"2024-04-17T13:03:41Z","lucky",2,4,3,1,0,3,1,2,4,3,2,1,4,3,2,2,1,1,2,1,1,1,2,5,5,24,"female","Fach- oder Hochschulreife (Abitur)","Student/in",16,1.666666666666667,2.5,1.166666666666667,"Ja",NA,905.5,53040,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,83,49,33,56,48,50,59,43,36,46,39,83,4,82,57,53,40,6,83,28,4,5,3,4
477,0,"6946",NA,"2024-04-17T13:05:38Z","lucky",3,4,4,3,1,3,3,4,3,3,4,3,4,3,3,4,1,4,4,2,3,4,5,1,4,19,"female","Fach- oder Hochschulreife (Abitur)","Student/in",12,3,3.666666666666667,3,"Ja",NA,2830.95,183496,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,48,93,20,98,40,40,28,83,2,3,34,32,36,94,97,70,73,0,21,93,3,4,3,2
478,0,"7153",NA,"2024-04-17T13:33:40Z","lucky",2,4,3,2,1,3,2,3,3,2,4,3,3,3,2,4,1,1,1,2,2,2,4,5,4,20,"male","Fach- oder Hochschulreife (Abitur)","Student/in",11,2.166666666666667,3.333333333333333,1.5,"Ja",NA,1371.05,72049,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,94,59,87,31,9,49,66,58,76,12,26,9,40,88,92,0,77,86,91,53,3,3,3,2
479,0,"7345",NA,"2024-04-17T13:38:15Z","unlucky",4,3,3,4,1,2,4,2,4,3,3,3,4,3,4,2,1,2,2,3,3,3,2,5,4,20,"female","Fach- oder Hochschulreife (Abitur)","Student/in",7,3.666666666666667,2.5,2.333333333333333,"Ja",NA,1433.35,63010,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,62,91,9,33,96,73,67,73,84,5,87,52,40,93,73,39,12,1,34,50,2,1,0,4
480,0,"6382",NA,"2024-04-17T14:24:04Z","unlucky",4,4,2,4,1,2,4,2,4,4,3,4,4,2,4,2,0,0,0,0,1,1,1,4,2,21,"female","Fach- oder Hochschulreife (Abitur)","Student/in",8,4,2.166666666666667,0.333333333333333,"Ja","nein",1116.5,46553,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3,46,45,47,18,34,39,71,49,88,14,13,88,78,28,41,96,75,70,17,2,2,3,1
481,0,"j83d5mgok218huhh",NA,"2024-04-17T14:30:08Z","lucky",1,4,4,2,1,4,2,3,2,3,3,2,3,3,3,2,2,3,2,3,1,4,2,4,2,29,"female","Fach- oder Hochschulabschluss","Student/in",10,2.166666666666667,3.166666666666667,2.5,"Ja","der Farbtest am Ende hat mich überrascht",1847.05,42929,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,65,36,28,7,28,44,84,38,42,91,43,86,76,79,66,79,37,94,51,87,4,3,1,2
658,0,"lgoqp6qhjw4f4qcu",1,"2024-04-17T14:43:25Z","lucky",3,4,4,4,0,4,3,3,4,4,3,3,3,3,4,2,1,1,1,1,1,2,1,5,5,25,"female","Fach- oder Hochschulabschluss","Student/in",14,3.5,3.166666666666667,1.166666666666667,"Ja","Es wurden keine Farben gezeigt, sondern nur Schwarz",1805.05,74043,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,33,27,95,53,38,69,93,45,19,52,56,26,11,45,1,35,73,61,83,54,4,3,5,2
1618,0,"qewj8db53xvrh5us",6,"2024-04-17T15:02:20Z","unlucky",2,4,2,2,1,1,2,1,1,4,1,2,2,1,2,2,0,1,1,1,2,3,4,5,2,27,"male","Fach- oder Hochschulabschluss","Student/in",7,2.333333333333333,1.333333333333333,1.333333333333333,"Ja"," Mir ist bei Reflexion der Fragen aufgefallen, dass mein eigenes sowie mein Weltbild eher pessimistisch ist.",855.1,55111,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,15,79,93,32,39,85,57,2,17,44,41,45,23,81,44,83,47,21,40,81,3,2,1,1
659,0,"lp6n9xgf91opb60u",1,"2024-04-17T15:37:13Z","lucky",1,4,3,1,2,4,1,3,3,1,3,2,3,3,2,3,0,0,0,4,1,1,1,5,4,51,"female","Fach- oder Hochschulabschluss","Berufstätig",14,1.333333333333333,3.166666666666667,1,"Ja",NA,1809.8,129188,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,15,19,51,99,73,46,46,27,44,32,52,99,30,98,81,27,7,35,72,11,3,5,2,4
482,0,"dzs4yk6qp3k05qzt",NA,"2024-04-17T15:45:39Z","unlucky",0,3,4,0,3,4,0,0,3,0,1,0,3,4,0,0,0,0,0,0,2,0,1,5,3,21,"female","Fach- oder Hochschulreife (Abitur)","Student/in",8,0,2.166666666666667,0.333333333333333,"Ja",NA,1378.95,28185,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,90,53,27,78,1,61,64,33,39,82,18,83,63,65,21,22,8,94,40,60,2,2,2,2
660,0,"m00zdan70xa56ejj",1,"2024-04-17T17:46:30Z","unlucky",2,3,3,3,2,4,2,3,3,2,3,2,3,3,1,3,1,2,2,1,2,3,3,5,4,27,"male","Fach- oder Hochschulabschluss","Berufstätig",7,2,3.166666666666667,1.833333333333333,"Ja","-",4950.6,146163,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,42,79,47,28,53,64,28,11,39,7,51,61,87,72,41,76,56,64,9,24,1,4,0,2
1143,0,"5t9j1amqpn5cbk66",4,"2024-04-17T18:51:22Z","unlucky",2,4,4,1,2,4,3,3,0,2,4,4,2,4,2,3,0,2,2,3,3,2,5,5,4,22,"female","Fach- oder Hochschulabschluss","Berufstätig",9,2.333333333333333,3.666666666666667,2,"Ja",NA,2417.35,181840,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,60,35,57,98,14,75,92,62,60,32,78,9,16,5,24,7,8,78,50,42,2,1,4,2
661,0,"do3xtlyzuhbjjpky",1,"2024-04-17T20:12:21Z","lucky",1,4,4,3,0,4,4,4,0,3,3,4,3,4,3,3,2,3,4,1,1,1,2,4,2,59,"female","Abgeschlossene Berufsausbildung","Berufstätig",11,3,3.666666666666667,2,"Ja","Glück erlebe ich ohne aktiv zu werden und Mühe ist mit Anstrengung verbunden, das hat mich bei der Beantwortung der Fragen etwas aus dem Rhythmus gebracht. ",2089.75,690118,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,99,46,61,15,39,69,23,5,16,30,67,7,3,54,83,92,34,92,99,99,3,4,3,1
938,0,"wpal9muve9691vcv",2,"2024-04-18T06:34:36Z","lucky",3,4,3,4,1,3,3,3,4,1,4,3,4,3,2,2,3,4,2,3,4,4,4,5,5,27,"female","Fach- oder Hochschulabschluss","Student/in",14,2.666666666666667,3,3.333333333333333,"Ja",NA,2053.15,127632,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,10,50,2,20,9,78,37,90,45,90,11,57,30,50,60,64,58,2,51,69,5,2,4,3
662,0,"86j8b9q7cry4gaf8",1,"2024-04-18T08:39:33Z","unlucky",4,3,4,4,2,4,4,4,1,2,4,3,4,4,1,4,0,0,0,0,0,0,3,1,5,37,"male","Anderes","Berufstätig",10,3,4,0,"Ja","Die Farben haben beim ersten mal nicht geladen. Schaut euch mal den Code an beim refreshen. Nachdem aktualisieren wurde mir „Rot“ angezeigt vorher nur ein schwarzes Feld. ",1685.1,112374,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,28,13,24,60,25,17,75,32,24,90,72,92,80,57,14,81,67,48,28,0,4,3,1,2
484,0,"8002",NA,"2024-04-18T10:41:15Z","lucky",3,3,3,3,1,3,2,2,3,2,2,1,3,3,2,3,1,1,1,1,1,2,4,4,4,21,"female","Fach- oder Hochschulreife (Abitur)","Student/in",13,2.166666666666667,2.666666666666667,1.166666666666667,"Ja",NA,3972.6,54884,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,98,36,44,46,0,22,13,36,74,95,60,47,57,54,72,95,9,94,52,24,4,3,3,3
663,0,"hvd6w0eyyqwk8cwb",1,"2024-04-18T11:53:48Z","unlucky",4,2,3,4,2,3,3,2,2,3,3,2,3,2,3,3,3,4,2,4,3,3,3,3,3,66,"female","Mittlere Reife","Rentner/in",9,3.166666666666667,2.666666666666667,3.166666666666667,"Ja",NA,8389.25,196853,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,53,45,66,99,33,34,30,2,7,63,95,44,53,9,6,46,61,18,68,37,1,4,2,2
485,0,"5533",NA,"2024-04-18T12:48:34Z","lucky",3,4,3,3,1,3,3,2,4,2,3,2,4,3,1,2,0,1,1,1,1,2,2,4,4,20,"female","Fach- oder Hochschulreife (Abitur)","Student/in",9,2.333333333333333,2.666666666666667,1,"Ja",NA,1380.85,83564,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,36,23,77,71,88,87,86,55,0,39,59,79,55,93,50,91,68,82,16,75,2,3,3,1
1144,1,"q7xjcr6gy8ybgpf9",4,"2024-04-18T15:48:00Z","unlucky",1,0,4,1,0,3,3,3,2,2,2,1,3,4,3,2,1,3,0,1,1,0,4,4,3,22,"female","General qualification for university entrance","Student",10,1.833333333333333,3,1,"Yes","no",1545.5,110978,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,33,58,77,28,47,85,42,64,10,96,59,20,27,69,3,4,48,21,0,21,2,1,3,4
1145,0,"swynmlzef15n47s0",4,"2024-04-18T17:59:40Z","unlucky",0,0,4,1,0,4,0,3,0,1,3,3,3,4,4,3,5,5,5,4,5,5,2,5,5,44,"female","Abgeschlossene Berufsausbildung","Berufstätig",6,1.5,3.5,4.833333333333333,"Ja",NA,4032.75,95953,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,51,47,69,61,39,82,60,53,36,85,84,54,97,20,0,14,73,6,73,56,1,1,2,2
939,0,"ynavcklnm5213fzp",2,"2024-04-18T20:03:22Z","unlucky",4,3,3,2,0,1,3,3,3,3,3,3,3,4,3,3,2,4,2,4,4,4,4,2,4,43,"male","Abgeschlossene Berufsausbildung","Berufstätig",10,3,2.833333333333333,3.333333333333333,"Ja",NA,2023.3,134826,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,70,9,95,27,81,96,64,99,99,72,9,9,1,13,57,30,14,90,32,4,2,0,4,4
486,0,"t4y2z81v3y4dz3py",NA,"2024-04-18T21:20:21Z","lucky",3,3,0,4,1,0,2,0,2,1,1,2,3,1,2,1,0,2,2,1,2,0,2,4,3,22,"female","Fach- oder Hochschulreife (Abitur)","Berufstätig",8,2.333333333333333,0.5,1.166666666666667,"Ja","Wie immer habe ich Pech bei Kopf oder Zahl gehabt:)",1247,54558,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,44,1,69,35,80,97,47,64,25,3,96,88,59,98,75,95,71,10,83,82,3,3,1,1
487,0,"6844",NA,"2024-04-18T21:27:14Z","lucky",2,4,2,3,2,4,2,1,4,0,2,0,4,2,0,1,1,2,2,0,3,2,2,2,4,19,"female","Fach- oder Hochschulreife (Abitur)","Student/in",12,1.166666666666667,2,1.666666666666667,"Ja",NA,1280.65,117999,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,66,86,25,31,26,13,46,75,4,57,74,61,71,97,47,83,32,21,13,37,3,4,1,4
664,0,"5buz6z9azya8y5eb",1,"2024-04-19T08:46:00Z","lucky",1,4,3,1,1,3,1,2,3,2,2,2,3,3,2,2,1,3,1,2,5,2,3,2,5,38,"female","Fach- oder Hochschulabschluss","Berufstätig",9,1.5,2.5,2.333333333333333,"Ja",NA,2129.65,106187,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,36,87,72,28,54,36,31,34,92,67,86,77,60,2,62,10,64,88,25,68,3,3,1,2
488,1,"0azl6eurgxwpvyvb",NA,"2024-04-19T09:21:53Z","lucky",3,4,1,1,1,3,2,3,3,0,3,0,3,1,3,1,3,1,1,1,3,1,3,2,4,22,"female","University degree","Employed",12,1.5,2,1.666666666666667,"Yes",NA,2977.55,47900,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,68,32,5,59,36,75,29,69,23,47,80,73,37,59,61,31,65,76,4,12,4,3,2,3
1619,0,"pq8zafod1h4eb4zm",6,"2024-04-19T09:44:43Z","lucky",3,3,3,3,1,3,3,2,4,1,2,3,4,2,1,2,1,1,0,2,4,3,3,4,4,26,"female","Fach- oder Hochschulabschluss","Student/in",12,2.333333333333333,2.333333333333333,1.833333333333333,"Ja","Nein.",1875,100719,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,23,60,49,8,88,15,60,80,49,17,56,49,84,4,2,80,49,6,75,75,3,3,4,2
489,1,"b5y3ruzl14phtmdb",NA,"2024-04-19T09:51:26Z","unlucky",2,4,2,1,1,1,3,1,3,1,0,1,4,1,1,1,0,1,0,0,4,1,1,4,4,42,"female","University degree","Other",11,1.5,1,1,"Yes","no, I just played heads or tails and answered the questions",1506.8,65622,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,26,77,18,96,6,97,30,21,7,72,37,14,26,21,14,88,78,51,88,82,3,3,5,0
1620,0,"eyquozwwf8vs2u34",6,"2024-04-19T10:35:59Z","unlucky",1,4,3,1,1,3,2,1,4,1,2,2,4,3,1,2,1,1,2,1,2,1,2,5,4,27,"female","Fach- oder Hochschulabschluss","Arbeitssuchend",9,1.333333333333333,2.333333333333333,1.333333333333333,"Ja","Nö",5304.8,178261,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,35,15,91,17,77,77,94,50,52,85,56,25,1,1,30,88,13,36,70,98,3,0,4,2
1621,0,"gcb1f6lepn5crjxe",6,"2024-04-19T10:46:10Z","unlucky",3,3,2,1,3,2,1,1,3,2,0,0,4,2,2,2,2,3,3,1,0,2,3,4,5,27,"male","Fach- oder Hochschulreife (Abitur)","Berufstätig",7,1.5,1.5,1.833333333333333,"Ja","Ich hab mich beim letzten verklickt und man kann nicht zurück drücken, das war nicht grad hell, aber die slides sahen genau gleich aus und ich dachte das wlan im CH spinnt. Auch sind Naturgesetze veränderbar durch neue Fakten, aber nicht zB duech fest dran glauben. Wie nutzt ihr eigentlich die Randomisierung bei den Münzen, und auf welches Minidetail das ich übersehen hab wollte die Studie raus?",1976.5,92003,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,50,89,46,58,63,43,12,16,78,29,56,68,9,13,12,72,34,88,49,80,0,3,3,1
490,1,"f7kxuzk4xyrqzexn",NA,"2024-04-19T10:59:04Z","lucky",2,2,1,3,2,1,3,1,3,3,1,2,1,1,2,1,3,1,0,1,1,0,3,4,3,30,"female","General qualification for university entrance","Employed",14,2.5,1,1,"Yes","The coin flips are definitely not random.",1727.85,72655,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2,12,29,60,16,58,33,3,39,4,68,78,61,74,83,7,9,51,9,14,4,5,0,5
665,1,"ra7rjbs1fw7b6nmf",1,"2024-04-19T12:31:50Z","lucky",4,1,4,4,1,3,4,3,4,4,3,4,1,2,4,3,0,0,0,0,4,0,4,5,5,32,"female","General qualification for university entrance","Student",10,4,3,0.666666666666667,"Yes",NA,1350.9,102689,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,84,46,16,39,63,95,94,11,99,95,90,80,53,18,26,44,98,42,98,42,3,1,3,3
492,0,"7447",NA,"2024-04-19T13:16:48Z","lucky",1,4,2,1,0,3,1,3,3,1,4,1,4,4,3,2,2,1,3,5,3,1,1,2,4,21,"female","Fach- oder Hochschulreife (Abitur)","Student/in",14,1.333333333333333,3,2.5,"Ja","Die verschiedenen Teile und Kategorien der Fragen schienen so gut wie nichts miteinander zu tun zu haben. Ich bin mir immer noch nicht sicher, was wirklich getestet wurde.",1668.85,155517,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,66,24,3,37,86,51,39,38,6,53,87,40,77,71,45,94,1,0,19,14,3,5,2,4
666,0,"megg84rhb91ckb29",1,"2024-04-19T13:55:30Z","lucky",1,4,4,3,0,4,2,3,2,3,4,1,3,4,2,3,0,0,0,1,3,3,1,NA,4,53,"female","Volks- oder Hauptschulabschluss","Hausfrau/-mann",9,2,3.666666666666667,1.166666666666667,"Ja","Nein",5115.75,181380,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,1,35,49,66,93,80,94,95,73,18,74,76,0,89,43,28,90,72,50,42,3,1,2,3
493,1,"0gnjnemj1d82axfw",NA,"2024-04-19T14:43:59Z","lucky",2,4,3,2,0,3,2,3,2,3,2,1,2,3,1,2,1,1,2,1,2,2,4,4,4,23,"female","University degree","Employed",14,1.833333333333333,2.666666666666667,1.5,"Yes",NA,2428.9,115176,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,57,66,48,56,56,9,75,37,78,38,38,55,95,21,48,75,96,51,6,49,4,3,4,3
494,0,"7384",NA,"2024-04-19T15:29:28Z","lucky",2,4,3,3,1,3,3,2,4,2,4,2,4,3,1,2,2,1,3,1,2,2,4,3,4,20,"female","Fach- oder Hochschulreife (Abitur)","Student/in",11,2.166666666666667,2.833333333333333,1.833333333333333,"Ja",NA,1583.9,62402,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,95,25,94,67,93,67,22,6,58,87,97,88,87,24,54,39,17,31,25,41,1,3,2,5
1360,0,"xt9zcfe24bl21y1n",5,"2024-04-19T16:24:39Z","unlucky",4,4,3,4,1,3,4,1,4,3,3,4,4,3,0,1,1,1,2,0,2,3,4,5,5,24,"female","Fach- oder Hochschulreife (Abitur)","Student/in",8,3.166666666666667,2.333333333333333,1.5,"Ja","Nein ",990.55,117516,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,29,39,3,16,70,48,64,46,97,59,28,47,47,99,95,85,33,19,86,11,4,0,1,3
1361,0,"kjngol0889ycj440",5,"2024-04-19T16:25:29Z","lucky",2,3,4,4,2,4,1,2,3,3,3,1,4,4,4,2,0,0,0,3,2,3,2,5,4,23,"female","Fach- oder Hochschulreife (Abitur)","Student/in",12,2.5,3.166666666666667,1.333333333333333,"Ja",NA,2474,136250,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,79,71,42,62,57,62,96,17,24,18,7,50,69,86,30,69,12,38,40,21,2,3,3,4
495,1,"gnyclgddpr8ut7fg",NA,"2024-04-19T16:26:51Z","unlucky",1,4,2,1,2,2,1,1,4,2,2,1,2,3,2,2,0,0,1,0,2,0,1,5,5,36,"male","University degree","Employed",7,1.333333333333333,2,0.5,"Yes","Waiting for 20 slow animations was very boring and not a respectful use of time",960.85,78365,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,55,20,9,86,11,60,72,51,12,69,56,86,90,23,51,50,84,87,39,29,3,1,1,2
