"file","subject","vl","time","condition","age","gender","SVS1","SVS2","SVS3","autonomie1","autonomie2","autonomie3","LOT1","LOT2","LOT3","LOT4","LOT5","LOT6","LOT7","LOT8","LOT9","LOT10","SMS5_1","SMS5_2","SMS5_3","SMS5_4","SMS5_5","ITW_1","ITW_2","ITW_3","ITW_4","ITW_5","ITW_6","handaufsherz","SMS5_2r","SMS5_4r","ITW_3r","ITW_4r","ITW_6r","LOT3r","LOT7r","LOT9r","SMS5","SVS","ITW","LOT_Opt","LOT_Pess","hitsCon","hitsExp","BF.exp","BF.con"
188,"xo79hsdh2do5720d",2,"2024-01-12T11:44:20Z","C1",29,"weiblich",7,7,7,3,3,2,3,2,1,3,4,3,1,2,1,3,2,2,3,4,1,1,1,3,2,1,2,"Ja",4,2,2,3,3,3,3,3,2.4,7,1.833333333333333,3,3,3,5,0.1754291227155938,0.932072101757249
189,"q5xnxgnrnmrz8m0q",2,"2024-01-12T13:08:10Z","C2",28,"weiblich",2,2,2,4,4,1,3,3,1,3,4,2,1,3,0,4,1,4,3,4,1,2,3,2,1,3,2,"Ja",2,2,3,4,3,3,3,4,1.8,2,3,3.333333333333333,3.333333333333333,4,5,0.17511669693161294,0.8940526911368313
190,"h09uvy9y6kedntjt",2,"2024-01-12T13:24:35Z","C1",29,"weiblich",6,5,6,2,3,2,3,3,3,2,3,1,1,2,1,2,6,2,5,2,3,4,3,1,1,1,1,"Ja",4,4,4,4,4,1,3,3,4.4,5.666666666666667,3.333333333333333,2.333333333333333,2.333333333333333,3,6,0.17746136147872807,0.8241650751661297
191,"zw9rau07d1twt420",2,"2024-01-12T14:27:46Z","C1",22,"weiblich",5,3,6,3,2,2,3,0,4,2,4,3,1,3,3,3,5,1,2,2,2,3,3,5,5,4,5,"Ja",5,4,0,0,0,0,3,1,3.6,4.666666666666667,1.666666666666667,2.666666666666667,1.333333333333333,7,7,0.18283560979804536,0.8868617890448488
274,"69bn6v0uzu1wlwz8",3,"2024-01-12T14:44:47Z","C2",21,"weiblich",8,6,4,2,2,3,1,2,0,3,4,3,1,2,2,4,1,4,2,6,1,5,5,3,1,4,2,"Ja",2,0,2,4,3,4,3,2,1.2,6,3.833333333333333,2.666666666666667,3,6,7,0.1884869821455815,0.9211031574634403
98,"zpzosyrjjmqbrku9",1,"2024-01-12T14:48:59Z","C2",45,"weiblich",7,10,10,4,3,0,2,2,2,3,3,2,1,2,1,4,2,2,0,3,0,5,5,2,1,4,2,"Ja",4,3,3,4,3,2,3,3,1.8,9,4,3,2.666666666666667,4,6,0.19117061470493552,0.8838769592809086
275,"b40t0h58z6xzppn1",3,"2024-01-12T15:17:09Z","C1",22,"weiblich",5,6,4,4,4,2,2,3,1,2,2,1,1,0,0,4,5,4,4,1,2,5,5,3,0,0,0,"Ja",2,5,2,5,5,3,3,4,3.6,5,3.666666666666667,2.666666666666667,3.333333333333333,6,3,0.18543487474054665,0.917967948209497
99,"do7knzv8vppwd4m8",1,"2024-01-12T15:56:29Z","C1",47,"männlich",7,8,6,3,4,4,3,3,1,3,3,4,1,2,1,2,4,4,1,5,0,3,3,2,3,2,2,"Ja",2,1,3,2,3,3,3,3,1.6,7,2.666666666666667,2.666666666666667,3,4,3,0.18001148595880687,0.8809133122431732
276,"6wp1ltfetmh2hbfa",3,"2024-01-12T16:15:45Z","C1",47,"weiblich",6,6,6,4,4,4,3,4,0,3,4,1,0,3,0,3,3,4,2,3,0,3,3,3,3,3,2,"Ja",2,3,2,2,3,4,4,4,2,6,2.666666666666667,3,4,5,4,0.1771709130555061,0.8801124743436977
100,"etn7hk6rdm0xlmhu",1,"2024-01-12T16:34:34Z","C2",23,"weiblich",5,5,7,2,2,2,4,3,1,4,4,4,0,2,0,4,4,2,2,4,0,2,2,3,3,2,3,"Ja",4,2,2,2,2,3,4,4,2.4,5.666666666666667,2,4,3.666666666666667,4,4,0.17440531155275116,0.8452143573742411
277,"tt4l9tnmzyjtaywy",3,"2024-01-12T16:38:25Z","C2",23,"weiblich",5,3,5,2,1,1,4,3,0,4,4,4,0,0,0,4,2,0,0,2,0,2,2,3,3,2,3,"Ja",6,4,2,2,2,4,4,4,2.4,4.333333333333333,2,4,4,5,6,0.17673298493602518,0.8444300184738142
101,"crqbqjbane9rk8aj",1,"2024-01-12T20:16:52Z","C2",31,"männlich",8,3,5,4,4,4,3,2,2,2,3,3,2,3,1,3,2,2,4,3,2,4,3,2,2,3,2,"Ja",4,3,3,3,3,2,2,3,3,5.333333333333333,3.166666666666667,2.666666666666667,2.333333333333333,3,3,0.1717539770731645,0.7802585842039499
102,"6h6jfyuz5j3kqq27",1,"2024-01-13T11:17:55Z","C2",27,"männlich",5,5,5,0,0,0,0,1,2,1,4,4,2,4,3,0,3,3,5,6,5,0,0,5,5,0,5,"Ja",3,0,0,0,0,2,2,1,3.2,5,0,0.333333333333333,1.666666666666667,4,7,0.1768051319636637,0.7510180218254613
192,"yjosgl29mms6fuv4",2,"2024-01-13T12:46:43Z","C1",17,"weiblich",4,6,3,2,3,2,4,3,3,2,3,2,2,1,4,4,2,3,1,3,5,3,3,2,4,1,3,"Ja",3,3,3,1,2,1,2,0,2.8,4.333333333333333,2.166666666666667,3.333333333333333,1,5,3,0.17183391105496248,0.7502765437809384
193,"w49252qafkso4xd2",2,"2024-01-13T13:21:27Z","C1",22,"weiblich",3,2,5,3,1,2,1,1,2,1,2,3,3,3,1,0,4,3,4,2,2,4,3,3,1,4,1,"Ja",3,4,2,4,4,2,1,3,3.4,3.333333333333333,3.5,0.666666666666667,2,6,6,0.17409220899315586,0.7770187477615275
103,"o7rgto7cgssutlzp",1,"2024-01-13T13:23:10Z","C1",35,"männlich",10,10,10,4,4,4,4,4,4,4,4,1,0,4,2,4,0,6,0,6,0,1,1,1,5,0,5,"Ja",0,0,4,0,0,0,4,2,0,10,1,4,2,6,1,0.1655985144985557,0.8052200124483357
104,"8lgssk4qgg6yaazy",1,"2024-01-13T13:24:09Z","C1",35,"weiblich",3,7,3,3,3,3,3,3,2,3,4,2,1,3,0,4,1,5,1,5,1,2,2,3,2,2,3,"Ja",1,1,2,3,2,2,3,4,1,4.333333333333333,2.166666666666667,3.333333333333333,3,4,3,0.161223046329624,0.77455225160967
278,"8870exd90usrw6v0",3,"2024-01-13T15:25:52Z","C1",57,"weiblich",7,10,10,2,0,0,3,2,4,4,4,0,2,4,2,4,2,3,6,6,0,5,5,3,3,0,3,"Ja",3,0,2,2,2,0,2,2,2.2,9,2.666666666666667,3.666666666666667,1.333333333333333,5,5,0.16094897372720202,0.7738096388414463
279,"ymmsee5ztpjlne9p",3,"2024-01-13T15:41:24Z","C2",43,"weiblich",7,7,7,0,0,0,3,4,4,2,2,0,3,4,2,2,2,2,3,3,0,0,0,0,4,0,0,"Ja",4,3,5,1,5,0,1,2,2.4,7,1.833333333333333,2.333333333333333,1,5,4,0.15863290548700013,0.7730694291435112
280,"fws2ppx8x2r2k46v",3,"2024-01-13T17:22:38Z","C1",67,"männlich",10,8,9,4,4,4,3,3,2,2,4,3,1,1,1,4,0,4,0,6,0,2,2,4,4,4,4,"Ja",2,0,1,1,1,2,3,3,0.4,9,1.833333333333333,3,2.666666666666667,4,3,0.15458260398057225,0.744121963789565
2,"ecjlbmrgbeg6k06v",NA,"2024-01-13T18:19:49Z","C1",28,"weiblich",4,2,2,1,3,3,1,1,2,3,3,3,2,1,3,3,3,3,2,4,5,3,1,4,3,4,3,"Ja",3,2,1,2,2,2,2,1,3,2.666666666666667,2.166666666666667,2.333333333333333,1.666666666666667,6,6,0.1564172695843115,0.7706308037956944
281,"mfdwh34xarjwktnx",3,"2024-01-14T05:32:56Z","C1",24,"divers",6,8,9,3,3,3,2,1,1,2,3,4,1,1,1,2,5,2,2,3,5,4,3,5,3,3,4,"Ja",4,3,0,2,1,3,3,3,3.8,7.666666666666667,2.166666666666667,2,3,5,3,0.15247196123580511,0.769898111745979
282,"yqu1n201b9k2kvxy",3,"2024-01-14T09:47:50Z","C1",28,"männlich",7,6,7,3,4,2,3,2,1,3,3,4,1,1,2,3,2,4,1,5,1,3,3,4,1,1,2,"Ja",2,1,1,4,3,3,3,2,1.4,6.666666666666667,2.5,3,2.666666666666667,2,4,0.15036674072233774,0.6873684785738221
283,"ed0f0upqxes1k5wq",3,"2024-01-14T18:07:15Z","C1",23,"männlich",4,5,5,3,3,1,3,1,3,1,3,2,4,2,3,3,5,2,4,1,5,3,5,3,1,1,4,"Ja",4,5,2,4,1,1,0,1,4.6,4.666666666666667,2.666666666666667,2.333333333333333,0.666666666666667,7,7,0.1543051278803136,0.7352738381397855
285,"7g70kddyku2gx35l",3,"2024-01-14T21:35:35Z","C1",28,"weiblich",2,3,3,4,4,4,3,4,1,4,4,2,0,2,0,4,4,6,2,3,0,5,5,1,1,1,4,"Ja",0,3,4,4,1,3,4,4,1.8,2.666666666666667,3.333333333333333,3.666666666666667,3.666666666666667,6,5,0.15404762941185735,0.7611382392756885
299,"goolosnlaavhguuj",3,"2024-01-14T22:18:45Z","C1",29,"männlich",4,3,1,1,3,1,3,0,1,2,3,3,0,1,0,2,5,1,4,2,4,4,4,4,1,1,2,"Ja",5,4,1,4,3,3,4,4,4.4,2.666666666666667,2.833333333333333,2.333333333333333,3.666666666666667,4,7,0.15816083485378643,0.7330220824308836
303,"1oeg9zjzq1kxu3qp",3,"2024-01-15T10:39:46Z","C1",30,"männlich",6,8,5,4,4,4,0,3,2,1,1,3,0,0,1,0,4,2,6,1,0,5,5,0,0,5,1,"Ja",4,5,5,5,4,2,4,3,3.8,6.333333333333333,4.833333333333333,0.333333333333333,3,5,6,0.16007987089042328,0.73231534264345
194,"pgblvsej9n64zzc2",2,"2024-01-15T10:48:18Z","C1",20,"divers",6,6,7,3,1,2,3,1,1,3,2,2,1,2,0,3,2,5,1,1,1,4,4,1,3,4,2,"Ja",1,5,4,2,3,3,3,4,2,6.333333333333333,3.5,3,3.333333333333333,4,5,0.1598174371967342,0.7057234744843688
195,"boedvpg3xl2lo7s3",2,"2024-01-15T15:35:57Z","C2",18,"weiblich",3,7,5,2,1,3,4,1,1,3,1,2,4,3,0,4,5,1,5,1,2,3,4,2,2,4,2,"Ja",5,5,3,3,3,3,0,4,4.4,5,3.333333333333333,3.666666666666667,2.333333333333333,1,6,0.1617817824980134,0.6116489388723616
196,"qarrn1c50o71mv0n",2,"2024-01-15T19:57:47Z","C1",23,"männlich",9,9,7,3,2,2,3,3,1,4,4,1,0,3,0,4,3,3,0,5,0,3,3,4,3,5,3,"Ja",3,1,1,2,2,3,4,4,1.4,8.333333333333334,2.666666666666667,3.666666666666667,3.666666666666667,4,4,0.15944714881444222,0.5915159071790607
197,"j5kxdjju4edbeyod",2,"2024-01-15T22:42:35Z","C2",21,"weiblich",8,8,6,3,4,3,4,3,0,4,4,3,0,4,0,4,0,4,0,3,0,4,2,3,2,2,3,"Ja",2,3,2,3,2,4,4,4,1,7.333333333333333,2.5,4,4,5,5,0.15918842580375903,0.5908865099803077
304,"zzyt9fm88bp8khcb",3,"2024-01-16T06:34:23Z","C2",45,"weiblich",10,8,10,4,4,4,4,2,1,3,4,3,0,2,4,4,3,6,4,5,0,0,1,1,4,5,5,"Ja",0,1,4,1,0,3,4,0,1.6,9.333333333333334,1.833333333333333,3.666666666666667,2.333333333333333,7,7,0.1635688875532666,0.6286816768926655
198,"1g71emaloqys7hy5",2,"2024-01-16T07:56:13Z","C1",24,"weiblich",8,7,7,3,3,3,3,3,3,2,2,3,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,"Ja",3,3,1,1,1,1,2,2,3,7.333333333333333,2.5,2.333333333333333,1.666666666666667,4,5,0.16330659154941563,0.6077163493604362
305,"cf2jkocd3hue88o6",3,"2024-01-16T08:51:37Z","C1",40,"männlich",10,10,10,4,0,0,3,4,2,3,4,2,2,4,2,3,3,6,3,5,3,0,1,3,3,3,3,"Ja",0,1,2,2,2,2,2,2,2,10,1.666666666666667,3,2,7,6,0.16535981970389996,0.647091021111
199,"wuvcwwdapth4s6v3",2,"2024-01-16T10:13:06Z","C2",34,"weiblich",8,8,8,3,3,1,2,4,1,4,3,4,1,2,1,2,3,4,1,5,1,3,2,4,4,3,3,"Ja",2,1,1,1,2,3,3,3,1.6,8,2,2.666666666666667,3,7,6,0.1674673178710862,0.6902831624636306
200,"ncdd3kpwv57r43hy",2,"2024-01-16T16:01:04Z","C2",26,"weiblich",7,7,9,4,4,4,4,2,0,4,4,4,0,3,0,4,2,5,1,5,0,4,4,2,4,2,3,"Ja",1,1,3,1,2,4,4,4,1,7.666666666666667,2.666666666666667,4,4,8,5,0.16720290533876078,0.7622774314182528
306,"l9won3ln9awjv41h",3,"2024-01-16T16:34:52Z","C1",26,"weiblich",10,8,10,4,4,3,4,3,0,4,4,4,0,4,4,4,1,5,1,5,0,4,4,2,2,2,3,"Ja",1,1,3,3,2,4,4,0,0.8,9.333333333333334,3,4,2.666666666666667,4,5,0.16693977057490492,0.734635185286914
307,"81tsas47eebdfwg4",3,"2024-01-16T17:26:03Z","C1",39,"weiblich",4,4,5,2,4,4,2,3,1,1,4,0,1,3,0,2,3,4,3,3,0,4,4,2,3,4,1,"Ja",2,3,3,2,4,3,3,4,2.2,4.333333333333333,3.5,1.666666666666667,3.333333333333333,6,7,0.1717242624681028,0.7599940328666952
201,"ub98u1yqedktcykh",2,"2024-01-17T17:26:12Z","C2",24,"männlich",9,10,10,4,4,0,4,4,0,4,4,0,0,0,0,4,0,5,0,0,0,5,5,5,0,5,0,"Ja",1,6,0,5,5,4,4,4,1.4,9.666666666666666,4.166666666666667,4,4,5,5,0.1714573010625559,0.7592988470027737
202,"4o0kb01b0pk9s34y",2,"2024-01-17T19:25:45Z","C1",18,"männlich",7,7,5,4,4,3,2,3,2,3,4,4,1,3,1,2,3,5,3,5,1,3,4,0,2,3,1,"Ja",1,1,5,3,4,2,3,3,1.8,6.333333333333333,3.666666666666667,2.333333333333333,2.666666666666667,4,2,0.16483526838349014,0.7317819199879517
203,"hwb2e5qk7xs76rfb",2,"2024-01-18T20:45:48Z","C2",32,"männlich",5,5,5,2,2,2,1,2,1,2,3,3,3,2,2,3,3,3,3,2,1,3,2,3,2,3,3,"Ja",3,4,2,3,2,3,1,2,2.8,5,2.5,2,2,6,1,0.15713155321360756,0.7570353698306536
204,"fkyx79nykgwl5ypg",2,"2024-01-19T11:58:38Z","C2",19,"weiblich",3,4,1,4,4,4,1,3,1,1,4,1,1,3,1,3,4,2,4,2,2,4,4,3,1,1,2,"Ja",4,4,2,4,3,3,3,3,3.6,2.666666666666667,3,1.666666666666667,3,5,5,0.15688577389807482,0.7563469072599294
308,"ao1qglx57y2jhy3k",3,"2024-01-19T14:09:08Z","C2",21,"weiblich",7,3,3,3,3,3,0,1,1,3,3,4,2,0,0,1,3,0,4,2,1,4,3,3,0,0,1,"Ja",6,4,2,5,4,3,2,4,3.6,4.333333333333333,3,1.333333333333333,3,4,4,0.1546893324829614,0.7289545426225087
205,"j2cfq2e2v6yemfcf",2,"2024-01-19T15:57:02Z","C2",20,"männlich",2,3,4,3,1,0,1,1,1,3,4,3,1,3,3,2,2,4,3,2,0,1,2,3,3,2,3,"Ja",2,4,2,2,2,3,3,1,2.2,3,1.833333333333333,2,2.333333333333333,4,6,0.15653826353155578,0.7030008149851095
309,"fxahpqtmlb0m1dx5",3,"2024-01-20T09:29:31Z","C1",21,"weiblich",6,6,5,4,4,4,4,3,1,3,4,3,0,4,0,4,2,3,1,2,0,0,0,3,3,0,3,"Ja",3,4,2,2,2,3,4,4,2,5.666666666666667,1,3.666666666666667,3.666666666666667,6,5,0.15629579718096193,0.72682105952857
206,"qvn4tlk271fhmac0",2,"2024-01-23T23:20:26Z","C2",25,"männlich",5,3,4,4,2,3,2,1,1,2,4,3,1,4,2,2,5,2,1,2,1,2,1,4,4,2,3,"Ja",4,4,1,1,2,3,3,2,3,4,1.5,2,2.666666666666667,7,7,0.1605112160630207,0.7779825538889937
