"CASE","SERIAL","subject_id","Pos","bet.ges...ms.3","STARTED","BI01","BI02","SS01_01","SS01_02","SS_Score","FF01_01","FF01_02","FF01_03","FF01_04","FF01_05","FF01_06","FF01_07","FTF6_Score","OP01_01","OP01_02","OP01_03","OP01_04","OP01_05","OP01_06","OP01_07","OP01_08","OP01_09","OP01_10","Opt_Score","Pess_Score","ME01","ME09","ME02","ME02_05","ME03","ME04","ME05","ME05_01","ME05_02","ME05_03","ME05_08","ME05_10","ME05_05","ME05_05a","ME05_06","ME05_06a","ME06","ME06_05","ME06_01","ME06_02","ME06_03","ME06_04","ME06_06","ME10","PT01_01","PT02","PT02_01","DE01","DE02_01","DE05","DE06","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME008","TIME009","TIME010","TIME_SUM","MAILSENT","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","MISSING","MISSREL","TIME_RSI","DEG_TIME","BF"
363,NA,"3p8h05s2",55,42464,"25.03.2017 15:13",4,3,2,4,2,6,6,6,5,3,4,3,5,3,4,3,3,3,2,4,4,4,3,3,3.666666667,1,3,2,"",4,1,1,2,1,1,1,1,1,"",1,"",1,1,1,1,2,1,1,2,"Ob ich Kirchengänger bin?Keine Ahnung.",2,"",2,33,1,NA,25,12,25,45,60,7,99,54,10,20,357,NA,"25.03.2017 15:19",1,0,10,10,0,0,1.04,7,0.31978500985951397
62,NA,"6tblar5p",52,153385,"19.03.2017 10:36",5,4,4,4,3,4,4,5,4,1,1,7,3.166666667,4,3,1,3,5,4,3,2,1,3,3.333333333,1.666666667,1,4,5,"20",1,3,4,1,2,2,2,2,1,"",1,"",4,2,2,1,2,1,2,4,"",1,"Die Bilder die mir am anfang gezeigt wurden und der Ton dazu.",1,33,1,NA,12,10,30,57,93,9,97,55,10,17,390,NA,"19.03.2017 10:43",1,0,10,10,3,2,0.99,4,0.32409716628640517
140,NA,"dutp9h3e",48,8000,"19.03.2017 19:45",5,2,1,5,1,3,3,3,2,2,6,7,3.166666667,4,5,3,3,5,5,2,5,3,3,3.333333333,2.666666667,1,4,5,"27",1,1,3,2,1,1,2,1,2,"Ich schreibe gerne Gebete auf (freiformulierte, aus dem herzen kommende)",1,"",4,2,2,2,2,1,1,5,"Mhh... keine Ahnung. Erstmal dachte ich Wirkung von Bildern / Emotionen nach einem Gebet? Dann kamen die Fragen, da dachte ich: Sie sind auch im Grunde für Nichtbeter ohne weiteres zu beantworten > vielleicht untersucht ihr die Haltung eines Beters auf die Welt (positiv/negativ/pessimistisch/optimistisch). Fragen wie ""ich bin überzeugt dass letztlich alles gut wird"" ist wieder etwas heikel => letztlich im Himmel oder letztlich auf Erden :-) ... Na, ich bin gespannt, ob ihr überhaupt etwas untersucht :-)))",1,"Merkwürdig: Fehlende Bilder in der Bildpräsentation (bin mir nicht sicher, ob manche fehlende Bilder auch nur ""Dunkelheit"" beschreiben sollten - allerdings bin ich mir nicht mehr sicher ob diese ""Bilder"" von Disharmonie oder Harmonie begleitet waren, könnte auch sein, dass die Disharmonien und Harmonien den Dunklen/Positiven Bildern erst später so gezielt zugeordnet waren - hab ich erst später drauf geachtet). Btw: Während dem hingucken fand ich folgendes cool: mir war irgendwann aufgefallen ist, dass immer zwischen den einzelnen Bildern nen Kreuz da war, zwar eher nen Plus, aber egal, nen Kreuz :-) So bissel tröstlich: Jesus steht in allem Chaos mittendrin - im Dunkel dieser Welt und in unseren Sonnenzeiten.",1,33,1,NA,5,10,22,75,60,4,95,519,10,18,374,NA,"19.03.2017 19:59",1,0,10,10,0,0,1.13,13,0.31830445230587706
312,NA,"g39rfwaq",48,19899,"21.03.2017 21:14",5,5,2,2,3,2,1,3,4,2,1,6,2.166666667,4,3,2,3,3,2,1,5,2,1,2.666666667,1.666666667,1,4,5,"30",1,3,4,2,2,2,2,1,1,"",1,"",6,2,2,2,2,2,2,5,"Ich kann es noch nicht nachvollziehen. ",1,"Mit den Bildern und Tönen konnte ich eigentlich nichts anfangen. ",2,33,1,NA,8,23,58,79,143,8,210,274,15,14,832,NA,"21.03.2017 21:27",1,0,10,10,0,0,0.71,2,0.3126694557910579
22,NA,"pvsj9j1a",56,63728,"18.03.2017 22:38",5,3,4,2,4,1,1,2,5,1,4,4,2.333333333,3,5,1,5,4,5,1,4,2,3,3.666666667,1.333333333,1,4,5,"30",1,3,3,2,2,1,1,1,2,"zirbeldrüse stimulation",1,"",3,2,2,1,2,1,1,4,"Einteilung des Probanten in Positiv oder Negativ denkende Menschen...",1,"negativ empfindung bei einen bestimmen ton ...(?)",2,33,1,NA,18,18,38,98,142,11,178,185,15,21,724,NA,"18.03.2017 22:50",1,0,10,10,0,0,0.62,0,0.32756154797511283
356,NA,"tzcsu8ak",51,4327,"24.03.2017 14:24",5,5,1,1,3,2,3,1,4,1,1,7,2,4,4,1,5,5,5,1,5,1,5,4.666666667,1,1,4,5,"30",1,2,2,2,2,1,1,1,1,"",1,"",6,2,2,2,2,2,2,5,"",1,"Präsentation",1,33,1,NA,6,6,7,30,56,9,70,19,12,10,225,NA,"24.03.2017 14:28",1,0,10,10,3,2,1.76,45,0.32940473126994035
236,NA,"vov9zzuh",52,13932,"20.03.2017 14:29",5,5,2,4,2,3,4,2,4,1,3,6,2.833333333,4,3,3,4,5,5,2,3,2,4,4,2.333333333,1,4,5,"30",1,4,4,2,1,2,2,2,1,"",1,"",6,2,2,2,2,2,2,5,"Die Auswirkung des Betens auf die Lebenseinstellung.",1,"Die stereotype Verbindung von Bild und Ton",1,33,1,NA,4,5,15,154,82,5,76,68,8,16,433,NA,"20.03.2017 14:36",1,0,10,10,0,0,1.38,22,0.33402689520555123
438,NA,"6blxmwc1",59,11136,"29.04.2017 19:12",5,5,2,3,2.5,3,3,3,3,3,3,6,3,3,4,2,2,4,3,4,2,3,4,3,3,1,3,5,"30",1,1,3,2,1,2,2,1,1,"",1,"",4,2,2,2,2,1,1,4,"ob Gebet ein Placebo ist",1,"Töne paaten nicht immer zur Stimmung des Bildes",1,34,1,NA,14,8,19,47,61,7,78,45,11,15,305,NA,"29.04.2017 19:17",1,0,10,10,0,0,1.2,12,0.36032023863492885
325,NA,"6kjvtv5p",46,1391895,"22.03.2017 13:36",5,5,5,2,4.5,3,1,7,2,1,1,7,2.5,5,3,2,4,5,4,2,3,3,5,4.666666667,2.333333333,1,4,5,"30",1,2,5,2,2,2,2,1,2,"gemeinsam mit anderen",1,"",4,2,2,1,2,1,2,5,"Die Auswirkungen von Gebet auf einen Menschen",1,"Der plötzliche Bruch nach der Bilder- und Tonwelle",1,34,1,NA,6,8,19,51,74,13,101,72,17,39,400,NA,"22.03.2017 13:43",1,0,10,10,0,0,0.99,6,0.34782401006856184
343,NA,"hokdt2a0",51,5794,"23.03.2017 11:22",4,3,2,4,2,4,4,4,5,5,5,5,4.5,3,2,3,2,4,4,3,2,3,3,2.666666667,3,1,3,3,"",2,1,3,2,2,1,1,2,1,"",1,"",4,2,2,1,2,1,2,4,"Keine Ahnung. Wisst Ihr es selbst noch?",1,"Normalerweise wird man über die Intention einer Umfrage informiert ;)",2,34,1,NA,7,6,16,33,37,4,50,96,9,5,263,NA,"23.03.2017 11:27",1,0,10,10,0,0,1.72,41,0.34993063020706544
13,NA,"tbaop1qe",46,1234179,"16.03.2017 18:18",5,5,1,4,1.5,1,4,4,4,1,1,7,2.5,5,4,1,5,5,1,1,3,1,3,4.333333333,1,1,4,5,"24",1,5,4,2,2,2,2,1,1,"",1,"",6,2,2,2,2,2,2,5,"Ob Gebet eine positive Auswirkung auf unser Leben hat und ob es unseren Alltag / unser Leben beeinflusst.",1,"Ja, die Musik zu den abwechslungsreichen Bildern (Gewalt, Frieden, Natur, Familie, Tiere, friedliche Tiere, angsteinflößende Tiere...",1,34,1,NA,7,6,25,79,70,6,98,109,11,27,438,NA,"16.03.2017 18:26",1,0,10,10,0,0,1.05,8,0.33800614453214883
311,NA,"1kos674w",46,9964,"21.03.2017 21:04",4,1,3,3,3,5,4,4,4,1,1,5,3.166666667,3,3,2,4,4,4,3,2,1,5,4,2,1,3,5,"20",2,2,3,2,2,1,2,1,1,"",1,"",3,2,2,1,2,1,1,4,"Wie wirk sich Gebet auf meine Lebenseinstellung aus?",1,"Die Frage Nr. 14 - es ist unüblich den Probanden zu Fragen, was mit Umfrage untersucht werden soll.",2,35,1,NA,12,8,13,47,58,6,62,98,12,15,331,NA,"21.03.2017 21:10",1,0,10,10,0,0,1.22,13,0.32675400023896783
320,NA,"2hl847jo",49,9506,"22.03.2017 10:26",5,3,1,4,1.5,4,2,6,7,1,4,2,4,2,2,4,2,5,5,3,2,2,2,2,3,1,4,5,"17",1,1,4,2,2,2,2,1,1,"",1,"",5,2,2,2,2,1,2,5,"Wie Gebet das Unterbewusstsein beeinflusst.",2,"",2,35,1,NA,7,5,13,52,53,6,64,35,11,17,263,NA,"22.03.2017 10:31",1,0,10,10,0,0,1.48,24,0.3234245271880888
192,NA,"65doewbr",51,10421,"19.03.2017 23:14",5,4,2,5,1.5,1,2,5,2,1,2,7,2.166666667,5,3,2,4,4,2,2,4,1,5,4.666666667,1.666666667,1,4,5,"20",1,1,4,2,2,2,2,1,1,"",1,"",6,2,2,2,2,2,2,5,"wie sich beten auf den ""Gesamtzustand"" bzgl. Einstellungen, Haltungen gegenüber dem Leben auswirkt?",1,"was das mit den Bildern sollte versteh ich nicht",1,35,1,NA,6,10,18,33,48,6,57,90,9,6,283,NA,"19.03.2017 23:19",1,0,10,10,0,0,1.53,28,0.32526024580501184
324,NA,"ahvoz21f",45,124974,"22.03.2017 13:36",5,4,4,2,4,1,1,2,2,1,1,6,1.333333333,5,3,3,4,5,4,2,2,1,2,3.666666667,2,1,3,3,"",2,2,3,2,2,1,2,1,1,"",1,"",3,2,1,2,1,1,2,4,"was beten bewirkt und was für eine kategorie mensch dahinter steckt.
",1,"die bilder mit der musik waren komisch",1,35,1,NA,9,13,20,32,64,15,70,78,16,8,325,NA,"22.03.2017 13:42",1,0,10,10,0,0,1.19,14,0.3123746183072133
123,NA,"e5t48bmz",47,24985,"19.03.2017 18:49",4,2,2,4,2,1,1,2,2,2,1,2,1.5,5,4,1,4,4,1,1,5,1,5,4.666666667,1,1,3,5,"25",1,2,2,2,2,1,1,1,1,"",1,"",5,2,2,2,2,1,2,4,"Den Zusammenhang zwischen Gebetszeit und Gemütszustand.
Ich denke Glaube hat viele psychologische Effekte, aber entscheidend ist, dass es einen lebendigen Gott gibt.",1,"Eine Gebetszeit zu machen um danach psychologische Fragen zu beantworten. ",2,35,1,NA,15,10,37,176,204,8,115,470,18,32,690,NA,"19.03.2017 19:07",1,0,10,10,0,0,0.62,0,0.3046859764644247
323,NA,"jlgga428",56,4541,"22.03.2017 13:01",5,5,5,5,3,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,1,4,5,"30",1,3,5,2,2,2,2,2,1,"",1,"",6,2,2,2,2,2,2,5,"Gebet",2,"",1,35,1,NA,4,3,10,15,9,3,39,14,11,12,120,NA,"22.03.2017 13:03",1,0,10,10,0,0,2.43,117,0.31896792268929364
154,NA,"jy3093ja",46,389993,"19.03.2017 20:55",5,5,2,4,2,5,5,7,6,6,4,2,5.5,2,2,4,1,3,2,5,3,4,1,1.333333333,4.333333333,1,3,5,"30",1,2,4,2,2,1,2,2,1,"",1,"",5,2,2,2,2,1,2,4,"Auswirkungen von positiv und negativ assiziierten Bildern/Tönen auf die eigene Sicht des eigenen Lebens. Oder sowas in der Art. ",1,"Die Reihenfolge der Antworten der ersten beiden Seiten waren auf der ersten Seite negativ zu positiv und dann umgekehrt.",2,35,1,NA,7,7,23,57,82,6,75,269,9,21,556,NA,"19.03.2017 21:04",1,0,10,10,0,0,1.08,8,0.30874690749774486
98,NA,"l08flqw2",55,5862,"19.03.2017 16:59",5,2,2,2,3,3,5,6,5,1,6,5,4.333333333,4,2,4,3,4,2,1,2,4,5,4,3,1,4,5,"20",1,2,5,2,2,2,2,2,1,"",1,"",5,2,2,2,2,1,2,5,"Aufmerksamkeit",1,"die Assoziation von Tönen und Bildern",2,35,1,NA,7,10,27,82,106,6,88,63,10,8,407,NA,"19.03.2017 17:06",1,0,10,10,0,0,1.18,12,0.32061766238960066
248,NA,"nh33w1cz",49,214987,"20.03.2017 18:17",5,4,2,4,2,5,5,6,5,2,3,6,4.333333333,2,3,3,3,5,1,3,5,3,2,2.333333333,3,1,4,5,"28",2,2,4,2,2,2,2,1,1,"",1,"",4,2,2,1,2,1,2,5,"irgendwas mit  Gebet, doch was haben die Bilder damit zu tun?",1,"was haben die Bilder mit den Fragen zu tun?",1,35,1,NA,9,8,20,39,68,9,94,71,18,20,356,NA,"20.03.2017 18:23",1,0,10,10,0,0,1.06,5,0.31740508462625866
443,NA,"pbp0ug4e",47,12831,"30.04.2017 17:18",4,2,2,3,2.5,4,5,2,6,2,4,7,3.833333333,3,4,2,4,4,3,2,5,2,3,3.333333333,2,1,4,5,"35",1,1,3,2,2,1,1,1,2,"Vater unser",1,"",3,2,2,1,2,1,1,4,"Ob durch Gebet subtil eine positive Einstellung und deren Effekt daraus hervor geht und mein Leben beeinflusst.",2,"",2,35,1,NA,10,37,245,59,73,5,79,103,10,11,410,NA,"30.04.2017 17:29",1,0,10,10,0,0,0.98,9,0.30952292694700545
165,NA,"sx9d0n08",64,4508,"19.03.2017 21:52",5,5,2,3,2.5,1,2,2,1,1,1,7,1.333333333,5,4,2,5,5,4,2,3,1,5,5,1.666666667,1,3,5,"35",1,2,5,2,2,2,2,2,1,"",1,"",5,2,2,2,2,2,1,4,"Die Einstellung zum Leben",2,"",1,35,1,NA,10,11,32,50,81,6,63,36,12,8,309,NA,"19.03.2017 21:58",1,0,10,10,0,0,1.29,17,0.34786091452103796
243,NA,"uxfqxgom",50,10807,"20.03.2017 16:43",5,5,3,4,2.5,4,7,2,5,1,2,5,3.5,4,5,3,3,5,4,2,1,2,3,3.333333333,2.333333333,1,4,5,"20",1,1,2,2,2,1,1,1,1,"",1,"",3,2,2,1,2,1,1,5,"Ob Gebet etwas in einem Leben bewirken kann.",2,"",1,35,1,NA,9,13,33,55,108,9,109,49,15,9,409,NA,"20.03.2017 16:50",1,0,10,10,0,0,1.04,8,0.3471142434263191
378,NA,"w3l00g7j",51,6528,"28.03.2017 10:58",4,2,2,3,2.5,2,3,2,3,2,2,5,2.333333333,4,4,3,4,5,4,2,3,2,4,4,2.333333333,1,3,1,"",4,1,2,2,1,1,1,2,1,"",1,"",1,1,2,1,1,1,1,3,"Effekte von Beten auf eine positive Lebenseinstellung",1,"Die Bilder, die sehr wertend mit Musik unterlegt waren",1,35,1,NA,4,4,13,38,47,5,62,66,11,4,254,NA,"28.03.2017 11:02",1,0,10,10,0,0,1.8,49,0.3492366411007442
176,NA,"y5431xmv",52,11443,"19.03.2017 22:24",5,5,3,3,3,1,1,2,4,1,1,6,1.666666667,5,4,1,4,5,4,2,4,1,4,4.333333333,1.333333333,1,4,5,"15",2,2,3,2,2,1,2,1,1,"",1,"",5,2,2,2,2,1,2,5,"unklar",-9,"",2,35,1,NA,10,8,30,92,117,7,134,28,12,13,451,NA,"19.03.2017 22:32",1,0,10,10,3,3,1.12,13,0.3543581610602239
428,NA,"zs9mapxh",44,14692,"22.04.2017 20:13",5,4,3,4,2.5,2,2,2,2,2,2,6,2,4,3,2,5,5,4,2,3,1,5,4.666666667,1.666666667,1,4,5,"ca. 30",1,1,4,2,2,1,2,1,2,"Gebetstagebuch",1,"",5,2,2,2,2,1,2,5,"Dem Titel (Dringt mein Gebet durch die Zimmerdecke?) nach zu urteilen wollen Sie untersuchen, ob Gebet einen positiven Einfluss auf den Beter hat. Allerdings habe ich keine Ahnung, warum die Bilder gezeigt wurden...",1,"die Bilder",1,35,1,NA,8,8,13,51,60,7,85,81,12,20,345,NA,"22.04.2017 20:18",1,0,10,10,0,0,1.17,9,0.3370941654801897
95,NA,"00lr6a9l",54,23701,"19.03.2017 16:34",5,5,1,4,1.5,1,1,4,3,3,2,7,2.333333333,4,3,4,4,5,4,2,4,1,5,4.333333333,2.333333333,1,4,5,"28",1,3,5,2,2,2,2,2,1,"",1,"",5,2,2,2,2,1,2,5,"",2,"",1,36,1,NA,9,8,46,80,125,8,116,26,16,21,455,NA,"19.03.2017 16:42",1,0,10,10,3,2,1.05,11,0.3476579736129259
167,NA,"0xewhnxa",52,11998,"19.03.2017 21:55",5,4,4,2,4,7,7,7,6,7,7,5,6.833333333,2,2,5,2,2,3,4,5,3,2,2,4,1,2,5,"32",2,1,3,2,2,2,1,1,1,"",1,"",1,1,2,1,1,1,1,4,"",2,"",2,36,1,NA,7,10,16,19,44,6,70,7,10,15,204,NA,"19.03.2017 21:58",1,0,10,10,3,2,1.66,72,0.35274665505521896
386,NA,"23r41kl2",52,26678,"29.03.2017 23:27",5,4,3,3,3,3,2,1,2,1,6,7,2.5,4,3,3,2,4,5,4,3,2,4,3.333333333,3,1,2,5,"29",1,1,7,2,2,2,2,2,2,"praktisch z.B. mit Notizzettel",2,"über mich gesprochene",5,2,1,2,2,2,2,4,"Gebetsverhalten",1,"",1,36,1,NA,15,19,36,95,106,12,185,25,17,26,536,NA,"29.03.2017 23:36",1,0,10,10,3,2,0.87,10,0.35798594189993543
282,NA,"37fyvq4p",54,15912,"20.03.2017 22:46",5,4,2,4,2,6,3,6,6,2,6,5,4.833333333,4,4,3,3,5,4,3,2,2,5,4,2.666666667,1,4,5,"20",3,1,2,2,2,1,1,1,1,"",1,"",3,1,2,2,2,1,1,5,"Das Betverhalten von Christen",2,"",2,36,1,NA,12,25,24,61,85,7,152,34,9,7,416,NA,"20.03.2017 22:53",1,0,10,10,0,0,1.2,18,0.3697501283851399
148,NA,"384dmz1m",43,70553,"19.03.2017 20:27",5,5,1,5,1,1,4,1,6,4,5,7,3.5,4,5,2,5,4,3,3,5,1,3,4,2,1,4,3,"",1,2,5,2,2,1,1,2,2,"vom hl geist direkt diktiert",2,"selbst vorformulierte ",2,2,2,1,1,1,1,5,"Ob das vorherige Gebet einen so gefestigt hat, dass man in seinem Denken/Haltung durch die Negativbilder nicht beeinflusst wird,
andererseits bedürfte es ja dafür einen vergleichsindikator ohne Gebet vorher..
also keine ahnung was ihr genau untersuchen wollt :)",2,"",1,36,1,NA,7,18,22,60,152,5,258,150,10,13,695,NA,"19.03.2017 20:39",1,0,10,10,0,0,0.95,8,0.3484196642500211
200,NA,"3exr7kwc",50,310927,"20.03.2017 00:22",5,5,2,5,1.5,3,3,6,6,1,4,7,3.833333333,3,5,3,4,5,1,3,5,2,4,3.666666667,2.666666667,1,3,4,"",2,2,3,2,1,1,2,1,2,"schriftlich",1,"",5,2,2,2,2,1,2,5,"Keine Ahnung, vielleicht die Fähigkeit der Geduld im Zusammenhang mit dem Gebet und der Gebetslänge? Vielleicht aber auch den Einfluss von Wiederholungen auf das Gemüt? Oder etwas ganz anderes- ich weiss es nicht.",1,"Mir fielen immer wieder die Bilder mit den blutigen Messern auf.",1,36,1,NA,9,7,18,37,122,5,67,153,11,14,443,NA,"20.03.2017 00:29",1,0,10,10,0,0,1.18,13,0.34770943629828155
115,NA,"59kpr2kl",47,8040,"19.03.2017 18:08",5,5,4,3,3.5,6,6,6,6,1,4,7,4.833333333,3,2,3,5,5,5,3,5,3,5,4.333333333,3,1,3,5,"13",2,1,3,2,2,2,1,1,1,"",1,"",4,2,2,1,2,2,1,4,"Ob Menschen, die beten hoffnungsvoller sind, als die, die nicht beten.",2,"",1,36,1,NA,5,8,15,26,49,4,70,44,10,21,252,NA,"19.03.2017 18:12",1,0,10,10,0,0,1.55,28,0.3387212568751922
319,NA,"5u95mfgc",53,11212,"21.03.2017 22:44",5,5,3,2,3.5,1,1,5,3,1,5,6,2.666666667,5,3,2,4,3,2,2,5,2,4,4.333333333,2,1,4,3,"",2,2,1,1,2,1,1,1,1,"",1,"",4,1,2,2,2,1,2,5,"ich bin mir nicht sicher. Ob oder wie der Glaube uns Menschen beeinflusst?",1,"Das wir erst beten sollen und dann mit den unterschiedlichen Bildern konfrontiert werden (gut / böse)",1,36,1,NA,8,6,27,43,104,12,60,106,11,13,390,NA,"21.03.2017 22:50",1,0,10,10,0,0,1.12,11,0.3464914441450048
14,NA,"87wlfmt1",59,5766,"18.03.2017 19:55",5,5,3,4,2.5,5,3,2,3,1,1,7,2.5,5,3,2,4,5,3,1,2,2,4,4.333333333,1.666666667,1,4,5,"33",1,5,5,2,1,2,2,2,2,"liturgisches Gebet",1,"",6,2,2,2,2,2,2,5,"Wie sehr mich positive und negative Eindrücke (jeweils durch zwei Kanäle: Bild und Musik) nach einem ""guten"" Gebet beruhigen bzw. belasten.",1,"die Bilder-Töne-Sequenz war mir zu lang",1,36,1,NA,4,4,10,24,42,4,68,90,8,11,265,NA,"18.03.2017 19:59",1,0,10,10,0,0,1.88,45,0.37370841837098934
16,NA,"8fvs61wb",42,78525,"18.03.2017 22:20",5,4,4,3,3.5,1,2,4,4,1,4,7,2.666666667,3,3,2,3,4,4,4,4,4,4,3.333333333,3.333333333,1,4,5,"30",1,2,2,2,1,2,1,1,1,"",1,"",3,2,2,1,2,1,1,5,"",2,"",2,36,1,NA,5,6,21,33,70,8,72,7,20,8,250,NA,"18.03.2017 22:24",1,0,10,10,3,2,1.56,69,0.3494041232400796
81,NA,"bbwj0cb2",49,25056,"19.03.2017 15:08",4,5,3,3,3,5,3,3,6,2,5,7,4,3,5,3,4,5,3,2,3,2,5,4,2.333333333,1,4,5,"circa 36",2,2,4,2,2,2,2,1,1,"",1,"",5,2,2,2,2,1,2,5,"Wie die macht des Gebetes sich auf das eigene Leben, die eigenen Gedanken und vielleicht auch das nahe (und weitere) Umfeld/Geschehnisse auswirken kann?",1,"Sie stellten am Anfang des Tests Bilder voller Leben und Licht und solche voller Schrecken und Grausamkeit einander gegenüber. Wollten Sie die ""Warum""-Frage stellen? Warum Gott auch Schrecken und Schwieriges zulässt? Nicht er tut diese Dinge, sie sind Werk des Menschen, dem die freie Entscheidung gegeben ist. Nur mit dem Gott der Himmel und Erde gemacht hat und Seinem Sohn Jesus Christus, der sein Leben gegeben hat, gehen wir voller Zuversicht durch dieses Leben und ins ewige Leben.",1,36,1,NA,17,5,39,91,166,9,89,329,13,22,780,NA,"19.03.2017 15:21",1,0,10,10,0,0,0.82,5,0.3458979466725968
271,NA,"l5vemlrj",47,82730,"20.03.2017 21:22",5,3,2,4,2,5,2,6,4,4,3,6,4,2,3,3,2,5,3,4,4,4,4,2.666666667,3.666666667,1,3,5,"20",1,2,2,2,2,1,1,1,1,"",1,"",4,2,2,1,2,1,2,4,"???",-9,"",1,36,1,NA,7,11,15,43,46,5,108,14,22,9,280,NA,"20.03.2017 21:26",1,0,10,10,3,3,1.49,40,0.3370737665165694
287,NA,"ols54ah7",47,16061,"21.03.2017 08:57",5,4,2,2,3,7,7,3,7,1,7,7,5.333333333,5,3,3,4,4,4,3,3,2,4,4.333333333,2.666666667,1,4,4,"",1,5,2,2,1,1,1,2,1,"",1,"",4,2,2,1,2,1,2,5,"Einfluss des Gebetes auf  den emotionalen Zustand (positive/negative Ereignisse)",1,"Mischung aus den angenehmen und aggressiven Bildern",1,36,2,3,23,13,45,58,158,10,81,307,14,84,793,NA,"21.03.2017 09:10",1,0,10,10,0,0,0.64,0,0.3286084502935962
129,NA,"r8of64st",56,160141,"19.03.2017 19:19",5,5,3,5,2,1,1,4,1,1,1,7,1.5,3,2,1,5,3,1,5,5,3,3,3.666666667,3,1,4,5,"14",1,1,3,2,2,2,1,1,1,"",1,"",3,2,2,1,1,1,2,5,"Ob beten eine Wirkung hat.",1,"Einige Bilder haben sich wiederholt.",2,36,1,NA,9,12,35,45,107,19,94,112,13,28,474,NA,"19.03.2017 19:26",1,0,10,10,0,0,0.82,1,0.34438636449522186
128,NA,"xvmasehr",57,9191,"19.03.2017 19:08",5,5,1,2,2.5,3,4,6,3,1,1,7,3,3,3,2,4,4,3,3,5,1,1,2.666666667,2,1,4,5,"20",1,1,2,2,2,1,1,1,1,"",1,"",5,2,2,2,2,1,2,5,"",1,"Die negativen Bilder am Ende haben überwogen",2,36,1,NA,7,7,25,46,82,5,59,47,12,17,307,NA,"19.03.2017 19:13",1,0,10,10,3,2,1.27,14,0.36453631180754736
234,NA,"ycdcj06v",58,13879,"20.03.2017 14:05",3,5,2,5,1.5,6,6,6,6,2,6,7,5.333333333,3,4,4,2,3,2,3,1,2,5,3.333333333,3,1,4,5,"24",1,1,1,2,1,1,1,1,1,"",1,"",1,2,1,1,1,1,1,4,"Gebetsverhalten",2,"",1,36,1,NA,7,7,10,21,40,6,48,17,11,36,203,NA,"20.03.2017 14:08",1,0,10,10,0,0,1.76,47,0.39001291066159066
405,NA,"420yqd0m",51,26868,"11.04.2017 15:38",5,5,1,4,1.5,1,1,1,4,1,6,7,2.333333333,5,5,2,5,5,2,2,5,1,5,5,1.666666667,1,4,4,"",1,3,3,2,2,1,1,1,2,"Vater  unser",1,"",3,2,1,1,2,1,2,5,"Ob das Beten bzw. der Glauben eine positive Auswirkung auf das Leben hat- vielleicht?",1,"Die vielen Gewaltbilder fand ich schlimm",1,37,1,NA,10,8,42,63,80,7,98,85,12,25,430,NA,"11.04.2017 15:46",1,0,10,10,0,0,0.94,2,0.3927182868603277
174,NA,"gt4r3ulh",46,67432,"19.03.2017 22:22",5,5,2,3,2.5,5,5,4,5,3,4,4,4.333333333,4,3,3,3,5,2,2,4,2,4,3.666666667,2.333333333,1,3,5,"33",4,1,2,2,1,2,1,1,1,"",1,"",2,1,2,1,2,1,1,4,"Ob Menschen die gebetet haben nach den gezeigten Fotos positiver/negativer antworten als nicht betende Menschen.",2,"",2,37,1,NA,7,7,28,45,75,5,76,107,9,6,365,NA,"19.03.2017 22:28",1,0,10,10,0,0,1.37,22,0.3787515119921692
334,NA,"gzo4tc58",45,18463,"22.03.2017 18:31",5,1,3,1,4,4,4,6,2,2,3,7,3.5,4,3,3,4,3,2,2,3,3,3,3.666666667,2.666666667,1,4,5,"35",1,3,3,2,2,1,2,1,1,"",1,"",6,2,2,2,2,2,2,5,"",-9,"",1,37,1,NA,13,10,17,96,91,18,133,35,12,49,474,NA,"22.03.2017 18:39",1,0,10,10,6,5,0.92,8,0.36262440508383975
224,NA,"js735z83",41,11207,"20.03.2017 11:24",5,3,4,5,2.5,4,3,6,6,3,3,6,4.166666667,3,2,3,1,1,2,4,3,3,3,2.333333333,3.333333333,1,3,5,"20",3,1,3,2,2,2,1,1,1,"",1,"",3,2,2,1,2,1,1,4,"Wie sich Beten und die Wahrnehmung von angenehmen / unangenehmen Reizen (Bilder, die mit dem jeweils harmonischen oder disharmonischen Akkord unterlegt wurden) auf die allgemeine Lebenseinstellung auswirken.",1,"Dass nicht auch vor dem Beten Bilder gezeigt wurden, um einen Unterschied zu erkennen",2,37,1,NA,4,6,10,27,36,5,58,107,8,19,280,NA,"20.03.2017 11:29",1,0,10,10,0,0,1.69,36,0.3372483460854866
367,NA,"lyqas9ko",59,12523,"25.03.2017 21:46",4,5,3,4,2.5,3,6,7,4,1,2,5,3.833333333,2,1,4,1,4,1,3,1,3,1,1.333333333,3.333333333,1,3,4,"",1,2,3,2,2,2,1,1,1,"",1,"",3,2,2,1,2,1,1,5,"keine Ahnung. ",2,"",1,37,1,NA,7,6,20,48,59,19,90,77,13,17,356,NA,"25.03.2017 21:52",1,0,10,10,0,0,1.11,9,0.3624891589928971
