"ï..CASE","STARTED","self","Geschlecht","Alter","Orientierung","IN03_41","IN03_42","IN03_43","IN03_44","IN03_45","IN03_46","IN03_47","IN03_48","IN03_49","IN03_50","IN03_51","IN03_52","IN03_53","IN03_54","IN03_55","IN03_56","IN03_57","IN01_01","IN01_02","IN01_03","IN01_04","IN01_05","IN01_06","IN01_07","IN01_08","IN01_09","IN01_10","IN01_11","IN01_12","IN01_13","IN01_14","IN01_15","IN01_16","IN01_17","IN01_18","IN01_19","IN01_20","IN04_21","IN04_22","IN04_23","IN04_24","IN04_25","IN04_26","IN04_27","IN04_28","IN04_29","IN04_30","IN04_31","IN04_32","IN04_33","IN04_34","IN04_35","IN04_36","IN04_37","IN04_38","IN04_39","IN04_40","IN02_21","IN02_22","IN02_23","IN02_24","IN02_25","IN02_26","IN02_27","IN02_28","IN02_29","IN02_30","IN02_31","IN02_32","IN02_33","IN02_34","IN02_35","IN02_36","IN02_37","IN05_01","IN05_02","IN05_03","IN05_04","IN05_05","IN05_06","IN05_07","IN05_08","IN05_09","IN05_10","IN05_11","IN05_12","IN05_13","IN05_14","IN05_15","IN05_16","IN05_17","IN05_18","IN05_19","IN05_20","Ziele","IntimitÃ.t_Bindung","Geselligkeit","Anderen_helfen","Hilfe_bekommen","Anerkennung_WertschÃ.tzung","Ãœberlegensein_Imponieren","Autonomie","Leistung","Kontrolle","Bildung_Verstehen","Glauben_Sinn","Leben_auskosten","Selbstvertauen_Selbstwert","Selbstbelohnung","Alleinsein_Trennung","GeringschÃ.tzung","Erniedrigung_Blamage","VorwÃ.rfe_Kritik","AbhÃ.ngigkeit_Autonomieverlust","Spannungen","sich_verletzbar_machen","Hilflosigkeit_Ohnmacht","Versagen","INK_AnnÃ.herung","INK_Vermeidung","INK_GES","IAT","Ink_hoch","bf","BF"
405,"12/6/2017 17:11:54",5,1,23,1,3,2,3,4,3,3,4,4,4,3,4,3,4,2,3,3,2,3,3,4,4,4,2,4,3,4,3,4,3,3,2,1,1,3,4,2,1,4,4,4,3,3,3,1,3,4,4,2,4,4,5,4,3,4,5,3,1,2,4,1,2,4,2,4,1,4,4,4,4,2,5,2,3,2,4,5,5,4,5,2,1,1,1,1,3,2,4,2,4,2,5,1,2,2,"Das Ziel der Studie war das EinschÃ¤tzen von, wie wir uns selbst oder von anderen bewertet, wahrgenommen oder beachtet werden und wie wir unterschiedliche Situationen empfinden.<br>--> Bewertung, Wahrnehmung",4.8,2.25,2.25,3.25,1.75,2.75,2,2.75,3.25,2.25,2.75,3.4,3,2.66666666666667,4.2,2.4,1.75,3.33333333333333,2.2,2,4.66666666666667,3.75,2,2.79404761904762,2.92222222222222,2.85813492063492,NA,1,5.046523975610811,5.046543804628737
410,"12/7/2017 8:45:45",6,2,21,1,5,3,4,2,2,3,3,2,2,2,2,1,3,3,3,3,4,5,4,4,3,4,2,1,2,3,2,2,4,2,2,4,4,5,4,3,3,2,4,3,5,4,4,4,3,2,5,4,3,4,4,3,4,2,5,5,4,2,1,1,1,1,1,1,2,1,3,2,2,1,2,3,2,1,1,2,4,3,3,2,1,1,2,1,3,2,1,2,4,1,2,1,1,2," ",2.4,3.75,3.25,3,3,3.75,2.25,1.75,1.75,2,4,2.6,2,3.66666666666667,2.4,1.6,1,1,2,1,2.66666666666667,2.25,2,2.79761904761905,1.76851851851852,2.28306878306878,NA,1,5.608423493881939,5.6084277508834735
412,"12/7/2017 8:46:28",4,1,19,1,2,5,5,5,3,3,4,3,3,2,4,3,4,3,2,4,3,2,4,4,4,3,3,5,3,5,3,4,2,3,5,2,4,4,3,4,5,4,4,4,4,4,2,4,3,3,2,2,3,4,4,3,4,4,4,2,5,4,2,3,2,1,2,1,2,2,2,2,4,2,2,2,2,2,3,4,3,2,3,2,2,3,2,1,2,2,2,1,5,1,2,1,1,1,"Ich habe Ã¼nerhaupt keine Ahnung...erst die Befragung, dann die Bilder...da erkenne ich die Intuition nicht",1.8,3,2,2.25,2,3,1.5,2.5,3,3.25,2.5,3.8,2.5,1.66666666666667,3.2,2.2,2,2,1.6,1.5,3,2,2,2.48333333333333,2.16666666666667,2.325,NA,1,4.972837985298112,4.972853238187771
414,"12/7/2017 8:46:56",7,1,18,1,2,5,5,4,2,1,5,5,3,4,1,2,3,1,4,2,3,4,3,4,5,3,5,5,4,2,4,5,5,5,5,5,3,5,4,2,5,2,5,2,2,3,4,5,5,5,5,3,4,2,2,4,2,5,5,4,5,1,1,1,1,1,1,4,4,2,3,2,4,4,1,1,1,1,4,3,5,1,4,2,5,1,1,3,4,1,4,4,5,2,5,1,1,2,"wie die Teilnehmer Ã¼ber sich selber denken und wie sehr sie sich selbst wertschÃ¤tzen.",1,1.25,4.25,3.25,1.75,2.5,2,3,2.5,2.75,2.5,1.8,2.5,2,3,1.4,1,3.33333333333333,2.6,4,4.66666666666667,1,2,2.36071428571429,2.55555555555556,2.45813492063492,NA,1,6.034582666523845,6.034584679572251
418,"12/7/2017 9:17:48",6,1,18,1,4,4,5,2,3,2,5,5,5,2,2,4,3,2,5,4,3,2,2,4,5,3,2,4,5,3,3,5,5,5,2,5,4,3,2,5,4,4,4,4,4,3,4,4,4,5,3,5,5,4,4,5,3,3,5,3,4,1,4,3,2,3,2,4,4,3,1,3,3,4,4,5,4,1,3,1,4,3,2,4,3,4,4,3,3,4,1,4,5,1,5,1,1,4,"Auswirkungen von positiv bzw negativ gefÃ¤rbten WÃ¶rtern/ Bildern, zusammen mit der momentanen Lebenssituation, auf Empfindung von unangenehmen Bildern (z. B. in den Medien) -> welche Menschen finden welche Bilder am unangenehmsten?",1.8,1,2.5,1.75,1.25,2,2.75,2.75,3,3.5,2.75,1.8,2.25,3,3,1.2,2.75,1.66666666666667,3.4,3.5,4,4,3.75,2.29285714285714,3.02962962962963,2.66124338624339,NA,1,6.738634834932793,6.738635707711964
420,"12/7/2017 9:18:05",3,1,20,1,4,4,2,4,3,4,3,1,2,3,2,4,2,2,3,3,4,5,4,5,4,4,2,4,3,2,5,4,4,2,3,1,4,4,4,4,1,3,5,2,4,3,4,1,4,3,5,2,3,4,5,4,2,2,4,5,1,2,2,3,1,1,1,1,3,2,3,4,1,1,1,1,1,1,2,3,5,3,4,1,1,4,2,1,1,2,2,3,5,1,3,1,1,3,"Ich glaube, dass Ziel war, die QualitÃ¤t der zwischenmenschlichen Beziehungen der Teilnehmer und deren Auswirkung auf das aktuelle subjektive Wohlbefinden herauszufinden.",4.4,3.5,3,3.5,2,2.5,2.5,2.25,2,1.75,2.5,3,1.75,3.66666666666667,3,1.6,2.25,1.66666666666667,1.8,1,3,1.75,2.75,2.73690476190476,2.09074074074074,2.41382275132275,NA,1,5.1726700895421756,5.172675460483665
426,"12/7/2017 10:20:45",2,1,20,1,2,3,4,4,2,4,4,3,2,3,3,3,4,3,4,4,3,5,3,3,4,3,3,2,3,4,2,4,4,3,2,2,3,5,5,2,3,3,4,2,2,3,4,3,3,4,4,4,3,4,4,4,3,2,5,3,4,1,3,2,1,1,1,3,4,1,1,3,4,2,3,4,2,2,2,4,4,3,3,1,3,2,3,2,1,3,2,2,4,1,4,1,2,1,"Reaktion auf unangenehmens",3,2.5,2.5,3.25,2,3.5,1.5,3,2.25,2,3.25,2.2,3.25,4,2.8,1.4,1.5,1.66666666666667,1.2,2.5,4,3.25,3.25,2.72857142857143,2.3962962962963,2.56243386243386,NA,1,3.5729650045068717,3.5729593139678975
429,"12/7/2017 10:53:14",5,1,24,1,4,5,4,3,2,3,4,3,3,4,4,3,4,3,3,4,4,3,2,4,5,2,4,3,4,4,2,5,4,3,4,3,3,5,4,4,3,4,2,5,4,2,4,3,4,4,5,4,3,5,4,4,2,3,4,3,4,2,4,2,2,1,2,1,3,2,2,2,3,2,3,3,2,2,3,1,4,3,2,3,1,2,2,2,3,3,2,2,1,1,3,1,2,2,"Keine Ahnung...",2.4,2.5,1.75,2.5,1.5,3.25,2,3.5,2.75,2.5,3,2.2,2,2,1.6,2,1.5,2,2.4,1.5,3.33333333333333,3.25,2.5,2.41785714285714,2.23148148148148,2.32466931216931,NA,1,3.5747943516356107,3.5747884652862987
435,"12/7/2017 14:57:11",4,1,18,1,4,5,3,5,2,4,2,3,4,3,5,2,3,3,4,4,2,4,3,4,2,3,3,1,1,4,2,2,4,3,5,5,4,4,5,4,5,4,4,3,2,3,3,5,4,2,4,3,2,4,3,2,4,3,4,4,5,4,3,4,2,2,3,1,4,3,3,4,2,2,1,3,4,4,4,4,2,3,2,2,2,4,2,1,3,3,4,2,2,1,4,2,4,2,"Herauszufinden, wie ich mich selber einschÃ¤tze und ob das eigene SelbstwertgefÃ¼hl damit zusammen hÃ¤ngt, wie man einige Situationen wahrnimmt.",1,3.5,1.75,2.5,3.75,4.25,1.75,2.25,2.25,2,3.75,2.6,3,2.33333333333333,3,3.6,3,3,2.2,1.5,2.66666666666667,2.5,3.25,2.6202380952381,2.7462962962963,2.6832671957672,NA,1,3.23833062131596,3.238325981300279
438,"12/7/2017 14:57:12",8,1,18,1,3,5,5,4,3,3,5,3,5,4,3,1,2,4,2,3,3,4,4,5,4,3,4,4,3,3,3,3,2,2,2,5,4,4,4,3,5,3,4,3,3,3,2,5,4,4,4,3,3,4,3,3,3,4,3,4,5,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,5,2,4,4,2,3,5,1,1,1,4,2,4,2,2,1,2,1,1,1,"SelbsteinschÃ¤tzung der Personen Ã¼ber ihr persÃ¶nliches Befinden und ihre Stellung in ihrer Umwelt",1,3,2.75,1.75,2.25,3,2.5,2.5,2.5,2.5,3,3.4,2.25,3,1.6,1.2,1,3.33333333333333,2.2,2,2.66666666666667,1.75,1.25,2.52857142857143,1.88888888888889,2.20873015873016,NA,1,4.073328812316712,4.073312380016954
436,"12/7/2017 14:57:12",9,1,19,1,2,3,2,5,2,1,4,2,5,2,3,1,4,2,1,3,4,5,3,4,5,5,3,2,3,5,4,4,3,4,3,1,3,2,3,5,1,2,4,3,3,2,1,1,4,5,5,2,2,3,4,2,3,2,5,4,1,1,2,2,1,1,1,2,3,2,1,1,3,2,4,2,1,1,1,5,3,3,3,1,1,2,3,3,4,1,1,1,1,1,3,1,4,5,"Nachdem es sowohl bei dem Fragebogen, den Bildern und den WÃ¶rtern immer Wiederholungen gab, schÃ¤tzungsweise etwas in diese Richtung. Vielleicht ob wir bei Wiederholungen von ursprÃ¼nglich gleichen Dingen dennoch anders reagieren da wir es schon einmal gesehen oder darauf reagiert haben.",4.6,2.75,3.25,2.5,1.75,3.25,1.75,3,2,2.5,4.25,4,2.25,3.33333333333333,2.4,1.6,1.5,1,2.4,2,3,2.75,2,2.94166666666667,2.07222222222222,2.50694444444444,NA,1,5.475123816143794,5.475125837977553
439,"12/7/2017 14:57:12",5,1,18,3,1,5,4,4,3,4,4,4,4,4,2,4,2,3,4,3,4,2,2,3,4,4,4,4,2,3,2,3,4,4,2,4,2,2,3,4,5,2,4,3,4,2,4,5,3,4,3,3,2,2,4,4,2,4,2,2,5,2,4,2,4,3,4,2,5,2,3,4,4,4,4,4,4,2,4,4,2,3,2,4,4,2,5,4,4,4,4,4,2,3,4,2,2,3," ",1.2,2,3.75,2.25,2.25,3.75,3.25,3.75,4,2.5,2.5,2.2,2.5,3,2.8,2.6,2.25,3.66666666666667,3.8,3.5,3.33333333333333,3.75,4.5,2.77857142857143,3.35555555555556,3.06706349206349,NA,1,5.47980204458961,5.47980387914638
440,"12/7/2017 14:57:13",4,1,19,1,2,3,2,4,3,1,2,2,2,1,4,1,1,1,1,3,2,1,2,2,3,3,2,3,2,2,1,3,1,2,1,1,1,3,1,3,1,4,3,1,2,2,1,2,2,4,2,1,1,4,2,3,1,2,4,1,2,3,5,3,3,1,4,3,5,2,4,4,4,4,5,3,5,3,2,4,3,5,4,1,4,5,4,4,2,4,2,1,4,1,5,1,2,3,"Das Ziel kÃ¶nnte gewesen sein, etwas Ã¼ber die menschliche Psyche oder die PersÃ¶nlichkeit eines Menschen im Zusammenhang mit dessen Wahrnehmung oder Empfindung herauszufinden.",4.2,3.25,2.25,4,3.5,4.25,2.75,4,5,4.25,4.25,4.8,4,4.66666666666667,3.8,3.2,2.5,1.66666666666667,2,3.75,4,4.5,4.25,3.94047619047619,3.2962962962963,3.61838624338624,NA,1,4.9113610123072355,4.911364901448546
442,"12/7/2017 14:57:17",3,1,18,1,4,5,4,4,3,2,4,3,5,3,4,2,5,2,2,5,3,3,4,4,4,4,3,1,4,5,4,4,4,2,3,5,3,4,4,5,5,4,4,5,3,4,2,5,4,2,3,3,4,4,4,2,3,4,4,3,5,2,2,3,2,2,2,3,3,2,2,3,4,3,2,2,2,1,3,5,4,2,1,2,3,3,2,3,4,3,2,1,1,1,4,1,1,1,"Die Auswirkung mehrerer Wahnehmungsprozesse auf die weiteren Wahrnehmungen.",1,3.75,1.75,2,2,2.25,1.75,2.25,2.5,2.75,3.5,3.2,2.5,2,2.2,1.6,2.25,2,2,3,4,2,2.75,2.37142857142857,2.42222222222222,2.3968253968254,NA,1,3.943139615922694,3.9431206217051304
443,"12/7/2017 15:17:15",6,1,18,1,4,5,5,3,1,2,2,2,5,2,4,2,2,3,1,3,2,4,3,4,4,3,1,1,2,2,1,1,3,2,1,5,3,3,4,3,5,3,4,3,2,2,1,5,2,2,4,1,1,3,4,2,3,2,4,3,5,1,2,1,3,1,3,2,4,3,4,4,4,2,2,4,1,3,3,1,5,4,4,4,3,1,3,1,2,4,5,5,3,1,4,1,1,1,"Meiner Meinung nach war das Ziel, Menschen darÃ¼ber nachdenken zu lassen, ob es ihnen wirklich so schlecht geht, wie sie behaupten und, dass es wichtiger ist, sich auf die wirklich wichtigen Dinge im Leben zu konzentrieren, wie Gesundheit, Familie...",1,4,2.75,2,3.25,4.75,3,2.5,3,2.75,4.25,4.6,3.5,4,2.4,2.4,1,3,3,2,4.33333333333333,3,3.75,3.23928571428571,2.76481481481481,3.00205026455026,NA,1,4.311680031110908,4.311695699834353
444,"12/7/2017 15:17:32",5,1,18,1,2,5,3,5,3,2,3,3,4,2,3,2,3,2,2,3,3,3,2,3,4,3,2,4,3,4,2,2,3,3,1,4,1,4,4,3,5,4,2,2,2,3,2,5,3,3,3,2,3,4,4,3,3,3,5,2,5,2,2,2,1,1,2,4,4,4,3,4,2,4,4,4,2,2,3,2,2,3,3,2,4,2,4,4,3,2,2,2,1,1,4,1,1,2,"Anfangs: SelbstwertgefÃ¼hl, Beziehungen, Gesellschaft<br>Die verstÃ¶renden Bilder habe ich nicht verstanden und fand ich unpassend.",1.2,3,2.5,3,2.75,3.25,1.5,3.75,3.75,3,3.25,3.8,3.25,4,2.4,2,1.5,2,2,4,2.66666666666667,3.25,3.5,3,2.59074074074074,2.79537037037037,NA,1,4.314249779271772,4.314262293892861
446,"12/7/2017 15:17:55",5,2,19,1,2,2,2,5,3,5,4,4,1,1,4,1,1,1,3,3,2,3,2,2,4,3,2,2,3,2,2,2,2,4,3,2,2,2,2,3,1,3,2,3,1,2,2,2,2,4,4,3,2,2,3,2,2,3,3,1,1,3,5,1,1,5,5,5,5,1,2,5,3,2,5,5,5,3,3,4,3,3,3,1,5,3,5,3,1,3,3,3,4,2,3,1,2,1,"Wie die Jahreszeit einen Menschen beeinflusst",4.4,2.5,3,4.25,2.75,3.5,3,4,4.25,2.5,4.5,3.6,4.25,3,3.4,3,2.5,2.66666666666667,1.4,3.75,3,4.5,4.5,3.53571428571429,3.19074074074074,3.36322751322751,NA,1,4.316768802737067,4.316779143354012
449,"12/7/2017 15:18:09",6,1,19,1,1,5,4,5,4,2,5,2,5,3,2,3,1,3,4,1,4,4,1,5,5,2,3,3,4,2,1,5,3,4,1,4,2,3,4,2,5,4,1,1,1,5,3,5,4,5,3,3,4,2,5,2,2,1,3,2,5,1,1,3,1,3,1,4,2,1,1,4,3,2,1,1,3,1,2,5,4,1,1,1,4,4,4,3,2,4,1,1,4,1,5,1,1,1,"Das Ziel der Studie war es vielleicht, die GefÃ¼hlslage der Menschen in Bezug auf ihre Umwelt zu erforschen.",1.2,2.75,3.75,2.5,1,2.75,2.75,4.75,3.75,3.25,2.5,2.8,2.5,5,2.8,1,2.75,1.33333333333333,1.2,3.25,4,1,3.5,2.94642857142857,2.31481481481481,2.63062169312169,NA,1,4.733185256814742,4.733188538072365
450,"12/7/2017 15:18:22",7,2,21,1,2,1,1,4,3,2,2,1,3,2,3,2,4,1,2,3,1,4,3,2,4,3,3,2,3,4,3,4,3,3,2,3,3,2,3,3,1,2,4,4,2,2,2,1,1,3,3,2,3,3,3,3,2,4,2,3,1,3,4,4,3,3,3,4,4,4,3,5,2,4,4,4,2,3,4,4,2,3,5,4,3,4,5,4,3,4,4,4,1,3,2,4,4,3,"K.A.",4.6,3.5,3.25,4,2.75,3,3,3.25,2.5,3.25,4,3.6,4.5,2.66666666666667,3.2,3.2,3.75,3.66666666666667,3.4,3.75,2,3.75,4.5,3.41904761904762,3.46851851851852,3.44378306878307,NA,1,5.649037862077383,5.64903863378668
451,"12/7/2017 15:54:56",6,2,21,1,3,2,2,4,4,2,4,2,2,5,2,5,2,2,5,3,4,4,3,3,4,4,3,5,3,4,3,4,4,3,1,3,3,2,4,2,1,3,4,4,4,4,4,1,4,3,4,3,4,4,4,3,4,2,4,3,1,2,3,2,2,2,2,3,3,3,3,4,3,2,3,2,1,2,4,3,4,2,2,3,3,2,3,2,3,4,2,3,2,2,4,2,2,2,"Empfindungen erforschen",4.4,3.25,3,4,2,2.5,2.5,2.5,3,2.5,1.25,2.2,2.25,3.66666666666667,2.2,2.2,2,2.66666666666667,2.6,2.5,3.66666666666667,2.5,3.5,2.78690476190476,2.64814814814815,2.71752645502646,NA,1,6.2392617824991214,6.239262023854908
483,"12/13/2017 14:45:53",1,1,25,1,2,4,3,4,1,5,3,2,4,1,5,3,2,1,5,2,4,4,5,2,4,4,2,3,3,3,4,4,2,3,2,2,2,2,2,4,4,2,4,3,2,2,5,4,2,4,3,2,3,2,5,2,3,2,5,4,2,2,3,4,1,2,5,4,2,3,3,4,1,4,2,3,3,3,2,4,1,1,2,2,4,3,2,4,3,2,2,4,3,2,4,2,5,1," ",2.8,3.25,3.25,3,2,3.25,2.5,2.5,3,2.5,3.75,2.8,3.5,3.66666666666667,3,3.6,2.75,2,2.2,4,2,2.25,2.5,2.98333333333333,2.7,2.84166666666667,NA,1,3.8068794971060345,3.806886524603498
484,"12/13/2017 14:45:58",5,1,21,1,2,1,2,3,1,2,3,5,4,2,4,1,2,4,4,4,2,3,3,3,4,3,2,3,2,2,1,3,4,4,1,3,2,2,1,5,1,3,4,3,2,1,2,1,1,3,5,3,1,5,3,4,2,4,3,3,1,1,4,3,2,4,2,1,4,3,3,4,4,3,2,5,1,1,5,2,4,4,2,3,3,2,4,1,3,4,4,4,2,1,3,2,1,2," ",4.6,2,2,2.25,2.75,4.75,3.5,3.25,3.5,3.25,4.25,3,4,3.33333333333333,2,1.6,2.75,3.33333333333333,2.8,2,3.66666666666667,3.75,4,3.31666666666667,2.87777777777778,3.09722222222222,NA,1,3.808441126950387,3.808448118612203
489,"12/13/2017 14:46:25",6,2,22,1,2,5,4,3,3,4,3,2,2,3,3,2,4,4,4,3,3,3,2,3,3,4,4,4,3,4,3,3,4,3,3,4,3,2,4,4,5,3,2,4,5,3,4,5,4,3,4,4,3,3,4,3,2,4,3,3,4,3,2,1,1,2,3,3,1,3,2,2,4,2,3,2,1,3,4,2,4,3,4,2,2,2,3,2,3,3,3,2,4,2,4,1,2,2,"Zu erfahren wie lange Menschen unangenehme Bilder ansehen, ohne von sich aus zum nÃ¤chsten Bild weiterzuklicken, in AbhÃ¤ngigkeit von ihrer Selbstwahrnehmung hinsichtlich Erfolg in Karriere, Beziehung und Sozialleben",1.4,3.25,3,2.5,2.75,3,3,4,2.75,2,3,2,2.25,2.33333333333333,2.8,2.6,1.5,3,2,2.25,4,2.5,2.25,2.65952380952381,2.54444444444444,2.60198412698413,NA,1,4.148679973739361,4.148687679459978
493,"12/13/2017 15:39:02",5,1,20,1,3,5,5,3,3,4,4,3,5,3,3,2,2,2,3,3,3,2,3,3,4,3,4,5,3,3,4,3,3,3,4,5,3,2,4,4,5,3,4,2,3,3,3,5,4,4,4,3,3,3,4,3,3,4,2,2,5,1,2,4,4,2,2,2,3,3,2,2,4,1,4,4,1,2,2,1,2,2,2,2,2,4,2,3,4,2,1,3,4,1,4,2,2,2,"Untersuchung von Bindungsverhalten",1,2.75,3,2,2.25,2.75,3.5,2.75,3.75,2.25,2.75,2.8,2.75,2.66666666666667,2.2,1.8,3,1.33333333333333,3,2,3.33333333333333,3,2.25,2.64047619047619,2.43518518518519,2.53783068783069,NA,1,4.1506203715712715,4.15062712738843
496,"12/13/2017 15:55:25",3,2,24,1,5,2,3,3,3,2,4,4,3,3,1,5,3,2,2,4,3,4,3,3,2,4,1,4,3,2,4,1,4,5,3,2,4,3,3,2,5,2,4,3,2,5,3,2,5,2,3,1,5,4,3,2,5,1,4,3,4,5,1,2,2,4,4,3,2,3,3,4,2,3,3,5,4,2,5,4,3,3,3,4,3,1,3,4,2,4,3,3,3,2,4,3,2,2," ",3,2.75,3.25,3.5,3.5,2.25,3,1.75,2.5,3,1.75,3.8,2.75,3.66666666666667,3.4,3.2,2.5,3.33333333333333,2.6,3.25,3,3,3.25,2.89047619047619,3.05925925925926,2.97486772486772,NA,1,3.4044512277694987,3.404440920642683
501,"12/14/2017 8:49:48",6,1,23,3,3,4,4,5,3,3,4,3,3,4,4,4,4,2,3,3,3,3,3,3,4,3,3,4,3,3,3,4,3,3,3,4,3,4,4,3,5,4,3,4,4,4,3,4,4,4,4,3,3,3,4,4,3,4,5,3,4,2,3,2,2,2,3,1,2,3,2,3,3,2,2,3,2,2,3,3,3,3,2,2,2,2,3,2,2,2,2,2,5,1,3,1,2,2,"keine Ahnung",1.8,2.5,2.5,3,2,3,1.75,3,2.75,2.5,2,3,2.5,2.33333333333333,3,2.2,1.75,2,2,1.75,3,2.75,2.5,2.47380952380952,2.32777777777778,2.40079365079365,NA,1,3.694963731099702,3.694970705982139
509,"12/14/2017 9:41:19",4,1,25,1,4,3,4,4,3,3,3,4,3,2,4,3,3,3,4,4,2,3,2,3,4,2,2,3,4,2,4,4,4,3,1,5,2,4,3,4,1,4,4,3,2,2,4,4,2,3,3,4,4,3,3,3,4,2,3,3,3,2,2,3,2,2,2,2,4,2,2,3,2,2,2,2,3,2,4,3,4,4,4,2,3,4,4,3,2,3,3,2,4,2,3,2,2,2,"Beziehungsstatus in Korrelation mit 'Schockbildern', derzeitige GefÃ¼hlslage und wie schnell werden unangenehme Bilder weggeklickt",2.8,2.75,2.25,2.5,2.5,2.25,2.75,2.5,3.25,3.25,3.5,2.4,3.75,4,3.2,2,2.75,3,2,2.5,3,2.5,3.5,2.88928571428571,2.71666666666667,2.80297619047619,NA,1,3.3729605161776397,3.3729495365334032
512,"12/14/2017 11:09:56",5,1,24,1,5,3,4,5,4,4,5,4,3,3,4,4,3,3,5,3,4,4,5,5,5,5,3,3,4,3,4,5,5,5,3,4,4,3,3,4,1,4,4,3,4,3,4,3,3,5,4,5,4,4,5,5,3,3,4,4,1,1,2,3,2,4,1,3,1,2,3,2,4,2,4,3,1,1,3,4,4,3,4,2,3,3,2,1,4,2,3,3,4,1,5,2,1,1,"Herauszufinden wie die Reaktion auf Unangenehmes ist, wenn man zuvor auf die eigenen Emotionen sensibilisiert wurde,",3.6,1.25,2.25,2.5,1,2,2.25,1.75,2.25,2,2.75,1.6,2,3,3,1.4,3,2.33333333333333,2.4,2.25,4.33333333333333,3,1.75,2.15714285714286,2.60740740740741,2.38227513227513,NA,1,3.373761398241617,3.373749436871334
530,"12/18/2017 15:41:56",6,1,25,1,4,4,4,5,4,2,4,3,2,3,4,3,4,2,3,4,3,4,4,3,3,3,3,2,4,5,4,4,4,3,4,2,4,5,4,4,1,5,4,4,4,4,3,2,3,3,4,4,4,5,4,4,3,4,4,4,1,1,3,1,1,1,2,3,2,3,3,2,3,2,1,3,2,2,3,4,2,3,4,2,2,2,2,1,2,2,2,1,3,1,4,1,2,2,"aktuelle emotionale Lage --> Verarbeitungsgeschwindigkeit",4,2.75,1.5,3,2.25,2,1.25,2.25,2,2.75,3,2.6,2.75,2,3.2,2,1.25,2,1.6,2,3,2.5,2,2.43571428571429,2.17222222222222,2.30396825396825,NA,1,3.6604807850390366,3.660487699849951
532,"12/18/2017 16:22:06",6,1,25,1,2,4,4,2,3,4,4,2,3,4,2,4,2,4,3,3,3,4,3,3,4,3,2,4,2,3,2,3,4,2,4,4,2,2,4,4,4,3,2,3,2,2,3,4,3,4,4,3,3,2,3,2,2,3,2,4,4,2,2,2,3,4,2,2,3,2,2,4,2,4,4,4,1,2,4,4,4,2,2,3,1,2,3,3,3,3,2,2,4,1,4,2,1,4,"Ziel der Stuide war es zu Ã¼berprÃ¼fen, ob die Formulierung bezÃ¼glich bestimmter Emotionen die Bewertung der eigenen Situation beeinflussen.",2,3.5,3.5,2.25,2.5,3.5,3.75,3.75,3,2.25,2.5,3,3.25,2.66666666666667,2.6,1.8,2.5,2.33333333333333,3,2.5,3.33333333333333,3,3.25,2.95833333333333,2.70185185185185,2.83009259259259,NA,1,3.980478899944416,3.9804847047594567
539,"12/18/2017 17:09:17",1,2,20,1,4,3,3,4,2,4,4,2,1,2,3,2,3,2,2,4,4,4,5,3,5,3,1,3,2,2,3,3,1,4,1,4,3,1,2,3,4,3,5,1,2,2,2,5,4,4,4,1,2,3,4,4,4,2,2,4,5,2,4,1,3,1,2,2,3,2,3,4,1,1,1,2,1,2,1,1,2,4,1,2,1,1,2,1,3,2,3,4,4,1,1,1,2,2,"Das Ziel der Studie kÃ¶nnte sein, zu erfahren, wie konkret sich die Teilnehmer Ã¼ber ihre derzeitige Lebenssituation im Klaren sind, bzw ob sie mit dieser auch zufrieden sind.",1.8,2.5,2.75,3.75,2,3.75,3.75,1.5,2.5,2.75,3.75,4.6,2.75,4.66666666666667,1.8,2.2,1,1.66666666666667,2.8,1.25,1.33333333333333,2.75,2.75,3.05833333333333,1.95,2.50416666666667,NA,1,2.6564726774383014,2.6564683397218865
540,"12/18/2017 17:48:10",6,1,22,1,4,5,4,4,3,3,4,4,3,3,3,5,4,2,4,4,3,4,3,4,3,3,4,4,3,3,2,2,5,4,2,5,3,2,4,4,3,5,4,4,3,3,2,5,3,4,4,5,3,5,3,3,3,4,4,4,5,3,3,2,1,2,1,2,2,2,2,2,4,3,5,2,2,2,5,3,5,3,2,2,3,3,2,3,5,3,5,3,4,4,5,2,2,3,"Wahrnehmung von Dingen in AbhÃ¤ngigkeit der momentanen eigenen emotionalen Situation",1.4,2.25,1.75,2.75,3,3.25,2.75,2.5,2.25,2.5,2.25,2,2.75,2.66666666666667,2.6,2,2.25,4.66666666666667,2.8,2.75,4.66666666666667,3.25,2.25,2.43333333333333,3.02592592592593,2.72962962962963,NA,1,2.857741788212514,2.8577364585388048
542,"12/21/2017 14:54:56",8,1,27,1,4,1,3,5,3,5,4,3,3,3,4,3,4,2,3,4,4,3,4,5,4,4,3,4,3,5,3,4,4,4,2,3,3,5,4,4,1,4,5,4,5,3,4,2,4,4,4,4,3,4,4,3,4,5,5,3,1,1,2,1,1,1,1,3,2,2,2,2,3,3,2,2,2,1,2,4,2,3,3,2,4,3,2,4,2,2,4,2,5,1,3,1,1,1,"Emotionenmessung bei angenehmen sowie eher unangenehmen Bildern und WÃ¶rtern",4.4,2.5,2,3,2,3,1,1.75,2.75,1.75,2.75,2.4,1.5,2.33333333333333,3.2,1.2,1.5,2.33333333333333,1.6,3.5,2.66666666666667,2.25,2,2.36666666666667,2.25,2.30833333333333,NA,1,3.499006023228687,3.499012992452081
