"ï..CASE","STARTED","self","Geschlecht","Alter","Orientierung","IN03_41","IN03_42","IN03_43","IN03_44","IN03_45","IN03_46","IN03_47","IN03_48","IN03_49","IN03_50","IN03_51","IN03_52","IN03_53","IN03_54","IN03_55","IN03_56","IN03_57","IN01_01","IN01_02","IN01_03","IN01_04","IN01_05","IN01_06","IN01_07","IN01_08","IN01_09","IN01_10","IN01_11","IN01_12","IN01_13","IN01_14","IN01_15","IN01_16","IN01_17","IN01_18","IN01_19","IN01_20","IN04_21","IN04_22","IN04_23","IN04_24","IN04_25","IN04_26","IN04_27","IN04_28","IN04_29","IN04_30","IN04_31","IN04_32","IN04_33","IN04_34","IN04_35","IN04_36","IN04_37","IN04_38","IN04_39","IN04_40","IN02_21","IN02_22","IN02_23","IN02_24","IN02_25","IN02_26","IN02_27","IN02_28","IN02_29","IN02_30","IN02_31","IN02_32","IN02_33","IN02_34","IN02_35","IN02_36","IN02_37","IN05_01","IN05_02","IN05_03","IN05_04","IN05_05","IN05_06","IN05_07","IN05_08","IN05_09","IN05_10","IN05_11","IN05_12","IN05_13","IN05_14","IN05_15","IN05_16","IN05_17","IN05_18","IN05_19","IN05_20","Ziele","IntimitÃ.t_Bindung","Geselligkeit","Anderen_helfen","Hilfe_bekommen","Anerkennung_WertschÃ.tzung","Ãœberlegensein_Imponieren","Autonomie","Leistung","Kontrolle","Bildung_Verstehen","Glauben_Sinn","Leben_auskosten","Selbstvertauen_Selbstwert","Selbstbelohnung","Alleinsein_Trennung","GeringschÃ.tzung","Erniedrigung_Blamage","VorwÃ.rfe_Kritik","AbhÃ.ngigkeit_Autonomieverlust","Spannungen","sich_verletzbar_machen","Hilflosigkeit_Ohnmacht","Versagen","INK_AnnÃ.herung","INK_Vermeidung","INK_GES","IAT","Ink_hoch","bf","date"
667,"7/12/2018 12:34:08",5,1,22,1,4,5,5,4,1,2,4,2,4,2,4,5,4,4,2,5,2,4,4,5,5,4,2,3,1,3,1,4,2,2,2,3,3,3,4,4,5,5,5,2,2,2,2,5,2,4,4,2,2,5,4,2,3,1,4,4,4,4,5,1,2,1,2,1,5,2,4,4,3,1,4,1,1,4,2,1,2,2,2,4,1,1,2,1,2,4,2,2,2,2,4,1,2,4,"rauszufinden, ob PersÃ¶nlichkeit die eigene GefÃ¼hlslage stark beeinflusst",1.6,3.5,1.25,1.75,1.75,4.75,2.5,2,2.25,2.5,3,4,3.25,4.33333333333333,1.6,3.2,1,2,2.8,1,3,3,3.75,2.7452380952381,2.37222222222222,2.55873015873016,NA,1,5.621295676010326,"2018/07/12 12:34:08"
668,"7/12/2018 12:34:14",5,1,23,1,5,5,5,5,4,5,5,3,4,4,4,5,5,3,3,4,4,5,5,5,5,4,3,4,3,2,4,5,3,5,2,5,5,3,4,4,5,4,5,3,4,4,3,5,4,5,5,3,4,4,5,5,5,3,5,5,5,1,1,2,1,2,1,1,2,1,1,1,3,2,1,2,1,1,1,1,3,3,1,1,2,3,1,2,1,1,1,1,1,1,3,1,1,1,"Emotionen zu bewerten in PrÃ¼fungsphasen von Studierenden;",1,1.5,2,2,1,2.25,2.25,1,1,1.5,1.75,3,1.75,3.33333333333333,1,1,2,1,1,1.75,3,1.75,1.25,1.80952380952381,1.52777777777778,1.66865079365079,NA,0,NA,"2018/07/12 12:34:14"
669,"7/12/2018 12:34:20",4,1,24,1,5,4,4,4,2,2,4,1,3,4,3,3,3,3,2,3,4,2,2,4,3,3,3,5,3,4,2,3,1,3,2,4,4,4,4,3,5,3,5,2,4,4,2,5,4,3,5,3,3,3,4,3,3,2,4,2,5,2,3,1,2,1,2,4,3,4,3,4,3,4,4,3,2,3,4,2,3,3,3,2,4,1,4,4,3,2,4,2,4,3,5,3,3,2,"Untersuchung des emotionalen Empfindens",1.4,3.5,3,2.75,2.5,3.5,2,2.25,3.25,2.5,2,3.8,2,4,3,2.6,1.5,3.66666666666667,2.2,4,3.66666666666667,3.25,3.25,2.74642857142857,3.01481481481481,2.88062169312169,NA,1,5.154958575205666,"2018/07/12 12:34:20"
670,"7/12/2018 12:34:27",6,1,22,1,5,3,5,3,1,3,5,2,5,3,2,2,3,2,2,4,2,4,5,3,4,5,1,1,2,4,4,4,2,3,1,1,2,2,4,4,1,2,5,2,3,3,2,1,3,3,5,2,2,5,4,3,5,3,2,4,1,1,3,1,2,1,1,1,2,2,2,3,2,1,1,3,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,2,"Den Zusammenhang zwischen Merkmalen der PersÃ¶nlichkeit und die Sicht Ã¼ber einen Selbst herstellen",4.6,3.25,2.75,2,1.75,3.75,3.25,1,2.75,1.75,3.75,4.2,3.25,4,1.8,1.2,1,1.33333333333333,1.4,1,2,2.25,1.75,3.00357142857143,1.52592592592593,2.26474867724868,NA,1,5.574552870415637,"2018/07/12 12:34:27"
671,"7/12/2018 13:58:10",5,1,22,1,3,4,4,3,2,3,4,4,4,3,3,2,2,3,3,3,4,4,3,4,4,3,3,4,3,3,3,4,4,4,3,4,4,4,3,4,4,3,3,3,4,4,4,4,3,3,3,3,3,3,3,4,3,3,3,3,4,2,2,1,2,2,2,1,2,2,2,2,4,2,2,2,1,1,2,2,4,2,2,2,2,1,1,2,2,2,2,3,3,2,4,1,1,2,"/",2,2.25,3,2.25,2.25,3.25,2.75,3,2.75,3,2.75,2.6,2.25,3,2,1.6,1.25,2,2.2,1.75,4,2,1.75,2.65,2.06111111111111,2.35555555555556,NA,1,5.575916449786673,"2018/07/12 13:58:10"
672,"7/12/2018 15:24:17",4,1,23,1,4,5,3,4,1,3,4,4,2,4,3,3,5,2,2,5,3,4,4,4,4,3,3,4,3,3,2,4,5,4,1,5,3,2,5,4,4,5,4,2,2,3,5,5,3,4,5,4,4,5,4,4,4,2,5,5,5,3,2,1,1,2,1,2,2,2,2,3,3,2,4,3,3,1,4,3,4,1,2,2,2,1,1,2,4,2,2,1,2,2,5,1,1,1,"Selbstwert je nach Situation",1.2,2,1.5,3.25,2,3.5,2.5,2,1.75,2,2.5,2.2,3,4.33333333333333,2.4,1.6,1.25,2.66666666666667,1.8,2,4,2.5,2,2.40952380952381,2.2462962962963,2.32791005291005,NA,1,5.11462251342034,"2018/07/12 15:24:17"
673,"7/12/2018 15:25:01",6,1,22,1,4,4,4,4,3,3,3,4,3,3,3,2,3,2,3,4,4,4,4,4,4,3,4,3,3,3,3,4,4,5,3,2,2,3,4,4,3,3,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,4,3,2,4,3,3,2,2,2,3,2,2,3,3,2,3,2,2,2,3,2,3,4,4,3,3,2,3,3,2,2,3,3,4,2,4,1,2,3,"priming",3,1.75,2.5,2.75,2.25,2.75,2.75,2,2.75,2.5,3.25,2.4,2.25,2.33333333333333,2.8,2,2,2.66666666666667,2.8,2.5,3.33333333333333,3.25,2.75,2.51666666666667,2.67777777777778,2.59722222222222,NA,1,5.529685220428922,"2018/07/12 15:25:01"
677,"7/26/2018 11:09:24",3,2,22,1,3,4,3,4,3,5,3,3,3,3,3,4,5,3,4,4,4,4,5,4,4,3,3,1,3,3,3,3,2,3,2,3,3,3,4,2,5,4,5,3,3,3,4,4,3,3,4,4,4,3,4,3,4,4,5,4,5,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1,3,2,3,1,1,3,3,1,1,1,2,1,2,2,1,1,2,1,1,1,"kein Ziel zu erkennen",1.8,3,2.5,3.25,2.5,2.75,2.25,1.75,2,2,3.25,2.6,2.5,3,1.2,1,1,2,1.8,1.5,3,1.5,1,2.51071428571429,1.55555555555556,2.03313492063492,NA,0,NA,"2018/07/26 11:09:24"
678,"7/26/2018 12:02:52",8,2,21,1,4,4,3,4,3,4,4,5,3,3,3,2,3,4,4,4,3,4,4,3,4,4,5,4,3,5,3,4,5,5,4,4,3,3,3,4,1,4,4,4,3,3,4,2,4,4,5,5,3,4,4,5,4,4,3,4,1,2,2,2,3,4,2,1,3,2,3,4,3,2,5,4,3,2,4,3,4,3,2,2,1,2,3,3,3,3,4,3,4,3,2,1,1,1,"Hinterfragung des SelbstwertgefÃ¼hls",3.6,1.25,2.25,2.5,2,3,2.25,2,2.5,2,3,1.4,2.75,2,2.8,2,2.25,3.66666666666667,2.4,1.75,3,3.5,3.25,2.32142857142857,2.73518518518519,2.52830687830688,NA,1,6.850233409981131,"2018/07/26 12:02:52"
679,"7/26/2018 12:07:09",6,2,20,1,4,3,3,5,5,4,5,5,4,4,4,1,4,3,4,4,4,5,4,5,5,5,4,5,4,4,4,5,4,4,4,4,5,5,5,4,1,5,4,4,4,4,4,2,5,4,5,4,4,4,5,4,4,4,5,5,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,2,2,2,1,2,1,1,1,1,1,2,2,1,1,2,1,1,1,"Die GeÃ¼hlslage und emotionale Situation der Menschen zu erfassen und zu verstehen.",3.8,1.75,1.75,2.5,1,1.75,1.25,2,1.25,1.25,2.5,2,1.5,2,1.6,1,1,1.66666666666667,1.2,1.25,2,1.25,1,1.87857142857143,1.32962962962963,1.60410052910053,NA,0,NA,"2018/07/26 12:07:09"
680,"7/26/2018 12:19:17",7,1,23,1,4,3,4,5,3,3,5,5,4,3,4,2,4,3,5,4,4,5,4,4,5,4,4,3,3,4,3,4,5,5,4,4,4,4,3,4,1,4,4,5,4,4,4,2,5,5,4,4,4,4,4,5,3,4,4,4,2,1,1,2,1,1,1,1,2,1,2,2,3,1,1,1,3,1,3,3,2,1,1,1,1,2,1,3,3,1,2,1,3,1,3,1,1,2,"weiÃŸ ich nicht",3.6,1,2,2.25,1.5,2.75,1.75,2.25,1.75,2.5,3,1.6,1.75,1.66666666666667,2.2,1.2,1.5,2,1.6,1.5,2.66666666666667,1,1.5,2.09761904761905,1.68518518518519,1.89140211640212,NA,0,NA,"2018/07/26 12:19:17"
681,"7/26/2018 14:37:01",7,2,19,1,4,4,4,5,3,4,4,4,4,3,3,1,5,4,4,4,2,5,3,3,4,4,4,4,3,5,3,4,4,4,5,3,4,5,3,4,1,3,3,4,4,4,4,2,2,3,3,3,3,3,4,4,5,4,5,4,1,2,2,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,3,2,2,2,3,2,2,2,1,3,1,2,1,"Die Studie soll aufzeigen, inwieweit Menschen sich selbst wertschÃ¤tzen und akzeptieren.",3.8,2.25,2.75,2,2,3,1,2.25,1.5,2.5,3,2.2,3.25,1.66666666666667,2,2,1.75,1.66666666666667,1.4,1.75,2,1.75,2,2.36904761904762,1.81296296296296,2.09100529100529,NA,0,NA,"2018/07/26 14:37:01"
682,"7/26/2018 15:52:18",7,2,21,1,4,4,4,4,4,4,5,4,5,3,5,4,4,4,3,4,5,4,4,5,5,4,4,5,4,5,4,5,3,3,4,4,4,3,5,4,1,5,4,5,5,4,3,3,5,4,3,4,5,5,5,3,5,5,2,4,2,1,1,1,2,1,1,1,2,1,1,2,3,2,4,4,1,1,2,2,3,2,1,3,2,2,2,1,3,1,2,2,1,1,1,1,1,2,"Keine Anhnung",3.2,2.5,1.25,1.75,1,1.75,2.5,1.75,2,2,2,2.6,1,1.33333333333333,1.2,1,1.25,1.66666666666667,2.4,1.5,2.33333333333333,2.75,1.75,1.90238095238095,1.76111111111111,1.83174603174603,NA,0,NA,"2018/07/26 15:52:18"
683,"7/26/2018 17:42:04",3,1,21,1,2,5,4,4,3,3,4,5,5,4,4,3,4,3,2,4,4,4,5,4,4,3,2,3,2,4,4,4,3,3,2,3,4,3,3,4,5,4,5,3,3,3,3,5,3,4,4,3,3,4,4,4,3,3,4,3,5,2,2,2,2,1,2,3,2,2,2,2,2,1,2,2,2,2,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,1,2,1,2,2,"Selbstwahrnehmung",1.4,2,2,2,2,3,2.25,2.25,2.25,2.75,2.75,3.4,2.5,3.33333333333333,2,2,1.75,2,2,2,2.33333333333333,2,2,2.4202380952381,2.00925925925926,2.21474867724868,NA,1,5.678901627023717,"2018/07/26 17:42:04"
687,"7/30/2018 15:09:09",7,1,21,1,3,4,4,4,3,4,4,4,4,4,4,2,4,3,4,4,4,4,4,4,4,2,4,3,3,4,4,4,4,4,4,2,4,4,3,3,2,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,"Selbstwahrnehmung und SelbstwertgefÃ¼hl",3.4,2,2.25,2.5,2,2.5,2,2.25,2,2.75,2.75,2.2,2,2,1.6,1,1,1,1.2,1,1.33333333333333,1,1,2.32857142857143,1.12592592592593,1.72724867724868,NA,0,NA,"2018/07/30 15:09:09"
696,"8/6/2018 12:51:35",3,1,21,1,5,5,5,5,3,5,5,3,5,5,5,5,5,3,4,5,5,5,5,5,4,3,3,3,4,5,3,5,4,3,4,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,5,1,1,1,1,1,1,1,"die Selbstbewusstsein der untersuchten Personen einzuschÃ¤tzen",1,2,1,1.5,1.25,2.25,1.25,1,1.5,1.5,1.5,1.8,1,1.33333333333333,1,1,1,2.33333333333333,1.2,1,1,1.25,1.25,1.4202380952381,1.22592592592593,1.32308201058201,NA,0,NA,"2018/08/06 12:51:35"
700,"8/6/2018 13:06:06",4,1,24,1,4,5,4,4,3,2,5,5,5,4,3,2,3,3,3,4,2,3,2,2,4,2,2,3,3,4,2,4,4,5,2,5,3,4,3,4,5,4,4,2,1,4,3,5,1,5,4,3,3,4,4,5,3,2,4,4,5,1,3,2,1,1,1,1,5,1,2,4,4,2,5,3,1,1,2,1,4,4,1,3,3,2,3,1,2,4,2,1,2,1,5,1,1,1,"SelbstwertgefÃ¼hl",1,1,2.25,2,1.75,3.25,2,2.75,2.75,3.25,2.75,3,4.5,4,1.2,1.2,1.5,1.66666666666667,1.6,1.75,4.33333333333333,3.75,4,2.58928571428571,2.33333333333333,2.46130952380952,NA,1,5.213016504914634,"2018/08/06 13:06:06"
701,"8/6/2018 14:09:29",6,1,23,1,3,5,5,3,3,2,4,3,4,3,4,3,3,2,3,3,4,2,4,4,4,3,3,1,3,2,3,4,4,4,2,4,3,2,3,3,3,4,4,3,4,4,4,4,3,4,4,3,3,4,4,4,3,3,4,3,5,4,2,3,2,2,1,2,2,1,1,2,4,3,3,2,1,1,2,2,4,3,1,2,2,3,1,2,3,1,2,3,2,1,4,1,1,1," ",1.8,2.25,2.25,2.5,2,3,3.25,2.5,3.25,3,3.25,2.6,2.25,3.33333333333333,1.4,1.6,2.25,1.66666666666667,2.2,2.25,4,2.5,1.5,2.65952380952381,2.15185185185185,2.40568783068783,NA,1,5.632674742912381,"2018/08/06 14:09:29"
702,"8/6/2018 14:10:50",6,1,23,1,4,5,5,5,3,4,5,5,5,5,3,3,4,3,4,4,4,3,4,5,5,3,5,3,3,5,3,5,4,4,4,5,4,5,4,5,5,3,3,3,4,5,5,5,5,4,4,4,3,4,5,5,3,5,5,4,5,1,1,3,2,1,1,2,2,1,1,1,3,2,1,2,1,1,2,1,3,2,3,1,1,3,2,1,2,1,3,1,5,1,3,1,1,1,"Selbstkonzept",1,1.5,2.5,1.5,1,3,1,2.5,2.25,2.25,2,1.6,1.5,2,2.2,1,2,2,1.4,1.5,3,1.5,1.5,1.82857142857143,1.78888888888889,1.80873015873016,NA,0,NA,"2018/08/06 14:10:50"
707,"9/10/2018 11:18:20",6,1,16,1,2,4,4,4,3,5,3,4,3,3,3,4,4,3,4,2,3,4,3,3,3,4,3,5,4,2,4,3,3,5,4,5,4,4,4,5,2,4,3,4,4,2,3,3,3,4,4,3,4,3,4,4,3,4,4,4,2,2,3,3,2,3,3,4,4,4,3,4,3,3,3,2,2,3,3,3,4,4,4,4,4,3,3,2,4,4,4,4,4,2,5,3,2,4,"SelbsteinschÃ¤tzung von Jugendlichen in Thema Freunde, Schule und Familie",2.8,1.75,3,2.25,2.75,2.25,2.5,3.25,2,1.75,2.5,2.8,2.75,2,3.4,2.6,3,3,3.6,3.25,4,3,3.75,2.45357142857143,3.28888888888889,2.87123015873016,NA,1,6.095717489724725,"2018/09/10 11:18:20"
708,"9/10/2018 11:19:24",5,1,16,1,5,3,4,4,1,2,3,3,3,4,1,1,4,2,1,4,2,2,5,3,4,4,3,2,2,4,5,5,3,2,2,1,3,1,4,5,1,4,5,2,3,2,2,1,2,2,5,2,2,1,3,2,4,2,4,2,1,2,4,2,1,1,4,1,3,4,4,5,3,4,2,5,1,4,4,4,4,2,4,2,4,2,3,3,4,4,3,4,1,1,4,1,1,2,"die SelbsteinschÃ¤tzung der Jugendlichen zu testen",4.6,3.75,3.5,2.5,2.25,3.5,2.75,1.25,3.25,2.25,3.75,3.8,3.5,4,2.8,3,1.5,2.66666666666667,2.6,3,3.66666666666667,3.25,3.75,3.18928571428571,2.91481481481482,3.05205026455026,NA,1,6.097244054591128,"2018/09/10 11:19:24"
709,"9/10/2018 11:19:54",6,1,16,1,3,4,5,4,2,3,5,4,5,5,3,1,4,3,4,4,4,4,4,4,4,4,3,2,2,4,4,4,5,3,4,2,5,3,4,5,1,3,4,4,4,5,3,2,3,3,5,4,3,4,5,3,3,4,4,4,1,1,1,2,2,2,1,1,1,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,2,1,2,1,2,1,2,1,1,1,"herauszufinden ob man sich selbst so einschÃ¤tzt wie andere einen sehen oder nicht",4,2.75,2.5,1.5,1.5,3.25,2.25,2.5,1.75,2,2.75,2.2,2.25,2,1.6,1.2,1.75,1.33333333333333,1.4,1.25,2,1,1,2.37142857142857,1.39259259259259,1.88201058201058,NA,0,NA,"2018/09/10 11:19:54"
711,"9/10/2018 11:21:47",5,1,15,1,2,1,2,4,2,4,4,2,1,1,2,1,2,1,1,3,1,4,3,2,4,2,3,2,3,3,2,5,3,4,1,3,4,3,5,5,3,3,5,5,2,3,2,1,1,3,5,2,2,4,2,3,4,2,4,3,1,1,4,4,3,3,1,2,5,5,4,4,4,5,3,1,5,3,4,4,5,4,5,3,2,1,4,5,3,5,4,4,5,1,5,1,2,3,"SelbsteinschÃ¤tzung",4.2,3,3,3.75,2.25,3.75,2.5,2.5,2.75,2,4.25,3.8,4.5,3.33333333333333,4.8,2.2,2.25,3,3.2,3.5,4.66666666666667,3,4.5,3.25595238095238,3.45740740740741,3.35667989417989,NA,1,6.098743197496756,"2018/09/10 11:21:47"
712,"9/10/2018 11:26:30",6,1,15,1,1,3,5,3,3,3,4,4,4,1,2,3,2,5,2,1,2,3,3,4,5,3,3,3,3,2,1,3,5,5,5,5,4,4,3,4,3,4,5,4,4,3,3,3,3,4,4,5,5,4,4,4,2,4,2,3,2,2,2,2,3,1,2,3,5,2,2,5,3,4,4,5,4,2,4,2,3,3,3,4,4,4,5,4,5,2,2,2,4,2,4,3,2,2,"Selbstwarhnehmung von Menschen/Jugendlichen",2.8,1.75,3.25,1.5,2,3,3.25,3.25,3,2.75,3.5,2.4,2.75,1.66666666666667,3,2,2.5,2.66666666666667,3.2,3.75,3.33333333333333,3.5,4.25,2.63333333333333,3.13333333333333,2.88333333333333,NA,1,6.611063628573512,"2018/09/10 11:26:30"
713,"9/10/2018 11:26:45",5,1,16,3,3,4,4,4,3,5,3,3,5,5,3,2,3,4,2,3,3,4,3,4,4,4,2,1,3,4,2,3,2,3,4,1,4,3,5,5,1,3,5,3,5,2,3,2,2,3,4,2,3,3,3,4,2,3,4,3,1,5,5,2,1,2,2,1,3,2,2,4,3,1,4,3,2,3,2,4,2,5,5,2,2,1,4,2,4,5,3,5,4,2,5,3,1,2,"Wie das Gehirn unterschiedlich formulierte Fragen aufnimmt",4.2,2.75,3,1.5,2.75,3.25,2.25,2.75,2.5,1.5,3.5,3.8,2.5,2.66666666666667,3.4,2.6,2,2.33333333333333,2.8,1.5,3.33333333333333,4.25,4,2.7797619047619,2.91296296296296,2.84636243386243,NA,1,6.612874895465456,"2018/09/10 11:26:45"
714,"9/10/2018 11:45:58",5,1,16,1,3,5,3,4,3,4,3,4,4,2,5,2,4,2,4,5,2,4,2,1,3,4,2,4,3,4,4,3,4,2,1,3,3,5,3,4,1,5,5,1,1,2,4,3,1,3,4,5,3,5,3,4,3,1,5,4,2,3,4,1,1,1,4,1,3,4,3,5,1,1,1,2,5,3,4,2,2,4,4,1,2,1,3,1,1,4,4,2,1,3,4,1,3,1,"SelbsteinschÃ¤tzung von Menschen jeglicher Art festzustellen eventuell abhÃ¤ning von der sexuellen Orientierung",3.2,2.75,1,2.75,3,2.75,1.5,2.75,2.25,2.25,3.5,2.2,4.75,5,3.2,3.2,1,3.66666666666667,1.2,1.25,2.33333333333333,2.75,3.75,2.83214285714286,2.48333333333333,2.65773809523809,NA,1,6.614656534949175,"2018/09/10 11:45:58"
715,"9/10/2018 14:35:46",3,2,21,1,4,3,3,4,3,4,4,5,4,4,4,3,4,3,3,4,4,5,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,3,4,1,4,4,3,4,3,4,3,4,4,5,4,4,4,4,4,4,3,4,4,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,1,1,1,3,3,1,1,1,2,1,1,1,2,1,2,1,2,2,2,1,1,2,"zusammenhÃ¤nge zwischen figuren und gefÃ¼hlen",3.6,1.75,2,2.5,2,2.25,2,2,1.75,2,2.5,2.4,2,2.66666666666667,1.6,1.4,1,1.66666666666667,1.6,1.25,2.33333333333333,1.5,1,2.24404761904762,1.48333333333333,1.86369047619048,NA,0,NA,"2018/09/10 14:35:46"
716,"9/10/2018 14:35:52",4,2,21,1,2,4,4,4,3,2,4,4,4,3,5,1,2,3,2,4,2,3,4,4,4,3,2,3,4,4,4,4,4,4,3,5,4,2,4,4,5,5,4,3,2,3,3,4,3,4,4,3,4,4,4,4,3,3,3,3,5,2,2,2,2,1,2,3,2,2,3,2,2,4,3,2,5,2,2,1,2,2,1,2,5,3,3,2,3,2,3,2,4,2,4,3,2,4,"ich denke das ziel dieser Studie ist es die psyche der befragten bezÃ¼glicher bestimmter Aspekte wie beispielsweise Innerer StÃ¤rke und mentale Gesundheit zu untersuchen und die hÃ¤ufigkeit von anzeichen fÃ¼r depressionen zu bestimmen.",1.4,2,1.5,2.25,2,2.25,2.75,2.75,3,2.75,3.5,3.2,3.25,3,2.6,2.2,2.25,2.33333333333333,2.6,3.5,2.66666666666667,2.25,2.25,2.54285714285714,2.51666666666667,2.5297619047619,NA,1,6.050320402148171,"2018/09/10 14:35:52"
731,"10/24/2018 8:18:35",5,1,22,1,3,3,4,4,2,5,3,3,2,3,2,2,3,2,5,3,3,3,4,4,5,4,4,2,2,4,3,4,3,4,3,2,3,4,4,4,2,2,4,3,3,3,3,2,3,4,5,3,2,2,4,4,3,3,4,3,2,2,2,2,1,1,2,2,2,3,2,2,3,2,3,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,"Neutrale WÃ¶rter Ã¼ber geometrische Eigenschaften (z.B. quadratisch, rautenfÃ¶rmig) mit negativ besetzten Eigenschaften (z.B. erfolglos, dumm) zu koppeln",3.8,2.25,3.75,3,2,3.75,2,2.5,3,1.5,3.5,2.4,2.75,3,2.6,2,1.75,2,1.8,2,3,2.25,2,2.8,2.15555555555556,2.47777777777778,0.193496406219472,1,6.051649998362909,"2018/10/24 08:18:35"
732,"10/24/2018 8:20:39",4,1,61,1,4,5,4,5,2,3,3,2,4,4,5,3,3,2,3,5,4,3,4,4,3,2,3,4,3,3,3,3,5,4,1,4,4,4,4,4,5,5,5,1,3,3,2,5,3,4,4,2,2,5,3,3,4,4,5,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,1,1,1," ",1.2,2.75,1,2.5,3,3.5,1.75,1.75,2.5,2.75,2.5,3,2.5,4,1.4,1,1,1,1,1,2,1,1,2.47857142857143,1.15555555555556,1.81706349206349,0.0575854143240244,0,NA,"2018/10/24 08:20:39"
733,"10/24/2018 8:21:25",5,1,22,1,4,4,4,4,3,5,5,5,5,2,4,1,3,3,4,4,2,3,4,4,4,3,4,2,3,4,3,3,5,4,3,4,2,4,5,5,2,3,4,4,4,3,3,4,3,4,5,4,2,4,2,4,3,3,4,2,5,2,5,4,3,3,3,1,2,3,2,4,4,2,4,2,4,2,4,3,3,2,4,2,2,2,3,3,2,3,2,2,5,1,5,1,2,3,"Einfluss von Musik auf Emotionen",2.2,1.75,2.25,1.75,2.5,3.25,2,2.25,3.5,1.5,4,2,2.75,2.66666666666667,3.8,2.2,2.5,2.33333333333333,2.4,2,4,3.25,3,2.4547619047619,2.83148148148148,2.64312169312169,0.602065563763742,1,6.052954370222551,"2018/10/24 08:21:25"
734,"10/24/2018 8:26:11",6,2,22,1,2,3,5,3,2,4,1,2,3,3,2,1,2,3,1,2,3,4,3,4,2,3,3,3,4,5,4,2,2,1,5,2,4,2,1,3,1,2,4,3,1,1,3,1,3,2,3,2,3,5,2,1,4,3,3,4,1,2,1,2,3,3,4,1,2,1,3,3,4,1,3,4,1,4,3,4,2,1,4,3,1,4,3,1,4,3,5,3,1,1,1,2,4,4,"Zusammenhang zwischen GefÃ¼hle/Laune  und Musik  zu finden",4.4,4.5,3.25,2.5,4.25,2.75,2.75,2.75,2.5,3.25,4,3.8,3.25,2.33333333333333,2.2,3.4,2.75,3,3.4,1,2.33333333333333,2.25,2.75,3.30595238095238,2.56481481481481,2.9353835978836,0.216648576292902,1,6.560495721303862,"2018/10/24 08:26:11"
735,"10/24/2018 9:18:24",4,1,19,1,4,2,3,3,2,5,4,3,2,2,3,1,3,2,2,4,2,5,5,4,3,3,1,4,3,1,3,2,3,2,1,1,2,3,4,4,1,4,4,1,2,2,2,1,2,4,5,3,2,4,3,3,4,2,5,4,1,2,4,3,3,2,3,2,4,2,3,4,2,2,4,5,1,3,2,2,4,4,3,2,2,2,3,3,2,4,3,4,3,2,4,1,3,2,"Selbstbewusstsein analysieren<br>MusikalitÃ¤t und Zusammenhang zu PersÃ¶nlichkeit testen",4.8,3,2.25,3.25,3,3.5,3,1.75,2.5,1.75,3.75,3.8,3.5,4.66666666666667,2.2,2.8,2,2.33333333333333,2.6,2.25,3.33333333333333,4.25,3.75,3.1797619047619,2.83518518518519,3.00747354497354,-0.102907555107538,1,6.002116618992123,"2018/10/24 09:18:24"
736,"10/24/2018 11:16:29",5,1,18,1,4,4,4,4,3,5,4,4,4,4,4,3,4,3,4,4,2,5,4,3,4,4,5,4,3,4,4,3,4,4,4,3,4,4,3,5,2,3,5,4,3,3,3,2,3,4,4,4,4,4,3,5,4,2,4,5,2,2,1,3,1,2,2,3,3,3,2,2,3,2,2,3,2,2,2,3,3,1,2,2,2,3,2,2,2,2,3,2,3,2,2,1,2,1,"Herausfinden wie KlÃ¤nge unterbewusst die SelbsteinschÃ¤tzung beeinflussen",3.4,1.75,2.25,2,2.5,2.5,2,1.75,1.5,2,2.5,2,3.25,2.66666666666667,2.6,2,2.25,2.33333333333333,1.6,2.25,2.66666666666667,1.75,2.25,2.29047619047619,2.18888888888889,2.23968253968254,0.0482225875951707,1,6.003311866979438,"2018/10/24 11:16:29"
