"CASE","Datum","Uhrzeit","DE01","DE01_03","DE02_01","DE03","DE04","DE04_02","DE04_03","DE06","DE07","DE05","DE05_06","DE09","DE09_08","DE10","DE10_02","DE18","PA01_01","PA01_02","PA01_03","PA01_04","PA01_05","PA01_06","PA01_07","PA01_08","PA01_09","PA02_10","PA02_11","PA02_12","PA02_13","PA02_14","PA02_15","PA02_16","PA02_17","PA02_18","CPUI_Score","PE02_01","PE02_02","PE02_02r","PE02_03","PE02_03r","PE02_04","PE02_05","PE02_06","PE02_07","PE02_07r","PE02_08","PE02_08r","PE02_09","PK01","PK02","PK03","PK04","PK05","PT01","PT02","PT03","PT04_01","SC01","SW01_01","SW01_02","SW01_03","SW01_04","SW01_05","SW02_06","SW02_07","SW02_08","SW02_09","SW02_10","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","MISSING","MISSREL","TIME_RSI","DEG_TIME","sums","BF"
1701,"22.01.2018","12:24:27",2,"",31,2,3,NA,6,2,NA,1,"",6,"",2,"Christentum",276,2,1,1,1,7,4,4,1,5,7,4,4,2,3,1,1,3,4,"3.055555556",2,2,4,4,2,4,3,2,4,2,4,2,2,1,3,4,1,1,2,4,3,"Konsum von Pronografie im Alltag und ihre Auswirkung. ",2,3,4,4,3,3,4,3,3,3,4,"43122.52616",1,0,13,13,0,0,0.68,0,28,1.3574478430714787
1702,"22.01.2018","12:27:57",2,"",28,1,1,NA,NA,NA,4,1,"",7,"",1,"",276,1,1,1,2,4,1,7,1,2,5,2,5,2,1,1,2,2,1,"2.277777778",4,1,5,5,1,2,3,1,2,4,2,4,1,1,4,3,1,1,2,4,3,"Auswirkung des Konsums erotischer/pornografischer Inhalte auf die Selbsteinschätzung persönlicher Fähigkeiten.",2,3,3,3,3,2,3,2,3,3,2,"43122.52671",1,0,13,13,0,0,0.81,2,29,1.451175228223901
1703,"22.01.2018","12:33:52",1,"",27,1,1,NA,NA,NA,4,1,"",7,"",1,"",276,1,1,1,5,6,6,7,1,6,6,1,1,1,5,1,1,1,1,"2.888888889",2,1,5,4,2,4,2,3,3,3,3,3,2,1,6,3,3,3,2,4,4,"Ob das betrachten Pornographischer Bilder die Grundstimmung und somit das Selbstbewusstsein des Detrachters hebt.",2,4,3,4,2,4,3,4,3,2,3,"43122.53043",1,0,13,13,0,0,0.82,1,24,1.4249640211629395
1705,"22.01.2018","12:56:56",2,"",26,1,3,NA,3,2,NA,1,"",7,"",1,"",276,3,4,1,2,3,2,4,1,4,7,4,5,5,2,2,2,1,2,"3",2,1,5,2,4,4,4,2,4,2,4,2,1,1,3,3,1,1,2,4,3,"Auswirkungen von Pornokonsum auf die Persönlichkeit",2,3,4,3,3,4,4,3,3,3,4,"43122.54873",1,0,13,13,0,0,0.65,0,25,1.4243264502567263
1709,"22.01.2018","13:47:17",1,"",31,1,3,NA,10,2,NA,3,"",7,"",1,"",276,1,1,1,2,1,1,1,1,2,7,1,2,2,1,2,1,1,1,"1.611111111",3,1,5,3,3,4,4,3,4,2,2,4,1,1,5,4,1,1,2,4,4,"",2,3,3,3,3,3,3,3,3,3,3,"43122.58341",1,0,13,13,2,1,0.6,0,19,1.2765162593204666
1710,"22.01.2018","15:12:18",1,"",21,1,2,1,NA,4,NA,1,"",5,"",2,"Christentum",276,1,3,1,1,1,2,5,4,1,5,1,1,1,1,1,1,1,1,"1.777777778",2,2,4,4,2,4,4,3,1,5,1,5,1,1,7,5,1,1,3,4,4,"",2,3,3,3,2,3,3,3,4,3,3,"43122.64193",1,0,13,13,2,1,0.98,10,31,1.4060159822924108
1711,"22.01.2018","16:15:08",1,"",26,1,3,NA,6,2,NA,1,"",5,"",1,"",276,1,1,1,5,6,2,4,1,1,7,1,1,1,1,1,1,1,1,"2.055555556",4,1,5,2,4,4,2,3,2,4,2,4,1,1,5,4,1,1,2,4,4,"irgendwas mit sex und gegenständen aus dem haushalt",NA,3,3,3,3,3,3,3,3,3,3,"43122.68263",1,0,13,13,2,2,1.28,15,23,1.3567076470509727
1712,"22.01.2018","16:56:43",1,"",21,1,1,NA,NA,NA,3,2,"",5,"",2,"evangelisch",276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3,2,4,4,2,3,4,2,3,3,2,4,1,2,NA,NA,NA,3,3,4,4,"Vielleicht darum, wie Pornographie sich auf das Selbstbild und das Vertrauen in die eigene Person auswirkt....?!",2,3,3,2,2,3,3,2,3,2,3,"43122.71192",1,0,13,13,0,0,0.78,1,27,1.4028971560795847
1716,"22.01.2018","19:44:32",2,"",21,1,1,NA,NA,NA,5,1,"",5,"",1,"",276,1,1,1,1,7,6,7,2,5,7,1,1,2,1,2,1,1,2,"2.722222222",4,1,5,2,4,5,4,3,3,3,3,3,3,1,3,4,3,3,3,4,4,"Keine Ahnung",2,3,3,2,3,3,3,3,3,3,3,"43122.83084",1,0,13,13,0,0,0.84,5,24,1.377934222492748
1717,"22.01.2018","21:34:56",2,"",29,1,3,NA,5,4,NA,1,"",7,"",1,"",276,1,1,1,1,5,2,2,1,1,6,1,1,1,1,1,1,2,2,"1.722222222",4,1,5,3,3,4,3,2,4,2,2,4,1,1,4,4,1,1,3,4,4,"Mit den Auswirkungen des Konsums erotischer Bilder?",2,3,3,3,2,2,3,3,3,2,3,"43122.90782",1,0,13,13,0,0,0.76,1,25,1.3773121933600703
1719,"22.01.2018","22:44:52",2,"",26,1,2,21,NA,4,NA,1,"",7,"",2,"evangelisch",276,1,1,1,1,6,5,2,1,5,5,1,1,1,2,2,1,5,5,"2.555555556",5,1,5,2,4,4,4,3,1,5,1,5,1,1,3,5,1,1,3,4,3,"",2,2,3,2,2,2,3,3,4,2,3,"43122.9524",1,0,13,13,2,1,1.56,36,27,1.4244842915731424
1721,"22.01.2018","23:03:42",1,"",32,2,3,NA,3,2,NA,1,"",7,"",2,"Christentum (ev.)",276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4,2,4,3,3,4,3,3,3,3,3,3,3,2,NA,NA,NA,1,3,4,4,"Um die Beeinflussung, da einige Fragen nach den Bildern noch mal gestellt wurden. ",2,3,3,3,2,2,2,3,3,2,2,"43122.96777",1,0,13,13,0,0,0.62,0,32,1.5990307304849927
1722,"23.01.2018","02:30:02",2,"",30,1,2,3,NA,2,NA,1,"",7,"",1,"",276,1,4,2,5,6,4,6,6,2,7,4,3,5,5,4,1,5,5,"4.166666667",5,1,5,1,5,5,4,4,1,5,1,5,3,1,2,3,1,1,2,4,4,"positive/negative Effekte von Pornographie auf die menschliche Psyche. ",2,4,4,3,3,3,3,4,3,4,4,"43123.11067",1,0,13,13,0,0,1,4,24,1.569479605196462
1725,"23.01.2018","08:17:09",2,"",26,1,3,NA,2,2,NA,1,"",7,"",1,"",276,2,3,1,1,4,2,3,1,1,7,1,1,1,1,1,1,1,1,"1.833333333",5,1,5,1,5,4,2,5,1,5,1,5,2,1,4,3,1,1,2,4,4,"Selbsteinschätzung in Anbetracht von Pornographiekonsum",2,2,3,3,2,2,4,4,4,2,2,"43123.35146",1,0,13,13,0,0,0.98,3,29,1.6822906247886227
1727,"23.01.2018","14:17:11",2,"",23,1,2,4,NA,4,NA,1,"",5,"",1,"",276,1,1,1,1,6,2,5,1,4,7,3,4,3,1,1,1,2,1,"2.5",3,1,5,2,4,3,4,3,4,2,2,4,1,1,3,4,1,1,3,4,3,"Einfluss von Pornographie auf die Selbsteinschätzung",2,3,4,3,3,3,4,3,3,3,3,"43123.60272",1,0,13,13,0,0,0.85,1,29,1.8057818633241431
1729,"23.01.2018","15:49:25",2,"",22,1,1,NA,NA,NA,6,6,"pansexuell",5,"",2,"Pastafari",276,1,1,1,3,1,1,4,1,2,7,2,1,1,1,1,1,1,5,"1.944444444",5,1,5,4,2,5,5,3,2,4,2,4,5,1,3,5,1,3,3,4,4,"",2,3,3,2,3,3,3,3,3,3,3,"43123.66825",1,0,13,13,2,1,0.63,0,25,1.8050701271185519
1730,"23.01.2018","15:49:32",1,"",21,1,1,NA,NA,NA,6,3,"",5,"",1,"",756,1,1,1,4,6,6,6,2,6,7,1,2,1,1,2,1,2,3,"2.944444444",4,1,5,1,5,3,4,4,4,2,3,3,3,1,4,3,1,2,2,4,4,"wie pornographie auf das selbstbewusstsein wirkt? oder wie lampen und faden ein abturner sein können?",2,3,3,3,3,3,3,3,3,3,3,"43124.00874",1,0,13,13,0,0,0.69,2,24,1.7705291446768225
1731,"23.01.2018","19:50:47",1,"",26,1,3,NA,2,4,NA,1,"",3,"",1,"",276,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,"1.111111111",3,1,5,4,2,4,1,2,3,3,3,3,2,1,7,4,3,3,2,4,4,"",2,2,3,3,2,2,2,3,3,2,3,"43123.83353",1,0,13,13,2,1,1.04,9,23,1.703999236892206
1732,"23.01.2018","21:19:49",2,"",52,3,3,NA,2,4,NA,1,"",7,"",1,"",276,1,1,1,1,2,2,2,1,6,2,2,1,3,2,1,1,1,4,"1.888888889",2,1,5,5,1,3,2,3,4,2,2,4,2,1,6,4,1,1,2,4,3,"Aufmerksamkeit und Konzentration im Alltag",2,3,3,3,3,3,3,3,3,3,3,"43123.89609",1,0,13,13,0,0,0.77,1,29,1.8295494612463867
1734,"24.01.2018","01:19:35",2,"",22,1,3,NA,1,4,NA,1,"",5,"",1,"",276,5,1,1,5,1,1,3,2,7,7,4,4,4,4,3,2,6,2,"3.444444444",4,1,5,1,5,4,3,4,4,2,3,3,1,1,2,4,1,1,3,4,3,"",2,2,2,3,3,3,3,2,2,3,3,"43124.06019",1,0,13,13,2,1,1.34,19,25,1.8288355954160007
1735,"24.01.2018","11:52:07",2,"",24,1,1,NA,NA,NA,4,1,"",5,"",1,"",276,1,1,1,1,1,1,1,1,1,5,1,2,1,2,2,2,2,2,"1.555555556",4,1,5,2,4,1,4,1,5,1,3,3,2,1,5,3,1,1,2,4,4,"Um Willenstärke und Selbstbeurteilung nach dem Sehen von pornographischen Inhalten.",2,4,3,3,3,3,3,3,2,3,3,"43124.50521",1,0,13,13,0,0,0.72,2,20,1.6581651108574438
1736,"24.01.2018","11:59:13",1,"",27,1,3,NA,2,2,NA,1,"",7,"",1,"",276,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,"1.333333333",2,2,4,3,3,4,4,3,3,3,3,3,2,1,7,2,1,1,3,4,3,"",2,3,3,3,2,3,3,3,3,3,3,"43124.50417",1,0,13,13,2,1,1.49,30,27,1.7181967962101745
1738,"24.01.2018","16:23:53",2,"",23,1,3,NA,5,4,NA,1,"",5,"",1,"",276,1,1,1,1,3,1,4,1,1,7,1,1,1,1,1,1,4,5,"2",5,1,5,1,5,5,5,4,1,5,1,5,3,1,3,3,1,1,1,4,3,"Sucht nach Internetpornographie",2,2,3,3,2,3,3,4,3,2,3,"43124.6902",1,0,13,13,0,0,1.11,14,22,1.623053147174845
1739,"24.01.2018","19:05:41",1,"",30,1,1,NA,NA,NA,4,2,"",5,"",1,"",276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2,2,4,4,2,4,1,2,5,1,4,2,1,2,NA,NA,NA,3,3,4,4,"Ob Pornografie einen Einfluss auf das Selbstvertrauen in Bezug von Problemlösung haben kann.
Vielleicht durch Reduktion negativen Stresses oder weil man durch Nähe zum sexuellen Selbst seine Perspektive verändert oder so etwas.",2,3,3,1,2,3,3,3,2,2,1,"43124.80565",1,0,13,13,0,0,0.49,0,28,1.7109678647570297
1742,"25.01.2018","00:17:38",2,"",20,1,2,2,NA,4,NA,1,"",5,"",1,"",276,1,4,1,3,3,2,5,2,6,7,2,3,1,4,3,1,2,2,"2.888888889",2,1,5,5,1,4,4,4,4,2,2,4,2,1,3,4,1,1,3,4,3,"sexuelle erregung und Auswirkung auf Selbstsicherheit ",2,3,3,3,2,4,3,4,3,2,3,"43125.01993",1,0,13,13,0,0,0.92,8,21,1.5855340286912762
1743,"25.01.2018","02:34:09",2,"",22,1,1,NA,NA,NA,4,1,"",5,"",1,"",276,5,7,1,5,2,2,7,5,6,7,2,2,2,1,3,1,1,3,"3.444444444",5,1,5,1,5,4,5,4,1,5,1,5,2,1,1,3,1,1,2,4,3,"Effekte von Pornographie Konsum.

Btw. Irre ich mich oder waren das mehr nicht pornographische Bilder als pornographische? Aktenschrank. Buegeleisen, Korb, Nackte Frau, Korb, Aktenschrank...",2,2,3,2,2,2,2,3,3,2,3,"43125.11635",1,0,13,13,0,0,0.77,1,23,1.528164505652794
1746,"25.01.2018","20:34:07",1,"",26,1,1,NA,NA,NA,4,1,"",7,"",2,"Christentum",380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4,1,5,2,4,5,4,4,2,4,2,4,2,2,NA,NA,NA,1,2,4,4,"ob pornographie das selbstvertrauen erhöht",2,3,3,2,2,1,2,2,2,2,2,"43125.86649",1,0,13,13,0,0,0.44,0,24,1.5004445379438964
1747,"26.01.2018","16:35:01",2,"",28,1,3,NA,7,2,NA,1,"",4,"",2,"katholisch",276,3,6,1,1,2,5,7,5,2,7,1,1,4,1,2,1,1,3,"2.944444444",4,2,4,2,4,4,4,2,4,2,2,4,2,1,4,4,1,1,1,4,3,"Internetpornographie",2,2,3,2,3,4,4,4,4,4,4,"43126.7133",1,0,13,13,0,0,1.03,11,26,1.5263431692351777
1750,"26.01.2018","22:25:01",2,"",25,1,1,NA,NA,NA,5,1,"",7,"",1,"",276,1,1,1,4,2,3,3,2,5,7,1,1,2,1,2,1,2,2,"2.277777778",3,1,5,1,5,4,4,3,5,1,4,2,4,1,3,4,1,3,3,4,4,"Um die Auswirkung von Pornographie auf das Selbstbild!
",2,2,2,2,2,2,2,3,2,2,2,"43126.94368",1,0,13,13,0,0,0.72,4,29,1.6346213753647458
1751,"27.01.2018","01:08:59",2,"",26,1,2,30,NA,4,NA,1,"",7,"",2,"Christentum",276,1,1,1,4,2,5,3,3,2,7,1,2,1,1,1,1,5,4,"2.5",1,4,2,4,2,4,1,2,3,3,3,3,1,1,3,3,1,1,3,4,4,"Beeinflussung von Selbstwertgefühl und Emotion durch Pornographiekonsum.",2,3,3,3,3,2,3,3,4,3,4,"43127.05977",1,0,13,13,0,0,0.7,2,26,1.6636483458491755
1752,"27.01.2018","12:40:22",2,"",28,1,1,NA,NA,NA,4,1,"",7,"",1,"",276,2,1,1,3,7,4,6,2,2,6,3,2,6,2,3,2,3,5,"3.333333333",4,1,5,3,3,4,2,3,4,2,2,4,2,1,3,4,1,1,3,4,4,"Um mögliche Einflüsse von Pornographiekonsum auf mein Selbstvertraun / Zuversicht",2,3,3,2,2,2,2,3,3,2,3,"43127.53765",1,0,13,13,0,0,0.74,2,24,1.632691382273534
1765,"29.01.2018","16:12:44",2,"",26,1,1,NA,NA,NA,3,1,"",5,"",1,"",276,1,5,1,4,2,2,1,3,1,6,4,4,2,2,2,1,5,4,"2.777777778",4,2,4,2,4,3,3,2,5,1,5,1,2,1,3,4,1,1,3,4,3,"ob mein gemütszustand einfluss auf reizbartkeit von erotischem material hat

zum bildtest: habe die aufgabe glaube ich falsch verstanden und relativ spät angefangen bei erotischen bildern eine taste zu drücken..",2,3,3,2,2,2,2,2,2,2,2,"43129.68164",1,0,13,13,0,0,1.16,12,24,1.6024741894080405
1766,"29.01.2018","16:18:27",1,"",27,1,1,NA,NA,NA,4,1,"",7,"",2,"christ",276,1,1,1,1,3,2,2,5,1,5,1,1,1,3,1,1,1,2,"1.833333333",4,2,4,3,3,4,4,4,3,3,3,3,1,1,7,3,1,1,3,4,2,"Haushalt und sexual Leben",2,3,4,2,2,3,3,4,4,2,3,"43129.68569",1,0,13,13,0,0,0.95,1,30,1.7469399670911194
1770,"01.02.2018","01:22:55",2,"",20,1,1,NA,NA,NA,5,1,"",5,"",1,"",276,1,1,1,3,4,5,7,6,3,7,1,3,3,1,1,1,3,7,"3.222222222",5,1,5,2,4,5,3,4,3,3,3,3,4,1,3,3,1,1,NA,NA,NA,"",2,4,3,3,3,3,2,2,2,3,3,"43132.06404",0,0,12,12,0,0,1.16,18,26,1.7786215254928361
1771,"01.02.2018","13:24:46",1,"",22,1,1,NA,NA,NA,5,1,"",5,"",1,"",276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3,2,4,4,2,3,3,1,4,2,2,4,1,2,NA,NA,NA,1,2,4,4,"",2,3,3,2,2,2,2,3,3,2,3,"43132.56361",1,0,13,13,3,2,1.03,9,26,1.8110739636803361
1772,"02.02.2018","13:46:52",2,"",37,1,3,NA,3,4,NA,1,"",7,"",1,"",276,6,5,1,4,6,6,6,6,1,7,6,6,6,2,2,1,6,5,"4.555555556",4,1,5,3,3,3,3,4,2,4,2,4,1,1,2,3,1,1,3,4,4,"",2,3,3,3,4,4,3,3,3,3,3,"43133.57828",1,0,13,13,2,1,2,50,29,1.9464158483222207
1777,"04.02.2018","23:22:19",2,"",28,1,3,NA,6,4,NA,1,"",7,"",1,"",276,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1",3,3,3,3,3,3,1,1,5,1,5,1,1,1,7,5,3,3,NA,NA,NA,"",2,3,3,3,3,3,NA,NA,NA,NA,NA,"43135.98017",0,0,10,10,0,0,1,13,33,2.2426736543872527
1780,"06.02.2018","20:26:21",1,"",21,1,2,21,NA,2,NA,1,"",5,"",2,"Christentum",276,1,1,1,1,3,1,4,1,1,4,1,1,1,2,1,1,1,2,"1.555555556",4,1,5,2,4,5,3,4,1,5,1,5,2,1,5,4,1,1,3,4,4,"Pornographiekonsum und die Einschätzung der Selbstwirksamkeit",2,3,3,3,3,3,3,3,3,3,3,"43137.85747",1,0,13,13,0,0,1.2,13,21,2.065799837652292
1783,"06.02.2018","22:43:07",1,"",30,2,3,NA,5,2,NA,1,"",7,"",2,"Orthodoxe",643,1,1,1,1,7,4,5,1,1,4,5,1,1,4,6,1,1,5,"2.777777778",2,3,3,4,2,4,2,2,4,2,4,2,1,1,4,5,1,1,2,4,2,"Abhängigkeit von Porno anschauen",2,3,3,3,3,3,3,3,3,3,3,"43137.95264",1,0,13,13,0,0,1.2,14,27,2.145137017161486
1785,"07.02.2018","15:44:38",2,"",23,1,1,NA,NA,NA,4,1,"",7,"",1,"",276,2,4,2,3,4,2,4,4,2,6,2,3,2,2,2,1,2,2,"2.722222222",3,2,4,3,3,4,4,4,4,2,2,4,2,1,4,3,1,1,3,4,4,"die Auswirkung von pornografischem Material auf das Selbstbewusstsein",2,3,3,3,2,3,3,3,3,2,2,"43138.66245",1,0,13,13,0,0,0.96,5,20,1.9374228266852116
1787,"08.02.2018","09:41:25",1,"",30,1,1,NA,NA,NA,4,1,"",7,"",1,"",276,1,1,1,1,1,1,1,1,2,3,1,7,1,1,7,1,1,1,"1.833333333",2,3,3,4,2,2,4,2,5,1,3,3,1,1,7,5,1,1,3,3,4,"",2,2,2,2,2,2,3,3,3,2,2,"43139.40799",1,0,13,13,2,1,1.71,38,26,1.973466253139936
1799,"22.02.2018","09:25:15",1,"",22,1,2,3,NA,2,NA,1,"",7,"",1,"",276,1,1,1,1,1,1,1,1,1,1,1,7,1,1,7,1,1,1,"1.666666667",4,2,4,2,4,3,4,2,4,2,2,4,2,1,7,5,1,1,2,3,2,"",2,3,2,3,2,3,3,4,4,4,4,"43153.39655",1,0,13,13,2,1,1.7,38,22,1.860680145418983
1800,"22.02.2018","09:52:11",2,"",29,1,3,NA,6,4,NA,1,"",7,"",2,"römisch katolisch",276,3,1,1,5,4,1,4,1,2,7,3,3,1,2,3,1,2,2,"2.555555556",3,2,4,5,1,2,2,2,4,2,4,2,1,1,3,3,1,1,3,4,3,"",2,3,4,4,3,3,3,4,3,3,3,"43153.41833",1,0,13,13,2,1,0.94,7,24,1.8252108162605067
1805,"24.02.2018","10:01:59",2,"",19,1,1,NA,NA,NA,5,1,"",7,"",1,"",478,1,1,1,1,1,1,1,1,7,3,1,1,1,1,1,1,1,1,"1.444444444",5,1,5,1,5,3,4,2,2,4,1,5,2,1,6,3,1,1,2,4,4,"Bornos",2,4,4,4,4,4,4,4,4,4,4,"43155.42337",1,0,13,13,0,0,1.23,16,23,1.7568518810800042
1806,"24.02.2018","10:06:28",2,"",24,1,2,8,NA,3,NA,1,"",7,"",1,"",276,2,4,1,3,6,5,4,2,6,6,1,2,6,2,2,1,5,2,"3.333333333",5,1,5,1,5,3,3,2,3,3,3,3,2,1,3,4,1,1,2,4,2,"",2,3,3,3,3,3,4,3,3,3,3,"43155.4269",1,0,13,13,2,1,1.15,13,19,1.5656404331061722
1807,"24.02.2018","10:09:35",2,"",22,1,3,NA,2,4,NA,1,"",7,"",1,"",276,1,1,1,4,7,7,4,1,5,7,3,1,7,1,2,1,5,3,"3.388888889",5,1,5,3,3,4,4,4,4,2,3,3,4,1,5,4,3,3,2,4,3,"",2,3,3,3,2,2,3,3,4,2,3,"43155.42818",1,0,13,13,2,1,1.42,21,28,1.6484978332981253
1809,"24.02.2018","11:12:58",2,"",27,1,3,NA,2,3,NA,1,"",7,"",2,"Gottgläubig",276,1,1,1,1,1,1,1,1,1,6,2,2,1,2,1,1,5,4,"1.833333333",3,2,4,2,4,3,2,2,2,4,2,4,2,1,3,4,1,1,2,3,3,"",2,3,4,3,3,3,3,3,3,3,3,"43155.4726",1,0,13,13,2,1,1.25,16,21,1.53044588462568
1812,"24.02.2018","12:25:11",2,"",25,1,1,NA,NA,NA,4,1,"",7,"",1,"",276,4,1,1,2,6,6,7,2,5,7,6,4,4,5,6,1,4,4,"4.166666667",5,1,5,3,3,4,4,4,2,4,2,4,1,1,3,3,1,1,1,4,3,"Kann mir vorstellen, dass die Ergebnisse der Studie in ein Hilfsprogramm für ""Süchtige"" verwendet werden kann ",2,4,4,3,2,3,3,3,3,3,3,"43155.52336",1,0,13,13,0,0,1.04,10,23,1.4763226720738882
1813,"24.02.2018","12:36:22",2,"",24,1,3,NA,5,4,NA,1,"",7,"",1,"",276,1,1,1,1,2,1,5,1,2,2,1,6,2,2,2,1,2,1,"1.888888889",1,4,2,5,1,2,4,2,4,2,2,4,1,1,6,5,1,1,3,3,3,"",2,3,4,3,3,3,3,4,3,3,3,"43155.52953",1,0,13,13,2,1,1.64,32,33,1.6813536223030827
1815,"24.02.2018","13:11:44",2,"",25,1,3,NA,1,4,NA,1,"",7,"",1,"",276,5,6,2,7,3,6,4,2,2,6,4,2,2,3,6,1,6,2,"3.833333333",3,1,5,2,4,4,5,4,4,2,3,3,2,1,3,3,1,1,2,4,4,"",2,3,4,3,2,2,2,3,3,2,3,"43155.55674",1,0,13,13,2,1,1.15,14,28,1.7718570619113756
1816,"24.02.2018","14:26:24",2,"",25,1,1,NA,NA,NA,4,1,"",7,"",1,"",276,1,1,1,1,1,2,1,1,1,6,1,1,1,1,1,1,1,2,"1.388888889",5,1,5,2,4,4,2,3,4,2,2,4,2,1,4,4,1,1,NA,NA,NA,"",2,3,4,4,2,3,4,4,4,3,3,"43155.60773",0,0,12,12,0,0,0.83,3,27,1.836182290681587
1817,"24.02.2018","16:07:05",2,"",25,1,3,NA,8,4,NA,1,"",7,"",1,"",276,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,"1.166666667",5,1,5,4,2,2,3,1,5,1,5,1,1,1,6,3,3,3,3,4,4,"",2,3,4,2,3,3,4,3,3,4,3,"43155.67888",1,0,13,13,2,1,0.94,7,18,1.6028595467677955
1818,"24.02.2018","17:00:14",1,"",25,1,1,NA,NA,NA,3,1,"",7,"",1,"",276,1,5,1,1,4,1,3,1,4,7,1,1,7,2,1,1,1,1,"2.388888889",5,2,4,4,2,5,5,5,2,4,2,4,3,1,4,2,1,1,2,4,3,"",2,4,4,4,3,3,4,4,4,3,4,"43155.71316",1,0,13,13,2,1,1.36,21,22,1.5178270135031657
1821,"24.02.2018","18:03:19",2,"",38,2,3,NA,8,4,NA,1,"",7,"",1,"",756,1,4,1,1,4,2,6,1,1,6,1,1,1,1,1,1,1,1,"1.944444444",4,1,5,2,4,4,3,4,4,2,2,4,1,1,5,3,1,1,2,4,4,"",2,4,3,3,4,4,3,3,3,4,4,"43155.75656",1,0,13,13,2,1,1.75,39,24,1.490894807990628
1822,"24.02.2018","18:24:09",2,"",24,1,1,NA,NA,NA,5,1,"",4,"",2,"katholisch",724,1,1,1,1,4,2,2,4,6,7,4,5,2,7,6,5,2,4,"3.555555556",3,2,4,4,2,5,4,1,4,2,2,4,5,1,3,3,1,1,2,4,3,"Studie zur Wahrnehmung von erotische Bilder.",2,3,3,2,3,3,2,3,4,3,4,"43155.77558",1,0,13,13,0,0,0.72,2,25,1.4902754296834069
1828,"24.02.2018","22:15:04",2,"",26,1,3,NA,5,3,NA,1,"",7,"",2,"Evangelisch",276,1,1,1,6,5,6,7,1,6,7,1,4,1,3,2,1,3,3,"3.277777778",2,1,5,4,2,4,4,2,4,2,4,2,1,1,5,3,1,1,3,4,3,"Ablenkung im Alltag",2,3,2,2,2,2,2,2,2,2,2,"43155.93248",1,0,13,13,0,0,1.33,19,29,1.5931421135339532
1831,"25.02.2018","09:42:40",2,"",22,1,1,NA,NA,NA,5,1,"",5,"",1,"",276,1,1,1,1,1,1,3,1,7,7,1,1,1,1,7,1,1,1,"2.111111111",4,1,5,1,5,4,4,2,2,4,2,4,3,1,3,3,1,1,1,4,4,"",2,3,3,3,2,3,3,3,3,2,3,"43156.4098",1,0,13,13,2,1,1.19,13,25,1.5925006976921847
1832,"26.02.2018","10:54:36",2,"",24,1,3,NA,3,3,NA,1,"",7,"",1,"",-1,1,5,1,6,6,6,6,5,7,7,3,2,3,6,2,1,6,2,"4.166666667",5,1,5,1,5,4,5,5,1,5,1,5,1,1,1,3,1,1,2,4,4,"um Pornokonsum",2,3,3,3,4,4,4,4,4,4,4,"43157.46681",1,0,13,13,0,0,0.54,0,28,1.6764492265332496
1836,"26.02.2018","15:57:09",1,"",31,1,1,NA,NA,NA,5,5,"",7,"",1,"",276,1,1,1,1,4,3,5,1,1,1,1,1,1,1,1,1,1,1,"1.5",3,2,4,4,2,3,3,2,4,2,2,4,1,1,7,5,1,3,2,4,2,"Umgang mit Pornografie",2,3,3,2,1,2,3,3,3,2,3,"43157.66872",1,0,13,13,0,0,1.76,40,31,1.8566410172272172
1838,"26.02.2018","16:19:26",1,"",28,1,3,NA,5,2,NA,1,"",7,"",2,"römisch-katholisch ",276,1,1,1,1,3,2,2,1,1,7,1,1,1,3,1,1,1,2,"1.722222222",3,2,4,4,2,5,4,4,4,2,2,4,2,1,6,5,1,1,3,4,3,"",2,3,3,3,3,4,3,3,3,3,3,"43157.68605",1,0,13,13,2,1,1.07,7,20,1.6870419980047233
1840,"26.02.2018","16:46:46",2,"",18,1,1,NA,NA,NA,3,2,"",5,"",2,"Christentum",276,5,6,1,1,6,7,6,6,7,7,3,3,6,6,5,5,6,7,"5.166666667",3,1,5,1,5,5,5,4,2,4,2,4,5,1,3,4,2,2,3,4,3,"Die Auswirkungen des Pornographiekonsums auf das Sozialleben und auf die Selbstwahrnehmung/Selbstbewusstsein. ",2,3,2,3,1,2,1,2,3,4,4,"43157.70569",1,0,13,13,0,0,1.43,25,22,1.596511743621459
1841,"26.02.2018","18:28:15",2,"",28,2,3,NA,6,2,NA,1,"",7,"",2,"moslem",360,2,2,2,3,4,2,2,2,2,5,3,4,1,2,6,2,1,4,"2.722222222",3,2,4,3,3,4,3,4,2,4,2,4,4,1,7,2,1,1,NA,NA,NA,"",2,3,3,3,3,3,NA,NA,NA,NA,NA,"43157.77432",0,0,10,10,0,0,0.75,1,25,1.595872632070403
